run,train_acc,test_acc
0,0.284426,0.24156839555590934
1,0.285443,0.2420437358563517
2,0.285857,0.24081330952841237
3,0.2849,0.24108395783344894
4,0.285748,0.24138076122678737
5,0.285396,0.24182539772791886
6,0.284963,0.24180379135062602
7,0.285663,0.24211537805474373
8,0.285354,0.24067912255364637
9,0.284455,0.24134323436096297
