run,train_acc,test_acc
0,0.493979,0.4231526649935544
1,0.49351,0.4217479497206028
2,0.492617,0.42160008495502893
3,0.493825,0.4218245705536729
4,0.493808,0.42098846251560984
5,0.493355,0.4223985546891278
6,0.4938,0.42153152947280836
7,0.494489,0.4223259665314824
8,0.493989,0.4225034042501711
9,0.493331,0.4213527475289781
