run,train_acc,test_acc
0,0.282567,0.23573051197043962
1,0.282801,0.23624837120939368
2,0.282562,0.23693687739756497
3,0.283045,0.2349275835504232
4,0.28346,0.235939628463122
5,0.281638,0.23542275562271833
6,0.282206,0.23673565209328568
7,0.28277,0.23677313523820046
8,0.282421,0.23444622105783353
9,0.282778,0.2348249981011828
