filename,date,isCompleteData,original_count,predicted_count,expansion_ratio
TRUMP_20250622,2025-06-22,False,18,500,27.80392156862745
TRUMP_20250623,2025-06-23,False,848,2723,3.211246762856086
TRUMP_20250624,2025-06-24,False,99,2797,28.248741188318228
TRUMP_20250625,2025-06-25,False,16,296,18.468864468864467
TRUMP_20250626,2025-06-26,False,191,1703,8.91702846116739
TRUMP_20250627,2025-06-27,False,12,395,32.89650537634409
TRUMP_20250628,2025-06-28,False,32,982,30.688858695652176
TRUMP_20250629,2025-06-29,False,201,2533,12.604444444444445
TRUMP_20250630,2025-06-30,False,57,1442,25.306122448979593
TRUMP_20250701,2025-07-01,False,452,1395,3.0872771296500106
TRUMP_20250702,2025-07-02,False,450,1814,4.031987205117953
TRUMP_20250703,2025-07-03,False,1,29,29.11023622047244
TRUMP_20250704,2025-07-04,False,20,658,32.89650537634409
TRUMP_20250705,2025-07-05,False,767,1500,1.9550766034796154
TRUMP_20250706,2025-07-06,False,47,1307,27.80392156862745
TRUMP_20250707,2025-07-07,False,5,127,25.306122448979593
TRUMP_20250708,2025-07-08,False,31,876,28.248741188318228
TRUMP_20250709,2025-07-09,False,19,351,18.468864468864467
TRUMP_20250710,2025-07-10,False,39,1135,29.11023622047244
TRUMP_20250711,2025-07-11,False,4,132,32.89650537634409
TRUMP_20250712,2025-07-12,False,155,1569,10.124159569699687
TRUMP_20250713,2025-07-13,False,141,1093,7.748633879781421
TRUMP_20250714,2025-07-14,False,195,1720,8.821138211382113
TRUMP_20250715,2025-07-15,False,434,2071,4.772201429057502
TRUMP_20250716,2025-07-16,False,125,1321,10.570230607966458
TRUMP_20250717,2025-07-17,False,284,1820,6.407279029462738
TRUMP_20250718,2025-07-18,False,9,296,32.89650537634409
TRUMP_20250719,2025-07-19,False,294,1757,5.976978036517598
TRUMP_20250720,2025-07-20,False,24,667,27.803921568627448
TRUMP_20250721,2025-07-21,False,25,633,25.306122448979593
TRUMP_20250722,2025-07-22,False,16,452,28.248741188318228
TRUMP_20250723,2025-07-23,False,35,646,18.468864468864467
TRUMP_20250724,2025-07-24,False,338,1692,5.0054156512320604
TRUMP_20250725,2025-07-25,False,210,1355,6.454377637130802
TRUMP_20250726,2025-07-26,False,256,1530,5.976978036517598
TRUMP_20250727,2025-07-27,False,28,779,27.80392156862745
TRUMP_20250728,2025-07-28,False,143,900,6.2944162436548226
TRUMP_20250729,2025-07-29,False,1,28,28.248741188318228
TRUMP_20250730,2025-07-30,False,2,37,18.468864468864467
TRUMP_20250731,2025-07-31,False,373,1512,4.053728070175438
TRUMP_20250801_Latest66,2025-08-01,False,66,2171,32.89650537634409
TRUMP_20250802_Latest77,2025-08-02,False,77,1169,15.179435483870966
TRUMP_20250803_Latest96,2025-08-03,False,96,1210,12.604444444444445
TRUMP_20250804_Latest14,2025-08-04,False,14,354,25.306122448979597
TRUMP_20250805_Latest1,2025-08-05,False,1,28,28.248741188318228
TRUMP_20250806_Latest22,2025-08-06,False,22,406,18.468864468864467
TRUMP_20250807_Latest35,2025-08-07,False,35,1019,29.110236220472437
TRUMP_20250808_Latest166,2025-08-08,False,166,1505,9.064814814814815
TRUMP_20250809_Latest98,2025-08-09,False,98,1488,15.179435483870968
TRUMP_20250810_Latest4,2025-08-10,False,4,111,27.80392156862745
TRUMP_20250811_Latest1,2025-08-11,False,1,25,25.306122448979593
TRUMP_20250812_Latest80,2025-08-12,False,80,1108,13.852345679012345
TRUMP_20250813_Latest276,2025-08-13,False,276,1396,5.057171514543631
TRUMP_20250814_Latest287,2025-08-14,False,287,1839,6.407279029462738
TRUMP_20250815_Latest312,2025-08-15,False,312,2014,6.454377637130803
TRUMP_20250816_Latest308,2025-08-16,False,308,1841,5.976978036517597
TRUMP_20250817_Latest95,2025-08-17,False,95,1197,12.604444444444445
TRUMP_20250818_Latest54,2025-08-18,False,54,709,13.131618759455371
TRUMP_20250819_Latest362,2025-08-19,False,362,1728,4.772201429057502
TRUMP_20250820_Latest57,2025-08-20,False,57,603,10.570230607966456
TRUMP_20250821_Latest191,2025-08-21,False,191,1703,8.91702846116739
TRUMP_20250822_Latest176,2025-08-22,False,176,1595,9.064814814814817
TRUMP_20250823_Latest536,2025-08-23,False,536,2044,3.8127954085077653
TRUMP_20250824_Latest155,2025-08-24,False,155,1201,7.748633879781421
TRUMP_20250825_Latest518,2025-08-25,False,518,1982,3.82547377699427
TRUMP_20250826_Latest38,2025-08-26,False,38,1073,28.248741188318228
TRUMP_20250827_Latest431,2025-08-27,False,431,2180,5.057171514543632
TRUMP_20250828_Latest138,2025-08-28,False,138,1943,14.078446306169079
TRUMP_20250829_Latest122,2025-08-29,False,122,1789,14.664469742360696
TRUMP_20250830_Latest306,2025-08-30,False,306,2350,7.680040802448147
TRUMP_20250831_Latest88,2025-08-31,False,88,1109,12.604444444444443
