filename,date,isCompleteData,original_count,predicted_count
DOGE_20210612_Latest1484,2021-06-12,False,1484,8730
DOGE_20210613_Latest6340,2021-06-13,False,6340,10533
DOGE_20210614_Latest7141,2021-06-14,False,7141,11864
DOGE_20210615_Latest97,2021-06-15,False,194,4954
DOGE_20210616_Latest2052,2021-06-16,False,2052,9413
DOGE_20210617_Latest208,2021-06-17,False,208,5311
DOGE_20210618_Latest6801,2021-06-18,False,6801,10187
DOGE_20210619,2021-06-19,True,9632,9632
DOGE_20210620_Latest778,2021-06-20,False,778,6194
DOGE_20210621_Latest9673,2021-06-21,False,9673,22994
DOGE_20210622_Latest9521,2021-06-22,False,9521,14967
DOGE_20210623,2021-06-23,True,12399,12399
DOGE_20210624_Latest7345,2021-06-24,False,7345,10482
DOGE_20210625_Latest2619,2021-06-25,False,2619,8265
DOGE_20210626,2021-06-26,True,8767,8767
DOGE_20210627_Latest5180,2021-06-27,False,5180,8143
DOGE_20210628_Latest5753,2021-06-28,False,5753,8210
DOGE_20210629_Latest5750,2021-06-29,False,5750,10196
DOGE_20210630_Latest2462,2021-06-30,False,2462,7770
DOGE_20210701,2021-07-01,True,10954,10954
DOGE_20210702,2021-07-02,True,10364,10364
DOGE_20210703_Latest6731,2021-07-03,False,6731,7609
DOGE_20210704,2021-07-04,True,7542,7542
DOGE_20210705_Latest3208,2021-07-05,False,3208,7626
DOGE_20210706_Latest5198,2021-07-06,False,5198,9217
DOGE_20210707_Latest4815,2021-07-07,False,4815,8538
DOGE_20210708_Latest4637,2021-07-08,False,4637,9818
DOGE_20210709_Latest1640,2021-07-09,False,1640,9648
DOGE_20210710_Latest5147,2021-07-10,False,5147,8091
DOGE_20210711_Latest1975,2021-07-11,False,1975,6233
DOGE_20210712_Latest2364,2021-07-12,False,2364,7460
DOGE_20210713_Latest3383,2021-07-13,False,3383,7163
DOGE_20210714_Latest2830,2021-07-14,False,2830,8931
DOGE_20210715_Latest5216,2021-07-15,False,5216,9249
DOGE_20210716_Latest6453,2021-07-16,False,6453,8363
DOGE_20210717_Latest6231,2021-07-17,False,6231,10352
DOGE_20210718_Latest1425,2021-07-18,False,1425,5337
DOGE_20210719_Latest3198,2021-07-19,False,3198,7602
DOGE_20210720,2021-07-20,True,8528,8528
DOGE_20210721_Latest5948,2021-07-21,False,5948,12594
DOGE_20210722_Latest1544,2021-07-22,False,1544,5782
DOGE_20210723_Latest1628,2021-07-23,False,1628,6097
DOGE_20210724_Latest568,2021-07-24,False,568,4522
DOGE_20210725_Latest1081,2021-07-25,False,1081,6359
DOGE_20210726,2021-07-26,True,9425,9425
DOGE_20210727_Latest4315,2021-07-27,False,4315,6783
DOGE_20210728_Latest1981,2021-07-28,False,1981,6252
DOGE_20210729_Latest2158,2021-07-29,False,2158,5836
DOGE_20210730_Latest764,2021-07-30,False,764,6082
DOGE_20210731_Latest220,2021-07-31,False,220,5617
DOGE_20210801_Latest126,2021-08-01,False,126,3217
DOGE_20210802_Latest283,2021-08-02,False,283,3468
DOGE_20210803_Latest5693,2021-08-03,False,5693,5916
DOGE_20210804_Latest1050,2021-08-04,False,1050,4817
DOGE_20210805_Latest511,2021-08-05,False,511,4068
DOGE_20210806_Latest2450,2021-08-06,False,2450,5824
DOGE_20210807_Latest2381,2021-08-07,False,2381,8917
DOGE_20210808_Latest2337,2021-08-08,False,2337,5555
DOGE_20210809_Latest2559,2021-08-09,False,2559,6920
DOGE_20210810_Latest1621,2021-08-10,False,1621,6071
DOGE_20210811_Latest4304,2021-08-11,False,4304,7632
DOGE_20210812_Latest642,2021-08-12,False,642,5111
DOGE_20210813_Latest3429,2021-08-13,False,3429,6081
DOGE_20210814_Latest3923,2021-08-14,False,3923,6518
DOGE_20210815,2021-08-15,True,9658,9658
DOGE_20210816_Latest6685,2021-08-16,False,6685,7897
DOGE_20210817_Latest4884,2021-08-17,False,4884,7315
DOGE_20210818,2021-08-18,True,8042,8042
DOGE_20210819_Latest1232,2021-08-19,False,1232,7248
DOGE_20210820_Latest47,2021-08-20,False,47,1200
DOGE_20210821_Latest6,2021-08-21,False,6,153
DOGE_20210822_Latest814,2021-08-22,False,814,4789
DOGE_20210823_Latest3104,2021-08-23,False,3104,5958
DOGE_20210824_Latest1790,2021-08-24,False,1790,5649
DOGE_20210825_Latest646,2021-08-25,False,646,5143
DOGE_20210826_Latest2200,2021-08-26,False,2200,5230
DOGE_20210827_Latest547,2021-08-27,False,547,4355
DOGE_20210828_Latest2259,2021-08-28,False,2259,4783
DOGE_20210829_Latest1643,2021-08-29,False,1643,4443
DOGE_20210830_Latest2576,2021-08-30,False,2576,5454
DOGE_20210831_Latest1692,2021-08-31,False,1692,5340
DOGE_20210901_Latest283,2021-09-01,False,283,3468
DOGE_20210902_Latest2569,2021-09-02,False,2569,8107
DOGE_20210903_Latest527,2021-09-03,False,527,4195
DOGE_20210904_Latest3633,2021-09-04,False,3633,5185
DOGE_20210905_Latest2211,2021-09-05,False,2211,6978
DOGE_20210906_Latest711,2021-09-06,False,711,5660
DOGE_20210907_Latest5850,2021-09-07,False,5850,6339
DOGE_20210908,2021-09-08,True,6096,6096
DOGE_20210909_Latest3015,2021-09-09,False,3015,4740
DOGE_20210910_Latest1026,2021-09-10,False,1026,3842
DOGE_20210911_Latest135,2021-09-11,False,135,3447
DOGE_20210912_Latest1539,2021-09-12,False,1539,5764
DOGE_20210913_Latest846,2021-09-13,False,846,4977
DOGE_20210914_Latest263,2021-09-14,False,263,3223
DOGE_20210915_Latest804,2021-09-15,False,804,4730
DOGE_20210916_Latest516,2021-09-16,False,516,4108
DOGE_20210917_Latest822,2021-09-17,False,822,4836
DOGE_20210918_Latest1704,2021-09-18,False,1704,4051
DOGE_20210919_Latest781,2021-09-19,False,781,3583
DOGE_20210920,2021-09-20,True,5371,5371
DOGE_20210921_Latest3177,2021-09-21,False,3177,8591
DOGE_20210922_Latest2921,2021-09-22,False,2921,9218
DOGE_20210923,2021-09-23,True,6739,6739
DOGE_20210924_Latest5973,2021-09-24,False,5973,6473
DOGE_20210925_Latest2694,2021-09-25,False,2694,4235
DOGE_20210926_Latest1154,2021-09-26,False,1154,4322
DOGE_20210927_Latest403,2021-09-27,False,403,3208
DOGE_20210928_Latest3457,2021-09-28,False,3457,4689
DOGE_20210929_Latest712,2021-09-29,False,712,4189
DOGE_20210930_Latest117,2021-09-30,False,117,2987
DOGE_20211001_Latest1014,2021-10-01,False,1014,4652
DOGE_20211002_Latest769,2021-10-02,False,769,4524
DOGE_20211003_Latest895,2021-10-03,False,895,4106
DOGE_20211004_Latest5614,2021-10-04,False,5614,8409
DOGE_20211005_Latest6569,2021-10-05,False,6569,8910
DOGE_20211006_Latest1020,2021-10-06,False,1020,8120
DOGE_20211007_Latest1758,2021-10-07,False,1758,6584
DOGE_20211008_Latest4944,2021-10-08,False,4944,6706
DOGE_20211009_Latest2615,2021-10-09,False,2615,5537
DOGE_20211010_Latest4521,2021-10-10,False,4521,5608
DOGE_20211011,2021-10-11,True,7100,7100
DOGE_20211012_Latest5384,2021-10-12,False,5384,6977
DOGE_20211013_Latest1038,2021-10-13,False,1038,6106
DOGE_20211014_Latest840,2021-10-14,False,840,4942
DOGE_20211015_Latest3550,2021-10-15,False,3550,6295
DOGE_20211016_Latest929,2021-10-16,False,929,4262
DOGE_20211017_Latest1603,2021-10-17,False,1603,7354
DOGE_20211018_Latest390,2021-10-18,False,390,4780
DOGE_20211019_Latest309,2021-10-19,False,309,3787
DOGE_20211020_Latest4135,2021-10-20,False,4135,7936
DOGE_20211021_Latest1827,2021-10-21,False,1827,4941
DOGE_20211022_Latest877,2021-10-22,False,877,6982
DOGE_20211023_Latest1085,2021-10-23,False,1085,6383
DOGE_20211024_Latest11524,2021-10-24,False,11524,15631
DOGE_20211025_Latest1284,2021-10-25,False,1284,7554
DOGE_20211026_Latest963,2021-10-26,False,963,7666
DOGE_20211027_Latest12400,2021-10-27,False,12400,19493
DOGE_20211028_Latest14419,2021-10-28,False,14419,21597
DOGE_20211029_Latest2950,2021-10-29,False,2950,11048
DOGE_20211030_Latest96,2021-10-30,False,96,2451
DOGE_20211031_Latest1099,2021-10-31,False,1099,8749
DOGE_20211101_Latest6694,2021-11-01,False,6694,11121
DOGE_20211102_Latest3780,2021-11-02,False,3780,10222
DOGE_20211103_Latest1854,2021-11-03,False,1854,8505
DOGE_20211104_Latest53,2021-11-04,False,53,1353
DOGE_20211105_Latest1439,2021-11-05,False,1439,8465
DOGE_20211106_Latest2906,2021-11-06,False,2906,7858
DOGE_20211107_Latest938,2021-11-07,False,938,7467
DOGE_20211108_Latest1262,2021-11-08,False,1262,7424
DOGE_20211109_Latest3401,2021-11-09,False,3401,9197
DOGE_20211110_Latest1016,2021-11-10,False,1016,5977
DOGE_20211111_Latest1685,2021-11-11,False,1685,6310
DOGE_20211112_Latest330,2021-11-12,False,330,4044
DOGE_20211113_Latest1805,2021-11-13,False,1805,5696
DOGE_20211114_Latest512,2021-11-14,False,512,4076
DOGE_20211115_Latest1620,2021-11-15,False,1620,6067
DOGE_20211116_Latest318,2021-11-16,False,318,3897
DOGE_20211117_Latest1902,2021-11-17,False,1902,6002
DOGE_20211118_Latest13,2021-11-18,False,13,332
DOGE_20211119_Latest301,2021-11-19,False,301,3689
DOGE_20211120_Latest6,2021-11-20,False,6,153
DOGE_20211121_Latest420,2021-11-21,False,420,3344
DOGE_20211122_Latest8,2021-11-22,False,8,204
DOGE_20211123_Latest471,2021-11-23,False,471,5772
DOGE_20211124_Latest764,2021-11-24,False,764,6082
DOGE_20211125_Latest568,2021-11-25,False,568,6961
DOGE_20211126_Latest745,2021-11-26,False,745,4383
DOGE_20211127_Latest50,2021-11-27,False,50,1277
DOGE_20211128_Latest3308,2021-11-28,False,3308,5866
DOGE_20211129_Latest108,2021-11-29,False,108,2758
DOGE_20211130_Latest1154,2021-11-30,False,1154,5294
DOGE_20211201_Latest260,2021-12-01,False,260,3186
DOGE_20211202_Latest1752,2021-12-02,False,1752,5529
DOGE_20211203_Latest3040,2021-12-03,False,3040,5391
DOGE_20211204_Latest316,2021-12-04,False,316,3873
DOGE_20211205_Latest677,2021-12-05,False,677,3983
DOGE_20211206_Latest268,2021-12-06,False,268,3285
DOGE_20211207_Latest227,2021-12-07,False,227,2782
DOGE_20211208_Latest161,2021-12-08,False,161,1973
DOGE_20211209_Latest142,2021-12-09,False,142,3626
DOGE_20211210_Latest106,2021-12-10,False,106,2707
DOGE_20211211_Latest157,2021-12-11,False,157,1924
DOGE_20211212_Latest111,2021-12-12,False,111,2834
DOGE_20211213_Latest259,2021-12-13,False,259,3174
DOGE_20211214_Latest171,2021-12-14,False,171,4366
DOGE_20211215_Latest192,2021-12-15,False,192,2353
DOGE_20211216_Latest230,2021-12-16,False,230,2819
DOGE_20211217_Latest190,2021-12-17,False,190,2329
DOGE_20211218_Latest77,2021-12-18,False,77,1966
DOGE_20211219_Latest280,2021-12-19,False,280,2229
DOGE_20211220_Latest597,2021-12-20,False,597,3512
DOGE_20211221_Latest579,2021-12-21,False,579,3406
DOGE_20211222_Latest162,2021-12-22,False,162,1985
DOGE_20211223_Latest848,2021-12-23,False,848,3176
DOGE_20211224_Latest417,2021-12-24,False,417,3320
DOGE_20211225_Latest942,2021-12-25,False,942,3528
DOGE_20211226_Latest93,2021-12-26,False,93,2375
DOGE_20211227_Latest16,2021-12-27,False,16,409
DOGE_20211228_Latest243,2021-12-28,False,243,2978
DOGE_20211229_Latest753,2021-12-29,False,753,3454
DOGE_20211230_Latest78,2021-12-30,False,78,1992
DOGE_20211231_Latest238,2021-12-31,False,238,2917
DOGE_20220101_Latest30,2022-01-01,False,30,766
DOGE_20220102_Latest514,2022-01-02,False,514,4092
DOGE_20220103_Latest38,2022-01-03,False,38,970
DOGE_20220104_Latest881,2022-01-04,False,881,5183
DOGE_20220105_Latest532,2022-01-05,False,532,6520
DOGE_20220106_Latest17,2022-01-06,False,17,434
DOGE_20220107_Latest426,2022-01-07,False,426,3391
DOGE_20220108_Latest358,2022-01-08,False,358,2850
DOGE_20220109_Latest325,2022-01-09,False,325,2587
DOGE_20220110_Latest1578,2022-01-10,False,1578,3751
DOGE_20220111_Latest670,2022-01-11,False,670,3941
DOGE_20220112_Latest611,2022-01-12,False,611,3594
DOGE_20220113_Latest427,2022-01-13,False,427,5233
DOGE_20220114_Latest36,2022-01-14,False,36,919
DOGE_20220115_Latest105,2022-01-15,False,105,2681
DOGE_20220116_Latest1563,2022-01-16,False,1563,4227
DOGE_20220117_Latest86,2022-01-17,False,86,2196
DOGE_20220118_Latest376,2022-01-18,False,376,2993
DOGE_20220119_Latest643,2022-01-19,False,643,3783
DOGE_20220120_Latest967,2022-01-20,False,967,4436
DOGE_20220121_Latest694,2022-01-21,False,694,4083
DOGE_20220122_Latest955,2022-01-22,False,955,4381
DOGE_20220123_Latest1078,2022-01-23,False,1078,4945
DOGE_20220124_Latest68,2022-01-24,False,68,1736
DOGE_20220125_Latest4167,2022-01-25,False,4167,7389
DOGE_20220126_Latest284,2022-01-26,False,284,3481
DOGE_20220127_Latest141,2022-01-27,False,141,3600
DOGE_20220128_Latest205,2022-01-28,False,205,2512
DOGE_20220129_Latest246,2022-01-29,False,246,3015
DOGE_20220130_Latest74,2022-01-30,False,74,1890
DOGE_20220131_Latest275,2022-01-31,False,275,3370
DOGE_20220201_Latest92,2022-02-01,False,92,2349
DOGE_20220202_Latest420,2022-02-02,False,420,3344
DOGE_20220203_Latest48,2022-02-03,False,48,1226
DOGE_20220204_Latest246,2022-02-04,False,246,3015
DOGE_20220205_Latest220,2022-02-05,False,220,2696
DOGE_20220206_Latest130,2022-02-06,False,130,3319
DOGE_20220207_Latest218,2022-02-07,False,218,2672
DOGE_20220208_Latest115,2022-02-08,False,115,2936
DOGE_20220209_Latest41,2022-02-09,False,41,1047
DOGE_20220210_Latest166,2022-02-10,False,166,4239
DOGE_20220211_Latest117,2022-02-11,False,117,2987
DOGE_20220212_Latest73,2022-02-12,False,73,1864
DOGE_20220213_Latest3190,2022-02-13,False,3190,6123
DOGE_20220214_Latest43,2022-02-14,False,43,1098
DOGE_20220215_Latest1115,2022-02-15,False,1115,3015
DOGE_20220216_Latest219,2022-02-16,False,219,2684
DOGE_20220217_Latest1351,2022-02-17,False,1351,3653
DOGE_20220218_Latest586,2022-02-18,False,586,2688
DOGE_20220219_Latest503,2022-02-19,False,503,2959
DOGE_20220220_Latest390,2022-02-20,False,390,2294
DOGE_20220221_Latest69,2022-02-21,False,69,1762
DOGE_20220222_Latest364,2022-02-22,False,364,2898
DOGE_20220223_Latest246,2022-02-23,False,246,3015
DOGE_20220224_Latest1465,2022-02-24,False,1465,2812
DOGE_20220225_Latest700,2022-02-25,False,700,2622
DOGE_20220226_Latest519,2022-02-26,False,519,3053
DOGE_20220227_Latest109,2022-02-27,False,109,2783
DOGE_20220228_Latest703,2022-02-28,False,703,3225
DOGE_20220301_Latest289,2022-03-01,False,289,2301
DOGE_20220302_Latest586,2022-03-02,False,586,3447
DOGE_20220303_Latest10,2022-03-03,False,10,255
DOGE_20220304_Latest388,2022-03-04,False,388,3089
DOGE_20220305_Latest57,2022-03-05,False,57,1455
DOGE_20220306_Latest172,2022-03-06,False,172,2108
DOGE_20220307_Latest157,2022-03-07,False,157,1924
DOGE_20220308_Latest275,2022-03-08,False,275,3370
DOGE_20220309_Latest372,2022-03-09,False,372,2188
DOGE_20220310_Latest78,2022-03-10,False,78,1992
DOGE_20220311_Latest433,2022-03-11,False,433,2547
DOGE_20220313_Latest215,2022-03-13,False,215,2635
DOGE_20220314_Latest225,2022-03-14,False,225,2758
DOGE_20220315_Latest338,2022-03-15,False,338,1988
DOGE_20220316_Latest318,2022-03-16,False,318,2532
DOGE_20220317_Latest284,2022-03-17,False,284,2261
DOGE_20220318_Latest200,2022-03-18,False,200,1592
DOGE_20220319_Latest533,2022-03-19,False,533,2445
DOGE_20220320_Latest374,2022-03-20,False,374,2200
DOGE_20220321_Latest378,2022-03-21,False,378,2224
DOGE_20220322_Latest17,2022-03-22,False,17,434
DOGE_20220323_Latest58,2022-03-23,False,58,1481
DOGE_20220324_Latest1659,2022-03-24,False,1659,3513
DOGE_20220325_Latest459,2022-03-25,False,459,2106
DOGE_20220326_Latest30,2022-03-26,False,30,766
DOGE_20220327_Latest708,2022-03-27,False,708,3248
DOGE_20220328_Latest91,2022-03-28,False,91,2324
DOGE_20220329_Latest435,2022-03-29,False,435,2559
DOGE_20220330_Latest347,2022-03-30,False,347,2762
DOGE_20220331_Latest666,2022-03-31,False,666,2494
DOGE_20220401_Latest12,2022-04-01,False,12,306
DOGE_20220402_Latest69,2022-04-02,False,69,1762
DOGE_20220403_Latest1575,2022-04-03,False,1575,3744
DOGE_20220404_Latest179,2022-04-04,False,179,4571
DOGE_20220405_Latest6471,2022-04-05,False,6471,10751
DOGE_20220406_Latest396,2022-04-06,False,396,3153
DOGE_20220407_Latest447,2022-04-07,False,447,3559
DOGE_20220408_Latest229,2022-04-08,False,229,2807
DOGE_20220409_Latest514,2022-04-09,False,514,3024
DOGE_20220410_Latest975,2022-04-10,False,975,4473
DOGE_20220411_Latest799,2022-04-11,False,799,3665
DOGE_20220412_Latest647,2022-04-12,False,647,3806
DOGE_20220413_Latest810,2022-04-13,False,810,3716
DOGE_20220414_Latest1321,2022-04-14,False,1321,6060
DOGE_20220415_Latest7,2022-04-15,False,7,179
DOGE_20220416_Latest855,2022-04-16,False,855,3202
DOGE_20220417_Latest1927,2022-04-17,False,1927,3417
DOGE_20220418_Latest3031,2022-04-18,False,3031,3760
DOGE_20220419_Latest1635,2022-04-19,False,1635,3462
DOGE_20220420_Latest2271,2022-04-20,False,2271,4027
DOGE_20220421_Latest539,2022-04-21,False,539,3171
DOGE_20220422,2022-04-22,True,3623,3623
DOGE_20220423_Latest1285,2022-04-23,False,1285,3055
DOGE_20220424_Latest1979,2022-04-24,False,1979,3288
DOGE_20220425_Latest10324,2022-04-25,False,10324,15464
DOGE_20220426,2022-04-26,True,9675,9675
DOGE_20220427_Latest1665,2022-04-27,False,1665,3958
DOGE_20220428_Latest2990,2022-04-28,False,2990,4479
DOGE_20220429_Latest3157,2022-04-29,False,3157,4729
DOGE_20220430_Latest772,2022-04-30,False,772,2891
DOGE_20220501_Latest778,2022-05-01,False,778,2914
DOGE_20220502_Latest386,2022-05-02,False,386,3073
DOGE_20220503_Latest489,2022-05-03,False,489,3893
DOGE_20220504_Latest2688,2022-05-04,False,2688,4767
DOGE_20220505_Latest387,2022-05-05,False,387,3081
DOGE_20220506_Latest1221,2022-05-06,False,1221,3853
DOGE_20220507_Latest1689,2022-05-07,False,1689,4015
DOGE_20220508_Latest1066,2022-05-08,False,1066,2883
DOGE_20220509_Latest2024,2022-05-09,False,2024,4811
DOGE_20220510_Latest1853,2022-05-10,False,1853,3557
DOGE_20220511_Latest1127,2022-05-11,False,1127,5170
DOGE_20220512_Latest4021,2022-05-12,False,4021,5738
DOGE_20220513,2022-05-13,True,5192,5192
DOGE_20220514,2022-05-14,True,4296,4296
DOGE_20220515_Latest2430,2022-05-15,False,2430,3468
DOGE_20240201_Latest8,2024-02-01,False,8,204
DOGE_20240202_Latest2356,2024-02-02,False,2356,13860
DOGE_20240203_Latest1894,2024-02-03,False,1894,3359
DOGE_20240204_Latest4,2024-02-04,False,4,102
DOGE_20240205_Latest230,2024-02-05,False,230,2819
DOGE_20240206_Latest6,2024-02-06,False,6,153
DOGE_20240207_Latest51,2024-02-07,False,51,1302
DOGE_20240208_Latest56,2024-02-08,False,56,1430
DOGE_20240209_Latest9,2024-02-09,False,9,230
DOGE_20240210_Latest120,2024-02-10,False,120,1471
DOGE_20240211_Latest9,2024-02-11,False,9,230
DOGE_20240212_Latest11,2024-02-12,False,11,281
DOGE_20240214_Latest21,2024-02-14,False,21,536
DOGE_20240215_Latest11,2024-02-15,False,11,281
DOGE_20240216_Latest12,2024-02-16,False,12,306
DOGE_20240217_Latest7,2024-02-17,False,7,179
DOGE_20240218_Latest100,2024-02-18,False,100,1226
DOGE_20240219_Latest649,2024-02-19,False,649,2431
DOGE_20240220_Latest1534,2024-02-20,False,1534,1812
DOGE_20240221_Latest79,2024-02-21,False,79,968
DOGE_20240222_Latest12,2024-02-22,False,12,306
DOGE_20240223_Latest28,2024-02-23,False,28,715
DOGE_20240224_Latest164,2024-02-24,False,164,965
DOGE_20240225_Latest801,2024-02-25,False,801,1259
DOGE_20240226_Latest781,2024-02-26,False,781,1857
DOGE_20240227,2024-02-27,True,2455,2455
DOGE_20240228_Latest2592,2024-02-28,False,2592,4306
DOGE_20240229,2024-02-29,True,3398,3398
DOGE_20240301,2024-03-01,True,2819,2819
DOGE_20240302_Latest2231,2024-03-02,False,2231,2318
DOGE_20240303,2024-03-03,True,2346,2346
DOGE_20240304_Latest694,2024-03-04,False,694,3184
DOGE_20240305_Latest1185,2024-03-05,False,1185,2817
DOGE_20240306_Latest17,2024-03-06,False,17,434
DOGE_20240307_Latest1,2024-03-07,False,1,26
DOGE_20240308_Latest83,2024-03-08,False,83,2119
DOGE_20240309_Latest124,2024-03-09,False,124,3166
DOGE_20240310_Latest267,2024-03-10,False,267,3272
DOGE_20240311_Latest88,2024-03-11,False,88,2247
DOGE_20240312_Latest119,2024-03-12,False,119,3039
DOGE_20240313_Latest1427,2024-03-13,False,1427,4503
DOGE_20240314_Latest1056,2024-03-14,False,1056,4844
DOGE_20240315_Latest18,2024-03-15,False,18,460
DOGE_20240316_Latest903,2024-03-16,False,903,2850
DOGE_20240317_Latest672,2024-03-17,False,672,3083
DOGE_20240318_Latest249,2024-03-18,False,249,1982
DOGE_20240319_Latest1036,2024-03-19,False,1036,2802
DOGE_20240320_Latest29,2024-03-20,False,29,740
DOGE_20240321_Latest18,2024-03-21,False,18,460
DOGE_20240322_Latest107,2024-03-22,False,107,1311
DOGE_20240323_Latest2884,2024-03-23,False,2884,4116
DOGE_20240324_Latest2481,2024-03-24,False,2481,3900
DOGE_20240325_Latest713,2024-03-25,False,713,3271
DOGE_20240326_Latest588,2024-03-26,False,588,2697
DOGE_20240327_Latest77,2024-03-27,False,77,1966
DOGE_20240328,2024-03-28,True,7827,7827
DOGE_20240329_Latest2400,2024-03-29,False,2400,3773
DOGE_20240330,2024-03-30,True,3288,3288
DOGE_20240331_Latest846,2024-03-31,False,846,3881
DOGE_20240401_Latest154,2024-04-01,False,154,1887
DOGE_20240402_Latest80,2024-04-02,False,80,2043
DOGE_20240403_Latest308,2024-04-03,False,308,2452
DOGE_20240404_Latest105,2024-04-04,False,105,2681
DOGE_20240405_Latest5,2024-04-05,False,5,128
DOGE_20240406_Latest22,2024-04-06,False,22,562
DOGE_20240407_Latest31,2024-04-07,False,31,792
DOGE_20240408_Latest30,2024-04-08,False,30,766
DOGE_20240409_Latest84,2024-04-09,False,84,2145
DOGE_20240410_Latest75,2024-04-10,False,75,1915
DOGE_20240411_Latest45,2024-04-11,False,45,1149
DOGE_20240412_Latest51,2024-04-12,False,51,1302
DOGE_20240413_Latest36,2024-04-13,False,36,919
DOGE_20240414_Latest39,2024-04-14,False,39,996
DOGE_20240416_Latest2151,2024-04-16,False,2151,2788
DOGE_20240417_Latest418,2024-04-17,False,418,2459
DOGE_20240418_Latest1227,2024-04-18,False,1227,2355
DOGE_20240419_Latest78,2024-04-19,False,78,1992
DOGE_20240420_Latest1564,2024-04-20,False,1564,3002
DOGE_20240421_Latest9,2024-04-21,False,9,230
DOGE_20240422_Latest1839,2024-04-22,False,1839,2281
DOGE_20240423_Latest119,2024-04-23,False,119,1458
DOGE_20240424_Latest589,2024-04-24,False,589,2702
DOGE_20240425,2024-04-25,True,2626,2626
DOGE_20240426_Latest153,2024-04-26,False,153,1875
DOGE_20240427_Latest111,2024-04-27,False,111,1360
DOGE_20240428_Latest1370,2024-04-28,False,1370,2276
DOGE_20240429_Latest14,2024-04-29,False,14,357
DOGE_20240430_Latest940,2024-04-30,False,940,2234
DOGE_20240501_Latest38,2024-05-01,False,38,970
DOGE_20240502_Latest531,2024-05-02,False,531,2436
DOGE_20240503_Latest213,2024-05-03,False,213,2610
DOGE_20240504_Latest386,2024-05-04,False,386,3073
DOGE_20240505_Latest112,2024-05-05,False,112,1373
DOGE_20240506_Latest590,2024-05-06,False,590,2210
DOGE_20240507_Latest490,2024-05-07,False,490,2248
DOGE_20240508_Latest497,2024-05-08,False,497,2280
DOGE_20240509_Latest110,2024-05-09,False,110,2809
DOGE_20240510_Latest7,2024-05-10,False,7,179
DOGE_20240511_Latest36,2024-05-11,False,36,919
DOGE_20240512_Latest123,2024-05-12,False,123,1507
DOGE_20240513_Latest646,2024-05-13,False,646,2963
DOGE_20240514_Latest3480,2024-05-14,False,3480,3616
DOGE_20240515_Latest441,2024-05-15,False,441,2594
DOGE_20240516_Latest3,2024-05-16,False,3,77
DOGE_20240517_Latest199,2024-05-17,False,199,1584
DOGE_20240518_Latest566,2024-05-18,False,566,1786
DOGE_20240519_Latest149,2024-05-19,False,149,1186
DOGE_20240520_Latest15,2024-05-20,False,15,383
DOGE_20240522_Latest31,2024-05-22,False,31,792
DOGE_20240524_Latest41,2024-05-24,False,41,1047
DOGE_20240525_Latest22,2024-05-25,False,22,562
DOGE_20240526_Latest21,2024-05-26,False,21,536
DOGE_20240527_Latest117,2024-05-27,False,117,1434
DOGE_20240528_Latest30,2024-05-28,False,30,766
DOGE_20240529_Latest168,2024-05-29,False,168,2059
DOGE_20240530_Latest202,2024-05-30,False,202,1608
DOGE_20240531_Latest133,2024-05-31,False,133,1630
DOGE_20240601_Latest1221,2024-06-01,False,1221,2585
DOGE_20240603_Latest234,2024-06-03,False,234,1863
DOGE_20240604_Latest3,2024-06-04,False,3,77
DOGE_20240605_Latest199,2024-06-05,False,199,1584
DOGE_20240606_Latest1,2024-06-06,False,1,26
DOGE_20240607_Latest76,2024-06-07,False,76,1941
DOGE_20240608_Latest338,2024-06-08,False,338,1988
DOGE_20240609_Latest270,2024-06-09,False,270,1588
DOGE_20240610_Latest907,2024-06-10,False,907,2862
DOGE_20240611_Latest1730,2024-06-11,False,1730,2874
DOGE_20240612,2024-06-12,True,2921,2921
DOGE_20240613_Latest125,2024-06-13,False,125,1532
DOGE_20240614_Latest519,2024-06-14,False,519,2381
DOGE_20240615_Latest845,2024-06-15,False,845,2009
DOGE_20240616_Latest161,2024-06-16,False,161,1282
DOGE_20240618_Latest59,2024-06-18,False,59,1506
DOGE_20240619_Latest2,2024-06-19,False,2,51
DOGE_20240620_Latest333,2024-06-20,False,333,1528
DOGE_20240621_Latest34,2024-06-21,False,34,868
DOGE_20240623_Latest197,2024-06-23,False,197,2414
DOGE_20240624_Latest1073,2024-06-24,False,1073,2272
DOGE_20240625_Latest172,2024-06-25,False,172,1369
DOGE_20240626_Latest12,2024-06-26,False,12,306
DOGE_20240627,2024-06-27,True,2263,2263
DOGE_20240628_Latest1280,2024-06-28,False,1280,2127
DOGE_20240629_Latest1268,2024-06-29,False,1268,1899
DOGE_20240630_Latest1287,2024-06-30,False,1287,1837
DOGE_20240701_Latest94,2024-07-01,False,94,1152
DOGE_20240702_Latest760,2024-07-02,False,760,1807
DOGE_20240703_Latest168,2024-07-03,False,168,2059
DOGE_20240704_Latest290,2024-07-04,False,290,1706
DOGE_20240705_Latest247,2024-07-05,False,247,1453
DOGE_20240706_Latest206,2024-07-06,False,206,1640
DOGE_20240707_Latest45,2024-07-07,False,45,1149
DOGE_20240708_Latest290,2024-07-08,False,290,1706
DOGE_20240709_Latest4,2024-07-09,False,4,102
DOGE_20240710_Latest149,2024-07-10,False,149,1826
DOGE_20240711_Latest433,2024-07-11,False,433,1986
DOGE_20240712_Latest100,2024-07-12,False,100,1226
