date,total_tweets,positive,neutral,negative
20220501,632,249,278,105
20220502,314,120,143,51
20220503,400,173,165,62
20220504,2006,835,928,243
20220505,293,117,146,30
20220506,945,453,411,81
20220507,1348,591,627,130
20220508,877,334,416,127
20220509,1669,675,704,290
20220510,1525,617,677,231
20220511,967,343,434,190
20220512,3349,1403,1384,562
20220513,4212,1800,1786,626
20220514,3480,1407,1603,470
20220515,1890,800,841,249
