run,train_acc,test_acc
0,0.283373,0.2376736939107098
1,0.282562,0.2378272801493828
2,0.282931,0.23689262705219508
3,0.282504,0.23798591856695955
4,0.282839,0.23743523106645434
5,0.282785,0.23786365583748958
6,0.282127,0.23683301134113122
7,0.2835,0.23786668714483183
8,0.282741,0.23640155526275372
9,0.282498,0.23692192968983664
