coin,date,label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14
DOGE,2015-11-11,4,1.4266607054000006e-06,0.011841919771988441,-1.2790711830899988e-05,-0.09597868588294442,8.578254044999797e-07,0.0064786355399990125,-8.428154208499995e-06,-0.059843537037531765,2.892857242700001e-06,0.02097129826599939,5.924650513504085e-07,5.825777579750266e-07,9.887293375381886e-09,1.6189619119500066e-08,50.65239644524924
DOGE,2015-11-12,3,8.592296532000006e-06,0.07048521091755419,1.4266607054000006e-06,0.011841919771988441,-1.2790711830899988e-05,-0.09597868588294442,8.578254044999797e-07,0.0064786355399990125,-8.428154208499995e-06,-0.059843537037531765,5.927989139230235e-07,5.834708987229806e-07,9.328015200042862e-09,1.4817298335608627e-08,49.24246399105591
DOGE,2015-11-13,1,2.270928890299982e-06,0.017402498721343012,8.592296532000006e-06,0.07048521091755419,1.4266607054000006e-06,0.011841919771988441,-1.2790711830899988e-05,-0.09597868588294442,8.578254044999797e-07,0.0064786355399990125,5.946734341887778e-07,5.850644096064952e-07,9.609024582282633e-09,1.3775643584943428e-08,46.794702148362845
DOGE,2015-11-14,1,-2.8465896569999916e-06,-0.021440758359381057,2.270928890299982e-06,0.017402498721343012,8.592296532000006e-06,0.07048521091755419,1.4266607054000006e-06,0.011841919771988441,-1.2790711830899988e-05,-0.09597868588294442,5.942639820054157e-07,5.855790455613417e-07,8.68493644407397e-09,1.2757502156769537e-08,50.908396698788074
DOGE,2015-11-22,3,-4.336042039899984e-06,-0.03310571197217996,2.9893191798999934e-06,0.02335655092523669,-2.5992512785999987e-06,-0.019904581344873124,-3.825992383799998e-06,-0.028464754529276916,2.104568472399991e-06,0.015906705064332054,5.917643036165033e-07,5.882869822691936e-07,3.477321347309712e-09,6.717156099901286e-09,44.85332584552031
DOGE,2015-11-23,2,2.3724125156999814e-06,0.018733574850507424,-4.336042039899984e-06,-0.03310571197217996,2.9893191798999934e-06,0.02335655092523669,-2.5992512785999987e-06,-0.019904581344873124,-3.825992383799998e-06,-0.028464754529276916,5.911667474703962e-07,5.882568494097575e-07,2.909898060638683e-09,5.955704492048766e-09,46.304462135584934
DOGE,2015-11-24,3,-7.561962414999966e-07,-0.005861440330830415,2.3724125156999814e-06,0.018733574850507424,-4.336042039899984e-06,-0.03310571197217996,2.9893191798999934e-06,0.02335655092523669,-2.5992512785999987e-06,-0.019904581344873124,5.901309961702213e-07,5.879737023437947e-07,2.1572938264265827e-09,5.1960223589243296e-09,58.54544699291341
DOGE,2015-11-25,2,5.730193215399993e-06,0.044677841263437185,-7.561962414999966e-07,-0.005861440330830415,2.3724125156999814e-06,0.018733574850507424,-4.336042039899984e-06,-0.03310571197217996,2.9893191798999934e-06,0.02335655092523669,5.932717090307733e-07,5.896456969674994e-07,3.6260120632738635e-09,4.8820202997942365e-09,62.125857326596424
DOGE,2015-11-26,2,-3.281699481999772e-07,-0.002449285098311042,5.730193215399993e-06,0.044677841263437185,-7.561962414999966e-07,-0.005861440330830415,2.3724125156999814e-06,0.018733574850507424,-4.336042039899984e-06,-0.03310571197217996,5.956991737108067e-07,5.910830697440543e-07,4.6161039667523685e-09,4.828837033185863e-09,53.80559737209675
DOGE,2015-11-27,1,2.0768020719997985e-07,0.0015538198166495346,-3.281699481999772e-07,-0.002449285098311042,5.730193215399993e-06,0.044677841263437185,-7.561962414999966e-07,-0.005861440330830415,2.3724125156999814e-06,0.018733574850507424,5.978987752578897e-07,5.924840707827796e-07,5.414704475110055e-09,4.946010521570702e-09,51.39264785399882
DOGE,2015-11-28,3,-2.157065707399997e-06,-0.016113676127986337,2.0768020719997985e-07,0.0015538198166495346,-3.281699481999772e-07,-0.002449285098311042,5.730193215399993e-06,0.044677841263437185,-7.561962414999966e-07,-0.005861440330830415,5.982477785069604e-07,5.930531986045626e-07,5.1945799023977696e-09,4.995724397736115e-09,52.30572160403968
DOGE,2015-11-29,1,1.4331337635000167e-06,0.010881106468236245,-2.157065707399997e-06,-0.016113676127986337,2.0768020719997985e-07,0.0015538198166495346,-3.281699481999772e-07,-0.002449285098311042,5.730193215399993e-06,0.044677841263437185,5.995477788331939e-07,5.94063908384038e-07,5.4838704491559786e-09,5.093353608020088e-09,60.81593114216155
DOGE,2015-11-30,1,-3.6854758134999993e-06,-0.02768087523359167,1.4331337635000167e-06,0.010881106468236245,-2.157065707399997e-06,-0.016113676127986337,2.0768020719997985e-07,0.0015538198166495346,-3.281699481999772e-07,-0.002449285098311042,5.980640982523075e-07,5.93755756285771e-07,4.3083419665365715e-09,4.936351279723385e-09,48.42056525959837
DOGE,2015-12-01,3,-2.3480803820000184e-06,-0.01813804121477864,-3.6854758134999993e-06,-0.02768087523359167,1.4331337635000167e-06,0.010881106468236245,-2.157065707399997e-06,-0.016113676127986337,2.0768020719997985e-07,0.0015538198166495346,5.951625684629746e-07,5.926778598662061e-07,2.4847085967685777e-09,4.446022743132424e-09,42.54598141414409
DOGE,2015-12-02,1,1.906309331400018e-06,0.014997551572195941,-2.3480803820000184e-06,-0.01813804121477864,-3.6854758134999993e-06,-0.02768087523359167,1.4331337635000167e-06,0.010881106468236245,-2.157065707399997e-06,-0.016113676127986337,5.940438346688882e-07,5.923232627502955e-07,1.720571918592724e-09,3.900932578224484e-09,42.21748311298341
DOGE,2015-12-04,3,2.0716602510999964e-06,0.01630905531828984,-1.9891925023e-06,-0.015418382279625635,1.906309331400018e-06,0.014997551572195941,-2.3480803820000184e-06,-0.01813804121477864,-3.6854758134999993e-06,-0.02768087523359167,5.911740690609169e-07,5.910970625341942e-07,7.700652672270336e-11,2.572670413944819e-09,51.718436751323416
DOGE,2015-12-05,1,2.5174664026000025e-06,0.019500608376057663,2.0716602510999964e-06,0.01630905531828984,-1.9891925023e-06,-0.015418382279625635,1.906309331400018e-06,0.014997551572195941,-2.3480803820000184e-06,-0.01813804121477864,5.924916189030225e-07,5.917371425712616e-07,7.544763317608761e-10,2.20903159750803e-09,51.002907567937896
DOGE,2015-12-06,2,-3.4142172298000167e-06,-0.025941085058605307,2.5174664026000025e-06,0.019500608376057663,2.0716602510999964e-06,0.01630905531828984,-1.9891925023e-06,-0.015418382279625635,1.906309331400018e-06,0.014997551572195941,5.912129521261349e-07,5.911773753328905e-07,3.557679324432847e-11,1.7743406366552899e-09,52.52360362736378
DOGE,2015-12-07,4,-5.287496039998226e-08,-0.0004124409871484347,-3.4142172298000167e-06,-0.025941085058605307,2.5174664026000025e-06,0.019500608376057663,2.0716602510999964e-06,0.01630905531828984,-1.9891925023e-06,-0.015418382279625635,5.900939356390211e-07,5.90641224934891e-07,-5.472892958698271e-10,1.3100146501502666e-09,48.48793935987488
DOGE,2015-12-08,3,1.688954750699999e-05,0.131798034813793,-5.287496039998226e-08,-0.0004124409871484347,-3.4142172298000167e-06,-0.025941085058605307,2.5174664026000025e-06,0.019500608376057663,2.0716602510999964e-06,0.01630905531828984,6.009873921677967e-07,5.958456825749778e-07,5.1417095928189414e-09,2.0763536386840014e-09,68.75756065844733
DOGE,2015-12-09,1,4.144023800999996e-06,0.02857223581887596,1.688954750699999e-05,0.131798034813793,-5.287496039998226e-08,-0.0004124409871484347,-3.4142172298000167e-06,-0.025941085058605307,2.5174664026000025e-06,0.019500608376057663,6.131100754985631e-07,6.02063397481852e-07,1.1046678016711116e-08,3.870418514289425e-09,67.60897057634685
DOGE,2015-12-10,4,-4.787585843699988e-06,-0.03209251565173219,4.144023800999996e-06,0.02857223581887596,1.688954750699999e-05,0.131798034813793,-5.287496039998226e-08,-0.0004124409871484347,-3.4142172298000167e-06,-0.025941085058605307,6.200114220985796e-07,6.062045405127274e-07,1.3806881585852195e-08,5.857711128601979e-09,61.275584069649135
DOGE,2015-12-11,1,1.318866492149999e-05,0.09133856283941912,-4.787585843699988e-06,-0.03209251565173219,4.144023800999996e-06,0.02857223581887596,1.688954750699999e-05,0.131798034813793,-5.287496039998226e-08,-0.0004124409871484347,6.350968580184508e-07,6.144906305175433e-07,2.060622750090754e-08,8.807414403063092e-09,69.57266379682218
DOGE,2015-12-12,1,-2.8087105293999963e-06,-0.017823821344849087,1.318866492149999e-05,0.09133856283941912,-4.787585843699988e-06,-0.03209251565173219,4.144023800999996e-06,0.02857223581887596,1.688954750699999e-05,0.131798034813793,6.45892427863712e-07,6.212148847023659e-07,2.4677543161346026e-08,1.198144015471968e-08,68.83231550839024
DOGE,2015-12-13,2,-1.9732846276999927e-06,-0.012749529965157217,-2.8087105293999963e-06,-0.017823821344849087,1.318866492149999e-05,0.09133856283941912,-4.787585843699988e-06,-0.03209251565173219,4.144023800999996e-06,0.02857223581887596,6.536437813804564e-07,6.267749840371945e-07,2.6868797343261907e-08,1.4958911592428128e-08,65.91063047809985
DOGE,2015-12-14,3,-1.1679617008000201e-06,-0.007643736265317574,-1.9732846276999927e-06,-0.012749529965157217,-2.8087105293999963e-06,-0.017823821344849087,1.318866492149999e-05,0.09133856283941912,-4.787585843699988e-06,-0.03209251565173219,6.593838263812041e-07,6.315289906926108e-07,2.7854835688593255e-08,1.7538096411661154e-08,68.71069997625712
DOGE,2015-12-15,3,9.042246030199996e-06,0.05963288166329004,-1.1679617008000201e-06,-0.007643736265317574,-1.9732846276999927e-06,-0.012749529965157217,-2.8087105293999963e-06,-0.017823821344849087,1.318866492149999e-05,0.09133856283941912,6.705798002314938e-07,6.389829659307942e-07,3.159683430069955e-08,2.0349843989468836e-08,75.44669034756264
DOGE,2015-12-16,1,1.0277475479000082e-06,0.006396471948402692,9.042246030199996e-06,0.05963288166329004,-1.1679617008000201e-06,-0.007643736265317574,-1.9732846276999927e-06,-0.012749529965157217,-2.8087105293999963e-06,-0.017823821344849087,6.807738128603578e-07,6.462317004780769e-07,3.4542112382280926e-08,2.3188297668031256e-08,75.11520300874841
DOGE,2015-12-17,3,-3.620101026499987e-06,-0.02238750188045104,1.0277475479000082e-06,0.006396471948402692,9.042246030199996e-06,0.05963288166329004,-1.1679617008000201e-06,-0.007643736265317574,-1.9732846276999927e-06,-0.012749529965157217,6.868616656019333e-07,6.517215638264117e-07,3.5140101775521534e-08,2.5578658489529312e-08,73.27869871785333
DOGE,2015-12-18,3,2.4583458563000023e-06,0.015551102428698674,-3.620101026499987e-06,-0.02238750188045104,1.0277475479000082e-06,0.006396471948402692,9.042246030199996e-06,0.05963288166329004,-1.1679617008000201e-06,-0.007643736265317574,6.937363343270624e-07,6.576345600107719e-07,3.610177431629051e-08,2.7683281654881555e-08,73.43270549575658
DOGE,2015-12-19,0,1.004741428599999e-06,0.0062585067883414005,2.4583458563000023e-06,0.015551102428698674,-3.620101026499987e-06,-0.02238750188045104,1.0277475479000082e-06,0.006396471948402692,9.042246030199996e-06,0.05963288166329004,7.00257729701028e-07,6.634486966216658e-07,3.6809033079362285e-08,2.9508431939777705e-08,72.81988180862777
DOGE,2015-12-24,2,3.5724659411000195e-06,0.023474177712374922,4.209755903200005e-06,0.02844866050053207,-1.8401128219000117e-06,-0.012282369691602025,-2.0499256258000003e-06,-0.013498133819976074,-9.677524956000011e-06,-0.059906114572006904,6.95692222489351e-07,6.723157744550565e-07,2.3376448034294426e-08,2.72166329215336e-08,59.85950123363746
DOGE,2015-12-27,0,5.311804450899995e-06,0.0362118006751785,-7.979118880999987e-06,-0.05158927614938295,-1.0932889222000188e-06,-0.0070190825293323135,3.5724659411000195e-06,0.023474177712374922,4.209755903200005e-06,0.02844866050053207,6.926717162420257e-07,6.756149553407427e-07,1.7056760901283046e-08,2.315775739564983e-08,49.25915763069517
DOGE,2015-12-28,4,-1.3756890272899992e-05,-0.09050650241635894,5.311804450899995e-06,0.0362118006751785,-7.979118880999987e-06,-0.05158927614938295,-1.0932889222000188e-06,-0.0070190825293323135,3.5724659411000195e-06,0.023474177712374922,6.830205852714827e-07,6.722315782735392e-07,1.0789006997943514e-08,2.068400731610857e-08,39.95420341561728
DOGE,2015-12-29,0,2.3633232278199993e-05,0.17095548279333633,-1.3756890272899992e-05,-0.09050650241635894,5.311804450899995e-06,0.0362118006751785,-7.979118880999987e-06,-0.05158927614938295,-1.0932889222000188e-06,-0.0070190825293323135,6.914221803368283e-07,6.770759764159607e-07,1.4346203920867655e-08,1.9416446637060388e-08,50.73929345305909
DOGE,2015-12-30,3,-1.2092834520100002e-05,-0.0747046500929865,2.3633232278199993e-05,0.17095548279333633,-1.3756890272899992e-05,-0.09050650241635894,5.311804450899995e-06,0.0362118006751785,-7.979118880999987e-06,-0.05158927614938295,6.900536127373084e-07,6.774797182325524e-07,1.2573894504756095e-08,1.804793621059953e-08,43.54310253723573
DOGE,2015-12-31,0,2.3198564475999895e-06,0.01548817538875067,-1.2092834520100002e-05,-0.0747046500929865,2.3633232278199993e-05,0.17095548279333633,-1.3756890272899992e-05,-0.09050650241635894,5.311804450899995e-06,0.0362118006751785,6.905219155375833e-07,6.786365969515555e-07,1.1885318586027837e-08,1.681541268568519e-08,46.714560232855284
DOGE,2016-01-01,4,-1.6494358024299994e-05,-0.10844254283380658,2.3198564475999895e-06,0.01548817538875067,-1.2092834520100002e-05,-0.0747046500929865,2.3633232278199993e-05,0.17095548279333633,-1.3756890272899992e-05,-0.09050650241635894,6.793549003518166e-07,6.741402799055217e-07,5.214620446294945e-09,1.449525423780714e-08,38.13158401629744
DOGE,2016-01-02,1,2.1220897491700007e-05,0.1564871518396076,-1.6494358024299994e-05,-0.10844254283380658,2.3198564475999895e-06,0.01548817538875067,-1.2092834520100002e-05,-0.0747046500929865,2.3633232278199993e-05,0.17095548279333633,6.847826712313985e-07,6.771399192509718e-07,7.642751980426668e-09,1.3124753786331047e-08,48.117379759913725
DOGE,2016-01-03,1,-6.360763469000002e-06,-0.04055863894631468,2.1220897491700007e-05,0.1564871518396076,-1.6494358024299994e-05,-0.10844254283380658,2.3198564475999895e-06,0.01548817538875067,-1.2092834520100002e-05,-0.0747046500929865,6.849162251116905e-07,6.777703527474403e-07,7.145872364250176e-09,1.1928977501914873e-08,49.42622031251434
DOGE,2016-01-04,3,-1.720963676500012e-06,-0.011437402204718098,-6.360763469000002e-06,-0.04055863894631468,2.1220897491700007e-05,0.1564871518396076,-1.6494358024299994e-05,-0.10844254283380658,2.3198564475999895e-06,0.01548817538875067,6.83822760911155e-07,6.777731938630528e-07,6.0495670481022025e-09,1.075309541115234e-08,49.559925063154566
DOGE,2016-01-05,3,7.533448364400021e-06,0.05064602098773013,-1.720963676500012e-06,-0.011437402204718098,-6.360763469000002e-06,-0.04055863894631468,2.1220897491700007e-05,0.1564871518396076,-1.6494358024299994e-05,-0.10844254283380658,6.881788010555206e-07,6.80318662602792e-07,7.860138452728618e-09,1.0174504019467596e-08,53.261297750161326
DOGE,2016-01-06,1,5.931887364299995e-06,0.037956660084819564,7.533448364400021e-06,0.05064602098773013,-1.720963676500012e-06,-0.011437402204718098,-6.360763469000002e-06,-0.04055863894631468,2.1220897491700007e-05,0.1564871518396076,6.960231954657004e-07,6.846778257227102e-07,1.1345369742990132e-08,1.0408677164172103e-08,53.88514723367443
DOGE,2016-01-07,3,-7.088894645799999e-06,-0.04370130406682421,5.931887364299995e-06,0.037956660084819564,7.533448364400021e-06,0.05064602098773013,-1.720963676500012e-06,-0.011437402204718098,-6.360763469000002e-06,-0.04055863894631468,6.976911326186255e-07,6.863213043328586e-07,1.1369828285766827e-08,1.060090738849105e-08,49.76007451871418
DOGE,2016-01-08,4,5.927807526999993e-06,0.0382134637683152,-7.088894645799999e-06,-0.04370130406682421,5.931887364299995e-06,0.037956660084819564,7.533448364400021e-06,0.05064602098773013,-1.720963676500012e-06,-0.011437402204718098,7.032581181981132e-07,6.898439142997059e-07,1.3414203898407307e-08,1.1163566690474301e-08,52.324008979186154
DOGE,2016-01-09,1,2.4047734765399994e-05,0.14931719669088728,5.927807526999993e-06,0.0382134637683152,-7.088894645799999e-06,-0.04370130406682421,5.931887364299995e-06,0.037956660084819564,7.533448364400021e-06,0.05064602098773013,7.248271656120742e-07,7.012226559359395e-07,2.360450967613465e-08,1.3651755287606371e-08,62.516821003118466
DOGE,2016-01-10,3,-3.945170091099995e-06,-0.021313829224805375,2.4047734765399994e-05,0.14931719669088728,5.927807526999993e-06,0.0382134637683152,-7.088894645799999e-06,-0.04370130406682421,5.931887364299995e-06,0.037956660084819564,7.403121600565748e-07,7.104268762000424e-07,2.988528385653242e-08,1.689846100139158e-08,59.585743741019606
DOGE,2016-01-11,3,2.552466961299989e-06,0.014090046534874726,-3.945170091099995e-06,-0.021313829224805375,2.4047734765399994e-05,0.14931719669088728,5.927807526999993e-06,0.0382134637683152,-7.088894645799999e-06,-0.04370130406682421,7.5520423941627e-07,7.198108613626017e-07,3.539337805366835e-08,2.0597444411846935e-08,66.13695070208348
DOGE,2016-01-12,1,6.3037658778000195e-06,0.034314356037018975,2.552466961299989e-06,0.014090046534874726,-3.945170091099995e-06,-0.021313829224805375,2.4047734765399994e-05,0.14931719669088728,5.927807526999993e-06,0.0382134637683152,7.722244471475562e-07,7.30627507903863e-07,4.159693924369314e-08,2.479734337821618e-08,61.38687347096141
DOGE,2016-01-13,1,-3.1122250295000185e-06,-0.016379257724949494,6.3037658778000195e-06,0.034314356037018975,2.552466961299989e-06,0.014090046534874726,-3.945170091099995e-06,-0.021313829224805375,2.4047734765399994e-05,0.14931719669088728,7.844443545708548e-07,7.395924217923915e-07,4.48519327784633e-08,2.8808261258265606e-08,66.19911495861413
DOGE,2016-01-14,0,-4.488324752399995e-06,-0.024014846758296418,-3.1122250295000185e-06,-0.016379257724949494,6.3037658778000195e-06,0.034314356037018975,2.552466961299989e-06,0.014090046534874726,-3.945170091099995e-06,-0.021313829224805375,7.91637762915435e-07,7.463782800900386e-07,4.525948282539644e-08,3.209850557169178e-08,62.98194299074424
DOGE,2016-01-15,3,-3.3546298420299994e-05,-0.1839064418087525,-4.488324752399995e-06,-0.024014846758296418,-3.1122250295000185e-06,-0.016379257724949494,6.3037658778000195e-06,0.034314356037018975,2.552466961299989e-06,0.014090046534874726,7.742070604513985e-07,7.413382739277542e-07,3.286878652364434e-08,3.225256176208229e-08,54.954142629078284
DOGE,2016-01-16,1,7.199717797600001e-06,0.048364628924044535,-3.3546298420299994e-05,-0.1839064418087525,-4.488324752399995e-06,-0.024014846758296418,-3.1122250295000185e-06,-0.016379257724949494,6.3037658778000195e-06,0.034314356037018975,7.645053237784499e-07,7.39101792309197e-07,2.540353146925297e-08,3.088275570351643e-08,49.68027103207713
DOGE,2016-01-17,1,-3.4357928186999967e-06,-0.02201542094920475,7.199717797600001e-06,0.048364628924044535,-3.3546298420299994e-05,-0.1839064418087525,-4.488324752399995e-06,-0.024014846758296418,-3.1122250295000185e-06,-0.016379257724949494,7.538875198969508e-07,7.358712594380495e-07,1.801626045890126e-08,2.8309456654593393e-08,50.92402469251759
DOGE,2016-01-18,2,-3.187679500500011e-06,-0.020885393826295045,-3.4357928186999967e-06,-0.02201542094920475,7.199717797600001e-06,0.048364628924044535,-3.3546298420299994e-05,-0.1839064418087525,-4.488324752399995e-06,-0.024014846758296418,7.426685205867928e-07,7.318040568412254e-07,1.0864463745567422e-08,2.4820458072788202e-08,50.29266115561211
DOGE,2016-01-19,4,-1.4934677999999977e-06,-0.009993793087238018,-3.187679500500011e-06,-0.020885393826295045,-3.4357928186999967e-06,-0.02201542094920475,7.199717797600001e-06,0.048364628924044535,-3.3546298420299994e-05,-0.1839064418087525,7.321285344690413e-07,7.275340238027204e-07,4.5945106663209215e-09,2.077526859149475e-08,46.28791145613501
DOGE,2016-01-20,1,1.7185593839700008e-05,0.1161612070543044,-1.4934677999999977e-06,-0.009993793087238018,-3.187679500500011e-06,-0.020885393826295045,-3.4357928186999967e-06,-0.02201542094920475,7.199717797600001e-06,0.048364628924044535,7.352579428277236e-07,7.293811100988505e-07,5.876832728873168e-09,1.7795581418970436e-08,51.18173304160065
DOGE,2016-01-21,3,-5.408451078500005e-06,-0.03275235662086184,1.7185593839700008e-05,0.1161612070543044,-1.4934677999999977e-06,-0.009993793087238018,-3.187679500500011e-06,-0.020885393826295045,-3.4357928186999967e-06,-0.02201542094920475,7.341143413475344e-07,7.292658081068241e-07,4.848533240710266e-09,1.5206171783318403e-08,51.887674434994025
DOGE,2016-01-22,3,4.398216456399999e-06,0.027536489123860784,-5.408451078500005e-06,-0.03275235662086184,1.7185593839700008e-05,0.1161612070543044,-1.4934677999999977e-06,-0.009993793087238018,-3.187679500500011e-06,-0.020885393826295045,7.362300219939465e-07,7.306436197692233e-07,5.586402224723145e-09,1.3282217871599354e-08,51.275960528114695
DOGE,2016-01-23,4,7.380812547000008e-06,0.04497165709195079,4.398216456399999e-06,0.027536489123860784,-5.408451078500005e-06,-0.03275235662086184,1.7185593839700008e-05,0.1161612070543044,-1.4934677999999977e-06,-0.009993793087238018,7.431944879632055e-07,7.344106887340312e-07,8.783799229174313e-09,1.2382534143114345e-08,43.440225474558446
DOGE,2016-01-28,0,-0.00010812404795840002,-0.24060992267746545,0.00010817796830490001,0.3170543872087015,0.0001301216950984,0.6164708276551981,2.2069568293899998e-05,0.11676673143058959,1.7503378716099996e-05,0.10205918440757024,1.1569892030416234e-06,9.57647222002845e-07,1.9934198103877851e-07,8.823536717301943e-08,66.92563384077386
DOGE,2016-01-31,2,6.7196497481999875e-06,0.026229615089819497,-5.9804974942999974e-05,-0.18926189320194314,-2.5260224675599996e-05,-0.07402246239454377,-0.00010812404795840002,-0.24060992267746545,0.00010817796830490001,0.3170543872087015,1.1958149179806525e-06,1.020462850361531e-06,1.753520676191215e-07,1.3702659706510935e-07,60.66857715800516
DOGE,2016-02-01,2,-6.773824432000273e-07,-0.0025765268556096474,6.7196497481999875e-06,0.026229615089819497,-5.9804974942999974e-05,-0.18926189320194314,-2.5260224675599996e-05,-0.07402246239454377,-0.00010812404795840002,-0.24060992267746545,1.1956766777039033e-06,1.033385332274142e-06,1.6229134542976119e-07,1.4207954673803972e-07,60.96468569408655
DOGE,2016-02-02,2,-2.06169927339996e-06,-0.00786224314758164,-6.773824432000273e-07,-0.0025765268556096474,6.7196497481999875e-06,0.026229615089819497,-5.9804974942999974e-05,-0.18926189320194314,-2.5260224675599996e-05,-0.07402246239454377,1.1941143631722965e-06,1.0446546879018692e-06,1.494596752704273e-07,1.4355557244451723e-07,60.89740567951008
DOGE,2016-02-03,4,2.153619333999956e-07,0.0008277860755801215,-2.06169927339996e-06,-0.00786224314758164,-6.773824432000273e-07,-0.0025765268556096474,6.7196497481999875e-06,0.026229615089819497,-5.9804974942999974e-05,-0.18926189320194314,1.1929433829225217e-06,1.0551619696534909e-06,1.377814132690308e-07,1.4240074060941995e-07,59.564710626784624
DOGE,2016-02-04,3,2.5603483102700007e-05,0.09833064138151602,2.153619333999956e-07,0.0008277860755801215,-2.06169927339996e-06,-0.00786224314758164,-6.773824432000273e-07,-0.0025765268556096474,6.7196497481999875e-06,0.026229615089819497,1.2099017227358012e-06,1.0735331268427758e-06,1.3636859589302534e-07,1.4119431166614102e-07,62.184646350546046
DOGE,2016-02-05,2,1.1215277914099957e-05,0.03921631308984712,2.5603483102700007e-05,0.09833064138151602,2.153619333999956e-07,0.0008277860755801215,-2.06169927339996e-06,-0.00786224314758164,-6.773824432000273e-07,-0.0025765268556096474,1.2321134909418933e-06,1.0943290593785258e-06,1.3778443156336748e-07,1.405123356455863e-07,62.675734451120704
DOGE,2016-02-06,1,-6.114999886999901e-07,-0.0020575349414871957,1.1215277914099957e-05,0.03921631308984712,2.5603483102700007e-05,0.09833064138151602,2.153619333999956e-07,0.0008277860755801215,-2.06169927339996e-06,-0.00786224314758164,1.250479375616268e-06,1.1133781469301408e-06,1.3710122868612732e-07,1.398301142536945e-07,62.07011870298168
DOGE,2016-02-07,2,-1.5285098362599993e-05,-0.05153633141880895,-6.114999886999901e-07,-0.0020575349414871957,1.1215277914099957e-05,0.03921631308984712,2.5603483102700007e-05,0.09833064138151602,2.153619333999956e-07,0.0008277860755801215,1.2553042124498582e-06,1.125856863086027e-06,1.2944734936383125e-07,1.3775356127572185e-07,58.944514651476005
DOGE,2016-02-08,3,-2.8278820840001943e-07,-0.0010052772614704288,-1.5285098362599993e-05,-0.05153633141880895,-6.114999886999901e-07,-0.0020575349414871957,1.1215277914099957e-05,0.03921631308984712,2.5603483102700007e-05,0.09833064138151602,1.25918851970533e-06,1.1373157776433898e-06,1.218727420619402e-07,1.345773974329655e-07,57.07721762138532
DOGE,2016-02-09,3,6.28452355460002e-06,0.022363188635368625,-2.8278820840001943e-07,-0.0010052772614704288,-1.5285098362599993e-05,-0.05153633141880895,-6.114999886999901e-07,-0.0020575349414871957,1.1215277914099957e-05,0.03921631308984712,1.26688096901703e-06,1.1500471600573149e-06,1.1683380895971513e-07,1.3102867973831542e-07,42.723742702867895
DOGE,2016-02-10,1,1.7495692157000193e-06,0.006089579344476807,6.28452355460002e-06,0.022363188635368625,-2.8278820840001943e-07,-0.0010052772614704288,-1.5285098362599993e-05,-0.05153633141880895,-6.114999886999901e-07,-0.0020575349414871957,1.2746164896612746e-06,1.1624260262163746e-06,1.1219046344490002e-07,1.2726103647963234e-07,19.62437764560731
DOGE,2016-02-11,3,-9.410107071500002e-06,-0.03255472860771022,1.7495692157000193e-06,0.006089579344476807,6.28452355460002e-06,0.022363188635368625,-2.8278820840001943e-07,-0.0010052772614704288,-1.5285098362599993e-05,-0.05153633141880895,1.2745650307197119e-06,1.1707116543885778e-06,1.0385337633113402e-07,1.2257950444993268e-07,31.352071169826843
DOGE,2016-02-12,1,1.4703923392400003e-05,0.05258069707060999,-9.410107071500002e-06,-0.03255472860771022,1.7495692157000193e-06,0.006089579344476807,6.28452355460002e-06,0.022363188635368625,-2.8278820840001943e-07,-0.0010052772614704288,1.2848295864104613e-06,1.183346690560504e-06,1.0148289584995722e-07,1.183601827299376e-07,43.00187099074373
DOGE,2016-02-13,3,-5.9785576691000425e-06,-0.02031113203611959,1.4703923392400003e-05,0.05258069707060999,-9.410107071500002e-06,-0.03255472860771022,1.7495692157000193e-06,0.006089579344476807,6.28452355460002e-06,0.022363188635368625,1.289323747460158e-06,1.1930277974251697e-06,9.629595003498835e-08,1.1394733619094776e-07,65.96478178762368
DOGE,2016-02-14,2,3.285036418300023e-06,0.0113917310191019,-5.9785576691000425e-06,-0.02031113203611959,1.4703923392400003e-05,0.05258069707060999,-9.410107071500002e-06,-0.03255472860771022,1.7495692157000193e-06,0.006089579344476807,1.2954294543227778e-06,1.2031006155468006e-06,9.23288387759772e-08,1.0962363670795365e-07,64.7641589320674
DOGE,2016-02-15,1,-1.1053586869000029e-06,-0.0037899489784895307,3.285036418300023e-06,0.0113917310191019,-5.9785576691000425e-06,-0.02031113203611959,1.4703923392400003e-05,0.05258069707060999,-9.410107071500002e-06,-0.03255472860771022,1.2998209165475648e-06,1.212054196527326e-06,8.77667200202388e-08,1.0525225337041068e-07,64.4807263328072
DOGE,2016-02-16,1,-6.7487573456000215e-06,-0.023227529952455667,-1.1053586869000029e-06,-0.0037899489784895307,3.285036418300023e-06,0.0113917310191019,-5.9785576691000425e-06,-0.02031113203611959,1.4703923392400003e-05,0.05258069707060999,1.2988055930787038e-06,1.2180665755993734e-06,8.073901747933033e-08,1.0034960619219462e-07,61.53159628949119
DOGE,2016-02-17,2,-1.0830616175299995e-05,-0.03816268917309562,-6.7487573456000215e-06,-0.023227529952455667,-1.1053586869000029e-06,-0.0037899489784895307,3.285036418300023e-06,0.0113917310191019,-5.9785576691000425e-06,-0.02031113203611959,1.2903537342914825e-06,1.2199778300706616e-06,7.03759042208209e-08,9.435486579791989e-08,55.565708005445984
