date,price,tweet_count,has_tweet,price_diff_tomorrow,price_diff_rate_tomorrow,price_diff_1daysbefore,price_diff_rate_1daysbefore,price_diff_2daysbefore,price_diff_rate_2daysbefore,price_diff_3daysbefore,price_diff_rate_3daysbefore,price_diff_4daysbefore,price_diff_rate_4daysbefore,price_diff_5daysbefore,price_diff_rate_5daysbefore
2025/08/01,8.945160781035765,66,True,-0.22580599903067267,-0.02524336952214362,-0.35180155576927774,-0.037840484130666756,-0.19081221815698868,-0.02011137775793749,-0.20623370850646872,-0.021274348329540067,-0.6080242713077038,-0.05901983606198271,0.15578027904862068,0.01535347979946806
2025/08/02,8.719354782005093,77,True,-0.10236889717019437,-0.011740421135456279,-0.22580599903067267,-0.02524336952214362,-0.35180155576927774,-0.037840484130666756,-0.19081221815698868,-0.02011137775793749,-0.20623370850646872,-0.021274348329540067,-0.6080242713077038,-0.05901983606198271
2025/08/03,8.616985884834898,96,True,0.20242917129914417,0.023491876858635786,-0.10236889717019437,-0.011740421135456279,-0.22580599903067267,-0.02524336952214362,-0.35180155576927774,-0.037840484130666756,-0.19081221815698868,-0.02011137775793749,-0.20623370850646872,-0.021274348329540067
2025/08/04,8.819415056134043,14,True,0.221180788605702,0.02507885015025654,0.20242917129914417,0.023491876858635786,-0.10236889717019437,-0.011740421135456279,-0.22580599903067267,-0.02524336952214362,-0.35180155576927774,-0.037840484130666756,-0.19081221815698868,-0.02011137775793749
2025/08/05,9.040595844739745,1,True,-0.3597451716000055,-0.03979219708281978,0.221180788605702,0.02507885015025654,0.20242917129914417,0.023491876858635786,-0.10236889717019437,-0.011740421135456279,-0.22580599903067267,-0.02524336952214362,-0.35180155576927774,-0.037840484130666756
2025/08/06,8.680850673139739,22,True,0.17299567062801913,0.019928423738851054,-0.3597451716000055,-0.03979219708281978,0.221180788605702,0.02507885015025654,0.20242917129914417,0.023491876858635786,-0.10236889717019437,-0.011740421135456279,-0.22580599903067267,-0.02524336952214362
2025/08/07,8.853846343767758,35,True,0.36875213876801816,0.041648807134266976,0.17299567062801913,0.019928423738851054,-0.3597451716000055,-0.03979219708281978,0.221180788605702,0.02507885015025654,0.20242917129914417,0.023491876858635786,-0.10236889717019437,-0.011740421135456279
2025/08/08,9.222598482535776,166,True,0.17781640180434444,0.019280509949670212,0.36875213876801816,0.041648807134266976,0.17299567062801913,0.019928423738851054,-0.3597451716000055,-0.03979219708281978,0.221180788605702,0.02507885015025654,0.20242917129914417,0.023491876858635786
2025/08/09,9.40041488434012,98,True,0.13736971613845306,0.014613154613770643,0.17781640180434444,0.019280509949670212,0.36875213876801816,0.041648807134266976,0.17299567062801913,0.019928423738851054,-0.3597451716000055,-0.03979219708281978,0.221180788605702,0.02507885015025654
2025/08/10,9.537784600478574,4,True,-0.2639156622202332,-0.02767054124990313,0.13736971613845306,0.014613154613770643,0.17781640180434444,0.019280509949670212,0.36875213876801816,0.041648807134266976,0.17299567062801913,0.019928423738851054,-0.3597451716000055,-0.03979219708281978
2025/08/11,9.27386893825834,1,True,-0.46753129877638244,-0.05041383503357836,-0.2639156622202332,-0.02767054124990313,0.13736971613845306,0.014613154613770643,0.17781640180434444,0.019280509949670212,0.36875213876801816,0.041648807134266976,0.17299567062801913,0.019928423738851054
2025/08/12,8.806337639481958,80,True,0.4152746510732346,0.047156339908137286,-0.46753129877638244,-0.05041383503357836,-0.2639156622202332,-0.02767054124990313,0.13736971613845306,0.014613154613770643,0.17781640180434444,0.019280509949670212,0.36875213876801816,0.041648807134266976
2025/08/13,9.221612290555193,276,True,0.4190476395023559,0.045441906067938465,0.4152746510732346,0.047156339908137286,-0.46753129877638244,-0.05041383503357836,-0.2639156622202332,-0.02767054124990313,0.13736971613845306,0.014613154613770643,0.17781640180434444,0.019280509949670212
2025/08/14,9.640659930057549,287,True,-0.5452822036085792,-0.05656067194202173,0.4190476395023559,0.045441906067938465,0.4152746510732346,0.047156339908137286,-0.46753129877638244,-0.05041383503357836,-0.2639156622202332,-0.02767054124990313,0.13736971613845306,0.014613154613770643
2025/08/15,9.09537772644897,312,True,0.13807172787366184,0.015180428128032018,-0.5452822036085792,-0.05656067194202173,0.4190476395023559,0.045441906067938465,0.4152746510732346,0.047156339908137286,-0.46753129877638244,-0.05041383503357836,-0.2639156622202332,-0.02767054124990313
2025/08/16,9.233449454322631,308,True,-0.1171124219203108,-0.01268349629243757,0.13807172787366184,0.015180428128032018,-0.5452822036085792,-0.05656067194202173,0.4190476395023559,0.045441906067938465,0.4152746510732346,0.047156339908137286,-0.46753129877638244,-0.05041383503357836
2025/08/17,9.11633703240232,95,True,0.14920710457719544,0.016367001795443346,-0.1171124219203108,-0.01268349629243757,0.13807172787366184,0.015180428128032018,-0.5452822036085792,-0.05656067194202173,0.4190476395023559,0.045441906067938465,0.4152746510732346,0.047156339908137286
2025/08/18,9.265544136979516,54,True,-0.1912631087589194,-0.020642404367334808,0.14920710457719544,0.016367001795443346,-0.1171124219203108,-0.01268349629243757,0.13807172787366184,0.015180428128032018,-0.5452822036085792,-0.05656067194202173,0.4190476395023559,0.045441906067938465
2025/08/19,9.074281028220597,362,True,-0.4565483435952338,-0.05031234344356202,-0.1912631087589194,-0.020642404367334808,0.14920710457719544,0.016367001795443346,-0.1171124219203108,-0.01268349629243757,0.13807172787366184,0.015180428128032018,-0.5452822036085792,-0.05656067194202173
2025/08/20,8.617732684625363,57,True,0.28303718129780364,0.032843578659937055,-0.4565483435952338,-0.05031234344356202,-0.1912631087589194,-0.020642404367334808,0.14920710457719544,0.016367001795443346,-0.1171124219203108,-0.01268349629243757,0.13807172787366184,0.015180428128032018
2025/08/21,8.900769865923166,191,True,-0.5087047163626846,-0.057152889471985345,0.28303718129780364,0.032843578659937055,-0.4565483435952338,-0.05031234344356202,-0.1912631087589194,-0.020642404367334808,0.14920710457719544,0.016367001795443346,-0.1171124219203108,-0.01268349629243757
2025/08/22,8.392065149560482,176,True,0.5965948901981264,0.07109035494432164,-0.5087047163626846,-0.057152889471985345,0.28303718129780364,0.032843578659937055,-0.4565483435952338,-0.05031234344356202,-0.1912631087589194,-0.020642404367334808,0.14920710457719544,0.016367001795443346
2025/08/23,8.988660039758608,536,True,-0.08879596190362093,-0.009878665063631172,0.5965948901981264,0.07109035494432164,-0.5087047163626846,-0.057152889471985345,0.28303718129780364,0.032843578659937055,-0.4565483435952338,-0.05031234344356202,-0.1912631087589194,-0.020642404367334808
