date,price,has_tweet,price_diff
2013/12/15,0.000558776,True,-0.00025947599999999997
2013/12/16,0.0002993,True,-8.112400000000002e-05
2013/12/17,0.000218176,True,4.957300000000002e-05
2013/12/18,0.000267749,True,0.00020734999999999997
2013/12/19,0.000475099,True,0.000513799
2013/12/20,0.000988898,True,-0.000551001
2013/12/21,0.000437897,True,-3.2777e-05
2013/12/22,0.00040512,True,-7.533600000000001e-05
2013/12/23,0.000329784,True,0.00038191
2013/12/24,0.000711694,True,-0.00013002900000000004
2013/12/25,0.000581665,True,-2.459700000000001e-05
2013/12/26,0.000557068,True,-1.3071999999999932e-05
2013/12/27,0.000543996,True,-1.1412000000000032e-05
2013/12/28,0.000532584,True,-0.000121078
2013/12/29,0.000411506,True,2.7809000000000004e-05
2013/12/30,0.000439315,True,-2.7800000000004037e-07
2013/12/31,0.000439037,True,-8.878999999999994e-06
2014/01/01,0.000430158,True,-7.948599999999998e-05
2014/01/02,0.000350672,True,-3.462000000000002e-05
2014/01/03,0.000316052,True,-3.2981000000000015e-05
2014/01/04,0.000283071,True,-1.153199999999997e-05
2014/01/05,0.000271539,True,-1.839000000000002e-05
2014/01/06,0.000253149,True,-2.2551999999999983e-05
2014/01/07,0.000230597,True,-2.2464999999999996e-05
2014/01/08,0.000208132,True,4.047599999999998e-05
2014/01/09,0.000248608,True,-3.1079999999999845e-06
2014/01/10,0.0002455,True,0.00011674599999999998
2014/01/11,0.000362246,True,-1.020000000000014e-06
2014/01/12,0.000361226,True,-3.113399999999999e-05
2014/01/13,0.000330092,True,-4.283599999999998e-05
2014/01/14,0.000287256,True,6.270100000000002e-05
2014/01/15,0.000349957,True,6.519999999999996e-05
2014/01/16,0.000415157,True,-2.2791999999999995e-05
2014/01/17,0.000392365,True,3.6521000000000025e-05
2014/01/18,0.000428886,True,0.00015680400000000003
2014/01/19,0.00058569,True,0.00018947599999999995
2014/01/20,0.000775166,True,0.001053194
2014/01/21,0.00182836,True,-2.684999999999992e-05
2014/01/22,0.00180151,True,-0.0002596600000000001
2014/01/23,0.00154185,True,0.00012574000000000005
2014/01/24,0.00166759,True,0.00014325999999999987
2014/01/25,0.00181085,True,-4.113999999999984e-05
2014/01/26,0.00176971,True,-0.0001427100000000001
2014/01/27,0.001627,True,-0.0002850699999999999
2014/01/28,0.00134193,True,4.662999999999998e-05
2014/01/29,0.00138856,True,8.628999999999993e-05
2014/01/30,0.00147485,True,6.0080000000000116e-05
2014/01/31,0.00153493,True,-1.9800000000000156e-05
2014/02/01,0.00151513,True,-0.00010074999999999993
2014/02/02,0.00141438,True,-8.007999999999995e-05
2014/02/03,0.0013343,True,-0.00021127000000000016
2014/02/04,0.00112303,True,0.00018948000000000012
2014/02/05,0.00131251,True,-2.2800000000001205e-06
2014/02/06,0.00131023,True,-0.00018743999999999987
2014/02/07,0.00112279,True,9.590000000000076e-06
2014/02/08,0.00113238,True,8.293999999999988e-05
2014/02/09,0.00121532,True,-2.1820000000000086e-05
2014/02/10,0.0011935,True,0.00042357000000000007
2014/02/11,0.00161707,True,0.00026855999999999994
2014/02/12,0.00188563,True,-0.0001266399999999999
2014/02/13,0.00175899,True,-0.00014213000000000008
2014/02/14,0.00161686,True,-0.00015394999999999992
2014/02/15,0.00146291,True,-3.322999999999998e-05
2014/02/16,0.00142968,False,-4.867000000000001e-05
2014/02/17,0.00138101,True,-2.4750000000000032e-05
2014/02/18,0.00135626,True,2.3400000000000027e-05
2014/02/19,0.00137966,True,-0.00013035
2014/02/20,0.00124931,True,-5.436999999999998e-05
2014/02/21,0.00119494,True,7.101000000000004e-05
2014/02/22,0.00126595,True,-6.488999999999996e-05
2014/02/23,0.00120106,True,-0.0001035700000000001
2014/02/24,0.00109749,True,-0.00013604800000000005
2014/02/25,0.000961442,True,0.00016069800000000003
2014/02/26,0.00112214,True,4.0090000000000004e-05
2014/02/27,0.00116223,True,-8.441000000000004e-05
2014/02/28,0.00107782,True,-1.0070000000000044e-05
2014/03/01,0.00106775,True,-0.00010870999999999993
2014/03/02,0.00095904,True,0.0001024000000000001
2014/03/03,0.00106144,True,3.396999999999992e-05
2014/03/04,0.00109541,True,-4.97500000000001e-05
2014/03/05,0.00104566,True,2.6850000000000138e-05
2014/03/06,0.00107251,True,-6.12500000000001e-05
2014/03/07,0.00101126,True,-7.516899999999993e-05
2014/03/08,0.000936091,True,-9.480600000000001e-05
2014/03/09,0.000841285,True,3.2972000000000036e-05
2014/03/10,0.000874257,True,-8.560000000000002e-05
2014/03/11,0.000788657,True,-3.5220999999999994e-05
2014/03/12,0.000753436,True,0.000167658
2014/03/13,0.000921094,True,-4.5093000000000064e-05
2014/03/14,0.000876001,True,-7.678000000000003e-06
2014/03/15,0.000868323,True,-3.163499999999991e-05
2014/03/16,0.000836688,True,-3.189600000000001e-05
2014/03/17,0.000804792,True,-3.5208000000000006e-05
2014/03/18,0.000769584,True,1.9165000000000024e-05
2014/03/19,0.000788749,True,-2.4153000000000065e-05
2014/03/20,0.000764596,True,-4.495599999999997e-05
2014/03/21,0.00071964,True,-2.6972e-05
2014/03/22,0.000692668,True,-9.460999999999996e-06
2014/03/23,0.000683207,True,1.663000000000001e-05
2014/03/24,0.000699837,True,-2.502400000000001e-05
2014/03/25,0.000674813,True,-2.9489000000000056e-05
2014/03/26,0.000645324,True,-9.8902e-05
2014/03/27,0.000546422,True,-1.6685000000000007e-05
2014/03/28,0.000529737,True,8.538600000000001e-05
2014/03/29,0.000615123,True,-8.408500000000002e-05
2014/03/30,0.000531038,True,-2.8714999999999904e-05
2014/03/31,0.000502323,True,3.383925599999998e-05
2014/04/01,0.000536162256,True,-5.9270906000000005e-05
2014/04/02,0.00047689135,True,-3.4279972000000034e-05
2014/04/03,0.000442611378,True,2.4222990000000015e-05
2014/04/04,0.000466834368,True,1.1936309000000001e-05
2014/04/05,0.000478770677,True,-1.3460848999999992e-05
2014/04/06,0.000465309828,True,-5.50682800000001e-06
2014/04/07,0.000459803,True,-4.8345619999999785e-06
2014/04/08,0.000454968438,True,-1.917212100000003e-05
2014/04/09,0.000435796317,True,-0.00011103968699999997
2014/04/10,0.00032475663,True,0.00010370079599999999
2014/04/11,0.000428457426,True,-1.621062600010002e-05
2014/04/12,0.0004122467999999,True,-3.4642754999899986e-05
2014/04/13,0.000377604045,True,6.6300741e-05
2014/04/14,0.000443904786,True,0.00013343207700000002
2014/04/15,0.000577336863,True,0.00012644926199999998
2014/04/16,0.000703786125,True,-8.084212500000007e-05
2014/04/17,0.000622944,True,-3.4719623999999896e-05
2014/04/18,0.000588224376,True,4.8746028999999895e-05
2014/04/19,0.000636970405,True,-1.5323279999999995e-05
2014/04/20,0.000621647125,False,-1.5658965999999926e-05
2014/04/21,0.000605988159,True,-3.386126500000007e-05
2014/04/22,0.000572126894,True,-6.597893999999902e-06
2014/04/23,0.000565529,True,2.8852949999999024e-06
2014/04/24,0.000568414295,False,-6.831499199999992e-05
2014/04/25,0.000500099303,True,-2.814730300000005e-05
2014/04/26,0.000471952,True,-2.5271967999999977e-05
2014/04/27,0.000446680032,True,2.5193567999999967e-05
2014/04/28,0.0004718736,True,2.0156099999999995e-05
2014/04/29,0.0004920297,True,1.0816684000000058e-05
2014/04/30,0.000502846384,True,6.855871999999932e-06
2014/05/01,0.000509702256,True,-2.6316249999999946e-05
2014/05/02,0.000483386006,True,-2.765104100000001e-05
2014/05/03,0.000455734965,True,1.7263122999999997e-05
2014/05/04,0.000472998088,True,-1.817742200000002e-05
2014/05/05,0.000454820666,True,-6.71909599999997e-06
2014/05/06,0.00044810157,True,2.1949429999999965e-05
2014/05/07,0.000470051,True,-6.44590199999997e-06
2014/05/08,0.000463605098,True,1.9687665999999998e-05
2014/05/09,0.000483292764,True,8.875859999999693e-07
2014/05/10,0.00048418035,True,-3.0445717999999988e-05
2014/05/11,0.000453734632,True,-5.760831999999981e-06
2014/05/12,0.0004479738,True,2.450349999999989e-06
2014/05/13,0.00045042415,True,2.707484000000031e-06
2014/05/14,0.000453131634,True,-8.88163400000004e-06
2014/05/15,0.00044425,True,9.150000000000412e-07
2014/05/16,0.000445165,True,6.882999999999846e-07
2014/05/17,0.0004458533,True,-6.082132999999984e-06
2014/05/18,0.000439771167,True,4.098832999999992e-06
2014/05/19,0.00044387,True,1.5375864999999994e-05
2014/05/20,0.000459245865,True,-4.688184000000003e-06
2014/05/21,0.000454557681,True,-2.601887500000002e-05
2014/05/22,0.000428538806,True,-1.4203556000000014e-05
2014/05/23,0.00041433525,True,1.4613556000000018e-05
2014/05/24,0.000428948806,True,-1.3303814999999987e-05
2014/05/25,0.000415644991,True,-2.1502235000100012e-05
2014/05/26,0.0003941427559999,True,-6.899756000000004e-06
2014/05/27,0.0003872429999999,True,1.4132440000000227e-06
2014/05/28,0.0003886562439999,True,1.373156000099979e-06
2014/05/29,0.0003900294,True,-4.218724799999999e-05
2014/05/30,0.000347842152,True,-1.2772152000000022e-05
2014/05/31,0.00033507,True,8.103510500000004e-05
2014/07/01,0.0002585847165591,True,-3.7366564995500005e-05
2014/07/02,0.0002212181515636,True,-5.750816191699978e-06
2014/07/03,0.0002154673353719,True,1.581832303049999e-05
2014/07/04,0.0002312856584024,True,-1.0315415047299994e-05
2014/07/05,0.0002209702433551,True,1.135757741079998e-05
2014/07/06,0.0002323278207659,True,-9.193943319899981e-06
2014/07/07,0.000223133877446,True,3.6637022959899995e-05
2014/07/08,0.0002597709004059,True,2.0654866051900004e-05
2014/07/09,0.0002804257664578,True,-1.3919803947100014e-05
2014/07/10,0.0002665059625107,True,3.0464709442000167e-06
2014/07/11,0.0002695524334549,True,2.4089694093999974e-06
2014/07/12,0.0002719614028643,True,-5.0555460963999915e-06
2014/07/13,0.0002669058567679,True,-1.2094728396799999e-05
2014/07/14,0.0002548111283711,True,-4.776948869999998e-06
2014/07/15,0.0002500341795011,True,-1.6062616230000008e-05
2014/07/16,0.0002339715632711,True,2.3344829686399972e-05
2014/07/17,0.0002573163929575,True,-1.2305225305299968e-05
2014/07/18,0.0002450111676522,True,-6.399482655800016e-06
2014/07/19,0.0002386116849964,True,-2.2496354107000066e-06
2014/07/20,0.0002363620495857,True,-4.487612666499984e-06
2014/07/21,0.0002318744369192,True,-1.5349802201400012e-05
2014/07/22,0.0002165246347178,True,5.606347593400013e-06
2014/07/23,0.0002221309823112,True,-9.917927251700003e-06
2014/07/24,0.0002122130550595,True,-2.5737570759999445e-07
2014/07/25,0.0002119556793519,True,-8.021491990900016e-06
2014/07/26,0.000203934187361,True,1.3325747426600008e-05
2014/07/27,0.0002172599347876,True,-1.3676334033e-05
2014/07/28,0.0002035836007546,True,5.768299999099987e-06
2014/07/29,0.0002093519007537,True,-1.3476399314099992e-05
2014/07/30,0.0001958755014396,True,1.1023635404900007e-05
2014/07/31,0.0002068991368445,True,2.406616805800002e-06
2014/08/01,0.0002093057536503,True,-3.021945184600018e-06
2014/08/02,0.0002062838084657,True,-5.8979070322999776e-06
2014/08/03,0.0002003859014334,True,1.1828034349997533e-07
2014/08/04,0.0002005041817769,True,-1.4251181326299986e-05
2014/08/05,0.0001862530004506,True,-7.037345454499988e-06
2014/08/06,0.0001792156549961,True,-7.153716717000179e-07
2014/08/07,0.0001785002833244,True,-1.164721703729999e-05
2014/08/08,0.0001668530662871,True,-4.284952398999958e-07
2014/08/09,0.0001664245710472,True,-1.697760310740001e-05
2014/08/10,0.0001494469679398,True,-7.81854256559999e-06
2014/08/11,0.0001416284253742,True,5.914847710799978e-06
2014/08/12,0.000147543273085,True,-4.12361650759999e-06
