date,price,tweet_count,has_tweet,price_diff_tomorrow,price_diff_rate_tomorrow,price_diff_1daysbefore,price_diff_rate_1daysbefore,price_diff_2daysbefore,price_diff_rate_2daysbefore,price_diff_3daysbefore,price_diff_rate_3daysbefore,price_diff_4daysbefore,price_diff_rate_4daysbefore,price_diff_5daysbefore,price_diff_rate_5daysbefore
2013/12/15,0.000558776,286,True,-0.00025947599999999997,-0.4643649691468495,,,,,,,,,,
2013/12/16,0.0002993,542,True,-8.112400000000002e-05,-0.2710457734714334,-0.00025947599999999997,-0.4643649691468495,,,,,,,,
2013/12/17,0.000218176,563,True,4.957300000000002e-05,0.22721564241713124,-8.112400000000002e-05,-0.2710457734714334,-0.00025947599999999997,-0.4643649691468495,,,,,,
2013/12/18,0.000267749,737,True,0.00020734999999999997,0.7744193255623736,4.957300000000002e-05,0.22721564241713124,-8.112400000000002e-05,-0.2710457734714334,-0.00025947599999999997,-0.4643649691468495,,,,
2013/12/19,0.000475099,1069,True,0.000513799,1.0814567069179266,0.00020734999999999997,0.7744193255623736,4.957300000000002e-05,0.22721564241713124,-8.112400000000002e-05,-0.2710457734714334,-0.00025947599999999997,-0.4643649691468495,,
2013/12/20,0.000988898,906,True,-0.000551001,-0.5571868888399005,0.000513799,1.0814567069179266,0.00020734999999999997,0.7744193255623736,4.957300000000002e-05,0.22721564241713124,-8.112400000000002e-05,-0.2710457734714334,-0.00025947599999999997,-0.4643649691468495
2013/12/21,0.000437897,670,True,-3.2777e-05,-0.07485093526559898,-0.000551001,-0.5571868888399005,0.000513799,1.0814567069179266,0.00020734999999999997,0.7744193255623736,4.957300000000002e-05,0.22721564241713124,-8.112400000000002e-05,-0.2710457734714334
2013/12/22,0.00040512,782,True,-7.533600000000001e-05,-0.18595971563981045,-3.2777e-05,-0.07485093526559898,-0.000551001,-0.5571868888399005,0.000513799,1.0814567069179266,0.00020734999999999997,0.7744193255623736,4.957300000000002e-05,0.22721564241713124
2013/12/23,0.000329784,915,True,0.00038191,1.1580610338888484,-7.533600000000001e-05,-0.18595971563981045,-3.2777e-05,-0.07485093526559898,-0.000551001,-0.5571868888399005,0.000513799,1.0814567069179266,0.00020734999999999997,0.7744193255623736
2013/12/24,0.000711694,523,True,-0.00013002900000000004,-0.18270352145725555,0.00038191,1.1580610338888484,-7.533600000000001e-05,-0.18595971563981045,-3.2777e-05,-0.07485093526559898,-0.000551001,-0.5571868888399005,0.000513799,1.0814567069179266
2013/12/25,0.000581665,465,True,-2.459700000000001e-05,-0.042287227184032064,-0.00013002900000000004,-0.18270352145725555,0.00038191,1.1580610338888484,-7.533600000000001e-05,-0.18595971563981045,-3.2777e-05,-0.07485093526559898,-0.000551001,-0.5571868888399005
2013/12/26,0.000557068,2167,True,-1.3071999999999932e-05,-0.023465716932223595,-2.459700000000001e-05,-0.042287227184032064,-0.00013002900000000004,-0.18270352145725555,0.00038191,1.1580610338888484,-7.533600000000001e-05,-0.18595971563981045,-3.2777e-05,-0.07485093526559898
2013/12/27,0.000543996,997,True,-1.1412000000000032e-05,-0.020978095427172317,-1.3071999999999932e-05,-0.023465716932223595,-2.459700000000001e-05,-0.042287227184032064,-0.00013002900000000004,-0.18270352145725555,0.00038191,1.1580610338888484,-7.533600000000001e-05,-0.18595971563981045
2013/12/28,0.000532584,549,True,-0.000121078,-0.22734066363240352,-1.1412000000000032e-05,-0.020978095427172317,-1.3071999999999932e-05,-0.023465716932223595,-2.459700000000001e-05,-0.042287227184032064,-0.00013002900000000004,-0.18270352145725555,0.00038191,1.1580610338888484
2013/12/29,0.000411506,707,True,2.7809000000000004e-05,0.06757860152707373,-0.000121078,-0.22734066363240352,-1.1412000000000032e-05,-0.020978095427172317,-1.3071999999999932e-05,-0.023465716932223595,-2.459700000000001e-05,-0.042287227184032064,-0.00013002900000000004,-0.18270352145725555
2013/12/30,0.000439315,537,True,-2.7800000000004037e-07,-0.0006328033415659387,2.7809000000000004e-05,0.06757860152707373,-0.000121078,-0.22734066363240352,-1.1412000000000032e-05,-0.020978095427172317,-1.3071999999999932e-05,-0.023465716932223595,-2.459700000000001e-05,-0.042287227184032064
2013/12/31,0.000439037,431,True,-8.878999999999994e-06,-0.020223808016180855,-2.7800000000004037e-07,-0.0006328033415659387,2.7809000000000004e-05,0.06757860152707373,-0.000121078,-0.22734066363240352,-1.1412000000000032e-05,-0.020978095427172317,-1.3071999999999932e-05,-0.023465716932223595
2014/01/01,0.000430158,370,True,-7.948599999999998e-05,-0.18478326568377196,-8.878999999999994e-06,-0.020223808016180855,-2.7800000000004037e-07,-0.0006328033415659387,2.7809000000000004e-05,0.06757860152707373,-0.000121078,-0.22734066363240352,-1.1412000000000032e-05,-0.020978095427172317
2014/01/02,0.000350672,589,True,-3.462000000000002e-05,-0.09872473422457458,-7.948599999999998e-05,-0.18478326568377196,-8.878999999999994e-06,-0.020223808016180855,-2.7800000000004037e-07,-0.0006328033415659387,2.7809000000000004e-05,0.06757860152707373,-0.000121078,-0.22734066363240352
2014/01/03,0.000316052,552,True,-3.2981000000000015e-05,-0.10435308113854687,-3.462000000000002e-05,-0.09872473422457458,-7.948599999999998e-05,-0.18478326568377196,-8.878999999999994e-06,-0.020223808016180855,-2.7800000000004037e-07,-0.0006328033415659387,2.7809000000000004e-05,0.06757860152707373
2014/01/04,0.000283071,364,True,-1.153199999999997e-05,-0.04073889589537597,-3.2981000000000015e-05,-0.10435308113854687,-3.462000000000002e-05,-0.09872473422457458,-7.948599999999998e-05,-0.18478326568377196,-8.878999999999994e-06,-0.020223808016180855,-2.7800000000004037e-07,-0.0006328033415659387
2014/01/05,0.000271539,347,True,-1.839000000000002e-05,-0.06772507816556744,-1.153199999999997e-05,-0.04073889589537597,-3.2981000000000015e-05,-0.10435308113854687,-3.462000000000002e-05,-0.09872473422457458,-7.948599999999998e-05,-0.18478326568377196,-8.878999999999994e-06,-0.020223808016180855
2014/01/06,0.000253149,380,True,-2.2551999999999983e-05,-0.08908587432697733,-1.839000000000002e-05,-0.06772507816556744,-1.153199999999997e-05,-0.04073889589537597,-3.2981000000000015e-05,-0.10435308113854687,-3.462000000000002e-05,-0.09872473422457458,-7.948599999999998e-05,-0.18478326568377196
2014/01/07,0.000230597,351,True,-2.2464999999999996e-05,-0.09742104190427454,-2.2551999999999983e-05,-0.08908587432697733,-1.839000000000002e-05,-0.06772507816556744,-1.153199999999997e-05,-0.04073889589537597,-3.2981000000000015e-05,-0.10435308113854687,-3.462000000000002e-05,-0.09872473422457458
2014/01/08,0.000208132,347,True,4.047599999999998e-05,0.1944727384544423,-2.2464999999999996e-05,-0.09742104190427454,-2.2551999999999983e-05,-0.08908587432697733,-1.839000000000002e-05,-0.06772507816556744,-1.153199999999997e-05,-0.04073889589537597,-3.2981000000000015e-05,-0.10435308113854687
2014/01/09,0.000248608,413,True,-3.1079999999999845e-06,-0.01250160895868188,4.047599999999998e-05,0.1944727384544423,-2.2464999999999996e-05,-0.09742104190427454,-2.2551999999999983e-05,-0.08908587432697733,-1.839000000000002e-05,-0.06772507816556744,-1.153199999999997e-05,-0.04073889589537597
2014/01/10,0.0002455,395,True,0.00011674599999999998,0.47554378818737264,-3.1079999999999845e-06,-0.01250160895868188,4.047599999999998e-05,0.1944727384544423,-2.2464999999999996e-05,-0.09742104190427454,-2.2551999999999983e-05,-0.08908587432697733,-1.839000000000002e-05,-0.06772507816556744
2014/01/11,0.000362246,411,True,-1.020000000000014e-06,-0.002815766081613086,0.00011674599999999998,0.47554378818737264,-3.1079999999999845e-06,-0.01250160895868188,4.047599999999998e-05,0.1944727384544423,-2.2464999999999996e-05,-0.09742104190427454,-2.2551999999999983e-05,-0.08908587432697733
