date,price,tweet_count,has_tweet,price_diff_tomorrow,price_diff_rate_tomorrow,price_diff_1daysbefore,price_diff_rate_1daysbefore,price_diff_2daysbefore,price_diff_rate_2daysbefore,price_diff_3daysbefore,price_diff_rate_3daysbefore,price_diff_4daysbefore,price_diff_rate_4daysbefore,price_diff_5daysbefore,price_diff_rate_5daysbefore
2025/01/18,28.929288312884683,74365,True,0.0,0.0,,,,,,,,,,
2025/01/19,28.929288312884683,725,True,13.345857455182294,0.461326850174819,0.0,0.0,,,,,,,,
2025/01/20,42.27514576806698,530,True,-5.473095472085923,-0.12946366884487692,13.345857455182294,0.461326850174819,0.0,0.0,,,,,,
2025/01/21,36.802050295981054,18992,True,7.481461023448837,0.20328924511757013,-5.473095472085923,-0.12946366884487692,13.345857455182294,0.461326850174819,0.0,0.0,,,,
2025/01/22,44.28351131942989,4124,True,-7.35484986561594,-0.166085516854417,7.481461023448837,0.20328924511757013,-5.473095472085923,-0.12946366884487692,13.345857455182294,0.461326850174819,0.0,0.0,,
2025/01/23,36.92866145381395,4417,True,-2.213385496154153,-0.05993679188514311,-7.35484986561594,-0.166085516854417,7.481461023448837,0.20328924511757013,-5.473095472085923,-0.12946366884487692,13.345857455182294,0.461326850174819,0.0,0.0
2025/01/24,34.7152759576598,13371,True,-4.875228472964984,-0.14043467431775616,-2.213385496154153,-0.05993679188514311,-7.35484986561594,-0.166085516854417,7.481461023448837,0.20328924511757013,-5.473095472085923,-0.12946366884487692,13.345857455182294,0.461326850174819
2025/01/25,29.840047484694814,2149,True,-0.8334753660430927,-0.02793143564770091,-4.875228472964984,-0.14043467431775616,-2.213385496154153,-0.05993679188514311,-7.35484986561594,-0.166085516854417,7.481461023448837,0.20328924511757013,-5.473095472085923,-0.12946366884487692
2025/01/26,29.00657211865172,145,True,-1.689316768230821,-0.05823910392860801,-0.8334753660430927,-0.02793143564770091,-4.875228472964984,-0.14043467431775616,-2.213385496154153,-0.05993679188514311,-7.35484986561594,-0.166085516854417,7.481461023448837,0.20328924511757013
2025/01/27,27.3172553504209,0,False,0.47803383766756014,0.017499336281607613,-1.689316768230821,-0.05823910392860801,-0.8334753660430927,-0.02793143564770091,-4.875228472964984,-0.14043467431775616,-2.213385496154153,-0.05993679188514311,-7.35484986561594,-0.166085516854417
2025/01/28,27.79528918808846,23,True,-0.43463514898741096,-0.01563700762551058,0.47803383766756014,0.017499336281607613,-1.689316768230821,-0.05823910392860801,-0.8334753660430927,-0.02793143564770091,-4.875228472964984,-0.14043467431775616,-2.213385496154153,-0.05993679188514311
2025/01/29,27.36065403910105,7,True,-0.17204823624118148,-0.0062881624099814185,-0.43463514898741096,-0.01563700762551058,0.47803383766756014,0.017499336281607613,-1.689316768230821,-0.05823910392860801,-0.8334753660430927,-0.02793143564770091,-4.875228472964984,-0.14043467431775616
2025/01/30,27.18860580285987,16,True,-1.0948214379321755,-0.04026765645397732,-0.17204823624118148,-0.0062881624099814185,-0.43463514898741096,-0.01563700762551058,0.47803383766756014,0.017499336281607613,-1.689316768230821,-0.05823910392860801,-0.8334753660430927,-0.02793143564770091
2025/01/31,26.093784364927693,316,True,-2.039821463930039,-0.07817269566585888,-1.0948214379321755,-0.04026765645397732,-0.17204823624118148,-0.0062881624099814185,-0.43463514898741096,-0.01563700762551058,0.47803383766756014,0.017499336281607613,-1.689316768230821,-0.05823910392860801
2025/02/01,24.053962900997654,7363,True,-4.4606656716213635,-0.1854441070679607,-2.039821463930039,-0.07817269566585888,-1.0948214379321755,-0.04026765645397732,-0.17204823624118148,-0.0062881624099814185,-0.43463514898741096,-0.01563700762551058,0.47803383766756014,0.017499336281607613
2025/02/02,19.59329722937629,2338,True,1.1892776805074803,0.060698190130265194,-4.4606656716213635,-0.1854441070679607,-2.039821463930039,-0.07817269566585888,-1.0948214379321755,-0.04026765645397732,-0.17204823624118148,-0.0062881624099814185,-0.43463514898741096,-0.01563700762551058
2025/02/03,20.78257490988377,1317,True,-1.1635652087487678,-0.055987538300434556,1.1892776805074803,0.060698190130265194,-4.4606656716213635,-0.1854441070679607,-2.039821463930039,-0.07817269566585888,-1.0948214379321755,-0.04026765645397732,-0.17204823624118148,-0.0062881624099814185
2025/02/04,19.619009701135003,4366,True,-2.428315411147068,-0.12377359755352915,-1.1635652087487678,-0.055987538300434556,1.1892776805074803,0.060698190130265194,-4.4606656716213635,-0.1854441070679607,-2.039821463930039,-0.07817269566585888,-1.0948214379321755,-0.04026765645397732
2025/02/05,17.190694289987935,2444,True,0.8990925505657295,0.05230111916360305,-2.428315411147068,-0.12377359755352915,-1.1635652087487678,-0.055987538300434556,1.1892776805074803,0.060698190130265194,-4.4606656716213635,-0.1854441070679607,-2.039821463930039,-0.07817269566585888
2025/02/06,18.089786840553664,1089,True,-1.0324616275687042,-0.057074283775093076,0.8990925505657295,0.05230111916360305,-2.428315411147068,-0.12377359755352915,-1.1635652087487678,-0.055987538300434556,1.1892776805074803,0.060698190130265194,-4.4606656716213635,-0.1854441070679607
2025/02/07,17.05732521298496,5974,True,-0.45183720278205897,-0.026489335059291477,-1.0324616275687042,-0.057074283775093076,0.8990925505657295,0.05230111916360305,-2.428315411147068,-0.12377359755352915,-1.1635652087487678,-0.055987538300434556,1.1892776805074803,0.060698190130265194
2025/02/08,16.6054880102029,3677,True,0.6986664780262224,0.042074432115270635,-0.45183720278205897,-0.026489335059291477,-1.0324616275687042,-0.057074283775093076,0.8990925505657295,0.05230111916360305,-2.428315411147068,-0.12377359755352915,-1.1635652087487678,-0.055987538300434556
