date,price,tweet_count,has_tweet,price_diff_tomorrow,price_diff_rate_tomorrow,price_diff_1daysbefore,price_diff_rate_1daysbefore,price_diff_2daysbefore,price_diff_rate_2daysbefore,price_diff_3daysbefore,price_diff_rate_3daysbefore,price_diff_4daysbefore,price_diff_rate_4daysbefore,price_diff_5daysbefore,price_diff_rate_5daysbefore
2025/08/01,0.2096463144206449,5142,True,-0.008626007445629802,-0.0411455239242706,-0.010671135384281799,-0.048435270986162134,-0.0031142245821748904,-0.013938151744677926,-0.0017080825132675947,-0.0075867653797968265,-0.015376731180853809,-0.06393212915890012,0.004711913233847398,0.01998228082257175
2025/08/02,0.2010203069750151,1275,True,-0.009393352928099313,-0.04672837818950708,-0.008626007445629802,-0.0411455239242706,-0.010671135384281799,-0.048435270986162134,-0.0031142245821748904,-0.013938151744677926,-0.0017080825132675947,-0.0075867653797968265,-0.015376731180853809,-0.06393212915890012
2025/08/03,0.1916269540469158,1546,True,0.007236333745510221,0.03776260903118336,-0.009393352928099313,-0.04672837818950708,-0.008626007445629802,-0.0411455239242706,-0.010671135384281799,-0.048435270986162134,-0.0031142245821748904,-0.013938151744677926,-0.0017080825132675947,-0.0075867653797968265
2025/08/04,0.198863287792426,3318,True,0.011616268984659978,0.058413340710654786,0.007236333745510221,0.03776260903118336,-0.009393352928099313,-0.04672837818950708,-0.008626007445629802,-0.0411455239242706,-0.010671135384281799,-0.048435270986162134,-0.0031142245821748904,-0.013938151744677926
2025/08/05,0.210479556777086,17619,True,-0.010837367421875382,-0.051488931218878355,0.011616268984659978,0.058413340710654786,0.007236333745510221,0.03776260903118336,-0.009393352928099313,-0.04672837818950708,-0.008626007445629802,-0.0411455239242706,-0.010671135384281799,-0.048435270986162134
2025/08/06,0.1996421893552106,2653,True,0.005602627431032403,0.028063343971168365,-0.010837367421875382,-0.051488931218878355,0.011616268984659978,0.058413340710654786,0.007236333745510221,0.03776260903118336,-0.009393352928099313,-0.04672837818950708,-0.008626007445629802,-0.0411455239242706
2025/08/07,0.205244816786243,2022,True,0.01718113227468679,0.08371043197929076,0.005602627431032403,0.028063343971168365,-0.010837367421875382,-0.051488931218878355,0.011616268984659978,0.058413340710654786,0.007236333745510221,0.03776260903118336,-0.009393352928099313,-0.04672837818950708
2025/08/08,0.2224259490609298,2058,True,0.007926069769771588,0.035634645162738524,0.01718113227468679,0.08371043197929076,0.005602627431032403,0.028063343971168365,-0.010837367421875382,-0.051488931218878355,0.011616268984659978,0.058413340710654786,0.007236333745510221,0.03776260903118336
2025/08/09,0.2303520188307014,3100,True,0.010439057202692004,0.04531784551176107,0.007926069769771588,0.035634645162738524,0.01718113227468679,0.08371043197929076,0.005602627431032403,0.028063343971168365,-0.010837367421875382,-0.051488931218878355,0.011616268984659978,0.058413340710654786
2025/08/10,0.2407910760333934,3342,True,-0.006875925668295285,-0.02855556684892142,0.010439057202692004,0.04531784551176107,0.007926069769771588,0.035634645162738524,0.01718113227468679,0.08371043197929076,0.005602627431032403,0.028063343971168365,-0.010837367421875382,-0.051488931218878355
2025/08/11,0.2339151503650981,3153,True,-0.01111845531075531,-0.04753200163991715,-0.006875925668295285,-0.02855556684892142,0.010439057202692004,0.04531784551176107,0.007926069769771588,0.035634645162738524,0.01718113227468679,0.08371043197929076,0.005602627431032403,0.028063343971168365
2025/08/12,0.2227966950543428,8398,True,0.0134897010041172,0.06054713244658723,-0.01111845531075531,-0.04753200163991715,-0.006875925668295285,-0.02855556684892142,0.010439057202692004,0.04531784551176107,0.007926069769771588,0.035634645162738524,0.01718113227468679,0.08371043197929076
2025/08/13,0.23628639605846,1232,True,0.00921279832124941,0.03898996503789434,0.0134897010041172,0.06054713244658723,-0.01111845531075531,-0.04753200163991715,-0.006875925668295285,-0.02855556684892142,0.010439057202692004,0.04531784551176107,0.007926069769771588,0.035634645162738524
2025/08/14,0.2454991943797094,744,True,-0.021309276294034396,-0.0867997809437847,0.00921279832124941,0.03898996503789434,0.0134897010041172,0.06054713244658723,-0.01111845531075531,-0.04753200163991715,-0.006875925668295285,-0.02855556684892142,0.010439057202692004,0.04531784551176107
2025/08/15,0.224189918085675,2769,True,0.004022718625627697,0.017943352047126403,-0.021309276294034396,-0.0867997809437847,0.00921279832124941,0.03898996503789434,0.0134897010041172,0.06054713244658723,-0.01111845531075531,-0.04753200163991715,-0.006875925668295285,-0.02855556684892142
2025/08/16,0.2282126367113027,1769,True,0.0028065694490807813,0.012298045759101385,0.004022718625627697,0.017943352047126403,-0.021309276294034396,-0.0867997809437847,0.00921279832124941,0.03898996503789434,0.0134897010041172,0.06054713244658723,-0.01111845531075531,-0.04753200163991715
2025/08/17,0.2310192061603835,6248,True,0.00441643169776601,0.019117162469599748,0.0028065694490807813,0.012298045759101385,0.004022718625627697,0.017943352047126403,-0.021309276294034396,-0.0867997809437847,0.00921279832124941,0.03898996503789434,0.0134897010041172,0.06054713244658723
2025/08/18,0.2354356378581495,2456,True,-0.012975073034413587,-0.055110913336880195,0.00441643169776601,0.019117162469599748,0.0028065694490807813,0.012298045759101385,0.004022718625627697,0.017943352047126403,-0.021309276294034396,-0.0867997809437847,0.00921279832124941,0.03898996503789434
2025/08/19,0.2224605648237359,3158,True,-0.013350089828880723,-0.06001103988681551,-0.012975073034413587,-0.055110913336880195,0.00441643169776601,0.019117162469599748,0.0028065694490807813,0.012298045759101385,0.004022718625627697,0.017943352047126403,-0.021309276294034396,-0.0867997809437847
