date,price,tweet_count,has_tweet,price_diff
2014/02/01,0.00151513,1310,True,-0.00010074999999999993
2014/02/02,0.00141438,761,True,-8.007999999999995e-05
2014/02/03,0.0013343,708,True,-0.00021127000000000016
2014/02/04,0.00112303,917,True,0.00018948000000000012
2014/02/05,0.00131251,807,True,-2.2800000000001205e-06
2014/02/06,0.00131023,741,True,-0.00018743999999999987
2014/02/07,0.00112279,1011,True,9.590000000000076e-06
2014/02/08,0.00113238,670,True,8.293999999999988e-05
2014/02/09,0.00121532,612,True,-2.1820000000000086e-05
2014/02/10,0.0011935,585,True,0.00042357000000000007
2014/02/11,0.00161707,103,True,0.00026855999999999994
2014/02/12,0.00188563,84,True,-0.0001266399999999999
2014/02/13,0.00175899,43,True,-0.00014213000000000008
2014/02/14,0.00161686,97,True,-0.00015394999999999992
2014/02/15,0.00146291,515,True,-3.322999999999998e-05
2014/02/16,0.00142968,0,False,-4.867000000000001e-05
2014/02/17,0.00138101,953,True,-2.4750000000000032e-05
2014/02/18,0.00135626,636,True,2.3400000000000027e-05
2014/02/19,0.00137966,667,True,-0.00013035
2014/02/20,0.00124931,513,True,-5.436999999999998e-05
2014/02/21,0.00119494,708,True,7.101000000000004e-05
2014/02/22,0.00126595,556,True,-6.488999999999996e-05
2014/02/23,0.00120106,510,True,-0.0001035700000000001
2014/02/24,0.00109749,706,True,-0.00013604800000000005
2014/02/25,0.000961442,778,True,0.00016069800000000003
2014/02/26,0.00112214,965,True,4.0090000000000004e-05
2014/02/27,0.00116223,746,True,-8.441000000000004e-05
2014/02/28,0.00107782,601,True,-1.0070000000000044e-05
2014/03/01,0.00106775,999,True,-0.00010870999999999993
2014/03/02,0.00095904,491,True,0.0001024000000000001
2014/03/03,0.00106144,551,True,3.396999999999992e-05
2014/03/04,0.00109541,568,True,-4.97500000000001e-05
2014/03/05,0.00104566,515,True,2.6850000000000138e-05
2014/03/06,0.00107251,426,True,-6.12500000000001e-05
2014/03/07,0.00101126,490,True,-7.516899999999993e-05
2014/03/08,0.000936091,366,True,-9.480600000000001e-05
2014/03/09,0.000841285,371,True,3.2972000000000036e-05
2014/03/10,0.000874257,601,True,-8.560000000000002e-05
2014/03/11,0.000788657,519,True,-3.5220999999999994e-05
2014/03/12,0.000753436,552,True,0.000167658
2014/03/13,0.000921094,612,True,-4.5093000000000064e-05
2014/03/14,0.000876001,606,True,-7.678000000000003e-06
2014/03/15,0.000868323,528,True,-3.163499999999991e-05
2014/03/16,0.000836688,812,True,-3.189600000000001e-05
2014/03/17,0.000804792,898,True,-3.5208000000000006e-05
2014/03/18,0.000769584,924,True,1.9165000000000024e-05
2014/03/19,0.000788749,975,True,-2.4153000000000065e-05
2014/03/20,0.000764596,934,True,-4.495599999999997e-05
2014/03/21,0.00071964,690,True,-2.6972e-05
2014/03/22,0.000692668,716,True,-9.460999999999996e-06
2014/03/23,0.000683207,328,True,1.663000000000001e-05
2014/03/24,0.000699837,696,True,-2.502400000000001e-05
2014/03/25,0.000674813,1234,True,-2.9489000000000056e-05
2014/03/26,0.000645324,1847,True,-9.8902e-05
2014/03/27,0.000546422,1718,True,-1.6685000000000007e-05
2014/03/28,0.000529737,999,True,8.538600000000001e-05
2014/03/29,0.000615123,754,True,-8.408500000000002e-05
2014/03/30,0.000531038,717,True,-2.8714999999999904e-05
2014/03/31,0.000502323,957,True,3.383925599999998e-05
2014/04/01,0.000536162256,955,True,-5.9270906000000005e-05
2014/04/02,0.00047689135,739,True,-3.4279972000000034e-05
2014/04/03,0.000442611378,1044,True,2.4222990000000015e-05
2014/04/04,0.000466834368,892,True,1.1936309000000001e-05
2014/04/05,0.000478770677,743,True,-1.3460848999999992e-05
2014/04/06,0.000465309828,682,True,-5.50682800000001e-06
2014/04/07,0.000459803,918,True,-4.8345619999999785e-06
2014/04/08,0.000454968438,1020,True,-1.917212100000003e-05
2014/04/09,0.000435796317,1083,True,-0.00011103968699999997
2014/04/10,0.00032475663,848,True,0.00010370079599999999
2014/04/11,0.000428457426,591,True,-1.621062600010002e-05
2014/04/12,0.0004122467999999,410,True,-3.4642754999899986e-05
2014/04/13,0.000377604045,404,True,6.6300741e-05
2014/04/14,0.000443904786,522,True,0.00013343207700000002
2014/04/15,0.000577336863,520,True,0.00012644926199999998
2014/04/16,0.000703786125,653,True,-8.084212500000007e-05
2014/04/17,0.000622944,481,True,-3.4719623999999896e-05
2014/04/18,0.000588224376,495,True,4.8746028999999895e-05
2014/04/19,0.000636970405,289,True,-1.5323279999999995e-05
2014/04/20,0.000621647125,0,False,-1.5658965999999926e-05
2014/04/21,0.000605988159,271,True,-3.386126500000007e-05
2014/04/22,0.000572126894,167,True,-6.597893999999902e-06
2014/04/23,0.000565529,239,True,2.8852949999999024e-06
2014/04/24,0.000568414295,0,False,-6.831499199999992e-05
2014/04/25,0.000500099303,91,True,-2.814730300000005e-05
2014/04/26,0.000471952,146,True,-2.5271967999999977e-05
2014/04/27,0.000446680032,32,True,2.5193567999999967e-05
2014/04/28,0.0004718736,408,True,2.0156099999999995e-05
2014/04/29,0.0004920297,79,True,1.0816684000000058e-05
2014/04/30,0.000502846384,69,True,6.855871999999932e-06
2014/05/01,0.000509702256,540,True,-2.6316249999999946e-05
2014/05/02,0.000483386006,554,True,-2.765104100000001e-05
2014/05/03,0.000455734965,21,True,1.7263122999999997e-05
2014/05/04,0.000472998088,567,True,-1.817742200000002e-05
2014/05/05,0.000454820666,197,True,-6.71909599999997e-06
2014/05/06,0.00044810157,116,True,2.1949429999999965e-05
2014/05/07,0.000470051,10,True,-6.44590199999997e-06
2014/05/08,0.000463605098,24,True,1.9687665999999998e-05
2014/05/09,0.000483292764,156,True,8.875859999999693e-07
2014/05/10,0.00048418035,367,True,-3.0445717999999988e-05
2014/05/11,0.000453734632,338,True,-5.760831999999981e-06
2014/05/12,0.0004479738,723,True,2.450349999999989e-06
2014/05/13,0.00045042415,1184,True,2.707484000000031e-06
2014/05/14,0.000453131634,696,True,-8.88163400000004e-06
2014/05/15,0.00044425,263,True,9.150000000000412e-07
2014/05/16,0.000445165,34,True,6.882999999999846e-07
2014/05/17,0.0004458533,1390,True,-6.082132999999984e-06
2014/05/18,0.000439771167,802,True,4.098832999999992e-06
2014/05/19,0.00044387,495,True,1.5375864999999994e-05
2014/05/20,0.000459245865,469,True,-4.688184000000003e-06
2014/05/21,0.000454557681,494,True,-2.601887500000002e-05
2014/05/22,0.000428538806,496,True,-1.4203556000000014e-05
2014/05/23,0.00041433525,402,True,1.4613556000000018e-05
2014/05/24,0.000428948806,282,True,-1.3303814999999987e-05
2014/05/25,0.000415644991,400,True,-2.1502235000100012e-05
2014/05/26,0.0003941427559999,340,True,-6.899756000000004e-06
2014/05/27,0.0003872429999999,349,True,1.4132440000000227e-06
2014/05/28,0.0003886562439999,322,True,1.373156000099979e-06
2014/05/29,0.0003900294,292,True,-4.218724799999999e-05
2014/05/30,0.000347842152,373,True,-1.2772152000000022e-05
2014/05/31,0.00033507,312,True,8.103510500000004e-05
2014/07/01,0.0002585847165591,567,True,-3.7366564995500005e-05
2014/07/02,0.0002212181515636,74,True,-5.750816191699978e-06
2014/07/03,0.0002154673353719,483,True,1.581832303049999e-05
2014/07/04,0.0002312856584024,439,True,-1.0315415047299994e-05
2014/07/05,0.0002209702433551,378,True,1.135757741079998e-05
2014/07/06,0.0002323278207659,310,True,-9.193943319899981e-06
2014/07/07,0.000223133877446,466,True,3.6637022959899995e-05
2014/07/08,0.0002597709004059,418,True,2.0654866051900004e-05
2014/07/09,0.0002804257664578,404,True,-1.3919803947100014e-05
2014/07/10,0.0002665059625107,335,True,3.0464709442000167e-06
2014/07/11,0.0002695524334549,336,True,2.4089694093999974e-06
2014/07/12,0.0002719614028643,324,True,-5.0555460963999915e-06
2014/07/13,0.0002669058567679,240,True,-1.2094728396799999e-05
2014/07/14,0.0002548111283711,433,True,-4.776948869999998e-06
2014/07/15,0.0002500341795011,505,True,-1.6062616230000008e-05
2014/07/16,0.0002339715632711,371,True,2.3344829686399972e-05
2014/07/17,0.0002573163929575,391,True,-1.2305225305299968e-05
2014/07/18,0.0002450111676522,353,True,-6.399482655800016e-06
2014/07/19,0.0002386116849964,303,True,-2.2496354107000066e-06
2014/07/20,0.0002363620495857,295,True,-4.487612666499984e-06
2014/07/21,0.0002318744369192,291,True,-1.5349802201400012e-05
2014/07/22,0.0002165246347178,308,True,5.606347593400013e-06
2014/07/23,0.0002221309823112,337,True,-9.917927251700003e-06
2014/07/24,0.0002122130550595,356,True,-2.5737570759999445e-07
2014/07/25,0.0002119556793519,506,True,-8.021491990900016e-06
2014/07/26,0.000203934187361,307,True,1.3325747426600008e-05
2014/07/27,0.0002172599347876,182,True,-1.3676334033e-05
2014/07/28,0.0002035836007546,284,True,5.768299999099987e-06
2014/07/29,0.0002093519007537,289,True,-1.3476399314099992e-05
2014/07/30,0.0001958755014396,320,True,1.1023635404900007e-05
2014/07/31,0.0002068991368445,258,True,2.406616805800002e-06
2014/08/01,0.0002093057536503,244,True,-3.021945184600018e-06
2014/08/02,0.0002062838084657,215,True,-5.8979070322999776e-06
2014/08/03,0.0002003859014334,315,True,1.1828034349997533e-07
2014/08/04,0.0002005041817769,458,True,-1.4251181326299986e-05
2014/08/05,0.0001862530004506,374,True,-7.037345454499988e-06
2014/08/06,0.0001792156549961,303,True,-7.153716717000179e-07
2014/08/07,0.0001785002833244,327,True,-1.164721703729999e-05
2014/08/08,0.0001668530662871,300,True,-4.284952398999958e-07
2014/08/09,0.0001664245710472,224,True,-1.697760310740001e-05
2014/08/10,0.0001494469679398,264,True,-7.81854256559999e-06
2014/08/11,0.0001416284253742,380,True,5.914847710799978e-06
2014/08/12,0.000147543273085,288,True,-4.12361650759999e-06
2014/08/13,0.0001434196565774,311,True,1.8750247798000159e-06
2014/08/14,0.0001452946813572,375,True,-2.6786683226900007e-05
2014/08/15,0.0001185079981303,257,True,1.636015129299999e-05
2014/08/16,0.0001348681494233,236,True,-1.023290728879999e-05
2014/08/17,0.0001246352421345,208,True,-1.852211008150001e-05
2014/08/18,0.000106113132053,285,True,9.161674145800004e-06
2014/08/19,0.0001152748061988,406,True,1.5005179675799991e-05
2014/08/20,0.0001302799858746,326,True,-1.216795562999928e-07
2014/08/21,0.0001301583063183,339,True,-5.69950562939999e-06
2014/08/22,0.0001244588006889,453,True,-5.4342683569000045e-06
2014/08/23,0.000119024532332,288,True,3.7520348255000013e-06
2014/08/24,0.0001227765671575,262,True,-1.0694670081200003e-05
2014/08/25,0.0001120818970763,336,True,3.7598910298699986e-05
2014/08/26,0.000149680807375,371,True,-1.1622293649799983e-05
2014/08/27,0.0001380585137252,304,True,-5.563466395299999e-06
2014/08/28,0.0001324950473299,266,True,-4.178020875700013e-06
2014/08/29,0.0001283170264542,276,True,5.641182967299998e-06
2014/08/30,0.0001339582094215,214,True,-1.2122453931999835e-06
2014/08/31,0.0001327459640283,316,True,-3.00639938960001e-06
2014/09/01,0.0001297395646387,420,True,-6.505164918000012e-07
2014/09/02,0.0001290890481469,278,True,8.201958988499991e-06
2014/09/03,0.0001372910071354,370,True,2.1151913999400024e-05
2014/09/04,0.0001584429211348,813,True,6.8274402147e-06
2014/09/05,0.0001652703613495,464,True,4.216839579549998e-05
2014/09/06,0.000207438757145,419,True,-2.01844715706e-05
2014/09/07,0.0001872542855744,337,True,-1.0002131492199999e-05
2014/09/08,0.0001772521540822,323,True,1.7720556098600016e-05
2014/09/09,0.0001949727101808,308,True,-8.2044102297e-06
2014/09/10,0.0001867682999511,358,True,2.10256328369e-05
2014/09/11,0.000207793932788,447,True,-8.075422637000016e-07
2014/09/12,0.0002069863905243,454,True,5.4849747352700006e-05
2014/09/13,0.000261836137877,357,True,7.121990639179996e-05
2014/09/14,0.0003330560442688,590,True,-7.38341602749996e-06
2014/09/15,0.0003256726282413,488,True,-4.04752994592e-05
2014/09/16,0.0002851973287821,401,True,-1.75452162758e-05
2014/09/17,0.0002676521125063,357,True,2.85044116288e-05
2014/09/18,0.0002961565241351,415,True,-2.0294668848700023e-05
2014/09/19,0.0002758618552864,382,True,1.666019491550002e-05
2014/09/20,0.0002925220502019,401,True,-7.031289031500022e-06
2014/09/21,0.0002854907611704,402,True,8.833332725800011e-06
2014/09/22,0.0002943240938962,326,True,1.7567722450099977e-05
2014/09/23,0.0003118918163463,350,True,3.6081552473e-05
2014/09/24,0.0003479733688193,57,True,2.2566019285500023e-05
2014/09/25,0.0003705393881048,455,True,7.741478702669998e-05
2014/09/26,0.0004479541751315,559,True,-7.165050545080001e-05
2014/09/27,0.0003763036696807,401,True,1.6343976542200012e-05
2014/09/28,0.0003926476462229,403,True,1.6751570480001742e-07
2014/09/29,0.0003928151619277,388,True,6.232909113100017e-06
2014/09/30,0.0003990480710408,393,True,-3.3984860715700026e-05
2014/10/01,0.0003650632103251,366,True,-3.438282415470001e-05
2014/10/02,0.0003306803861704,317,True,-9.978454925900016e-06
2014/10/03,0.0003207019312445,314,True,-2.672655131669995e-05
2014/10/04,0.0002939753799278,337,True,-1.951098764370004e-05
2014/10/05,0.0002744643922841,344,True,1.894650378460002e-05
2014/10/06,0.0002934108960687,431,True,-1.3516910099997843e-08
2014/10/07,0.0002933973791586,514,True,-3.7227480106999866e-06
2014/10/08,0.0002896746311479,349,True,3.420096316000061e-07
2014/10/09,0.0002900166407795,252,True,-2.151117531930003e-05
2014/10/10,0.0002685054654602,269,True,9.635122114599979e-06
2014/10/11,0.0002781405875748,212,True,1.3113213546600035e-05
2014/10/12,0.0002912538011214,229,True,-7.2543757114999926e-06
2014/10/13,0.0002839994254099,267,True,-1.01983081260003e-06
2014/10/14,0.0002829795945973,271,True,-1.1426655545199974e-05
2014/10/15,0.0002715529390521,790,True,-1.5348441889200025e-05
2014/10/16,0.0002562044971629,403,True,-7.3533072417e-06
2014/10/17,0.0002488511899212,282,True,6.156973315400011e-06
2014/10/18,0.0002550081632366,230,True,-1.6946439109699987e-05
2014/10/19,0.0002380617241269,288,True,-8.466438698600013e-06
2014/10/20,0.0002295952854283,247,True,-1.5170704365000088e-06
2014/10/21,0.0002280782149918,340,True,2.5374644305899992e-05
2014/10/22,0.0002534528592977,307,True,-7.97721662699997e-06
2014/10/23,0.0002454756426707,327,True,4.650366559699997e-06
2014/10/24,0.0002501260092304,282,True,-1.9296408967000374e-06
2014/10/25,0.0002481963683337,205,True,-8.599648266999519e-07
2014/10/26,0.000247336403507,221,True,3.664348907999834e-07
2014/10/27,0.0002477028383978,19,True,6.272038347299982e-06
2014/10/28,0.0002539748767451,292,True,-1.5087712882599983e-05
2014/10/29,0.0002388871638625,369,True,3.2856320160000885e-07
2014/10/30,0.0002392157270641,242,True,-3.847436181700017e-06
2014/10/31,0.0002353682908824,274,True,-1.3039032411899995e-05
2015/11/01,0.0001337011571281,140,True,3.5580415076000055e-06
2015/11/02,0.0001372591986357,24,True,8.769383237700008e-06
2015/11/03,0.0001460285818734,0,False,-1.2223317595399993e-05
2015/11/04,0.000133805264278,10,True,4.434631792199983e-06
2015/11/05,0.0001382398960702,0,False,-2.9625490849998696e-07
2015/11/06,0.0001379436411617,163,True,2.892857242700001e-06
2015/11/07,0.0001408364984044,69,True,-8.428154208499995e-06
2015/11/08,0.0001324083441959,29,True,8.578254044999797e-07
2015/11/09,0.0001332661696004,149,True,-1.2790711830899988e-05
2015/11/10,0.0001204754577695,155,True,1.4266607054000006e-06
2015/11/11,0.0001219021184749,105,True,8.592296532000006e-06
2015/11/12,0.0001304944150069,120,True,2.270928890299982e-06
2015/11/13,0.0001327653438972,139,True,-2.8465896569999916e-06
2015/11/14,0.0001299187542402,136,True,-4.507468039399991e-06
2015/11/15,0.0001254112862008,141,True,5.128105252299981e-06
2015/11/16,0.0001305393914531,136,True,1.7676114044000207e-06
2015/11/17,0.0001323070028575,132,True,2.104568472399991e-06
2015/11/18,0.0001344115713299,151,True,-3.825992383799998e-06
2015/11/19,0.0001305855789461,150,True,-2.5992512785999987e-06
2015/11/20,0.0001279863276675,152,True,2.9893191798999934e-06
2015/11/21,0.0001309756468474,105,True,-4.336042039899984e-06
2015/11/22,0.0001266396048075,136,True,2.3724125156999814e-06
2015/11/23,0.0001290120173232,129,True,-7.561962414999966e-07
2015/11/24,0.0001282558210817,156,True,5.730193215399993e-06
2015/11/25,0.0001339860142971,151,True,-3.281699481999772e-07
2015/11/26,0.0001336578443489,168,True,2.0768020719997985e-07
2015/11/27,0.0001338655245561,177,True,-2.157065707399997e-06
2015/11/28,0.0001317084588487,168,True,1.4331337635000167e-06
2015/11/29,0.0001331415926122,170,True,-3.6854758134999993e-06
2015/11/30,0.0001294561167987,267,True,-2.3480803820000184e-06
2015/12/01,0.0001271080364167,40,True,1.906309331400018e-06
2015/12/02,0.0001290143457481,2,True,-1.9891925023e-06
2015/12/03,0.0001270251532458,0,False,2.0716602510999964e-06
2015/12/04,0.0001290968134969,8,True,2.5174664026000025e-06
2015/12/05,0.0001316142798995,137,True,-3.4142172298000167e-06
2015/12/06,0.0001282000626697,154,True,-5.287496039998226e-08
2015/12/07,0.0001281471877093,173,True,1.688954750699999e-05
2015/12/08,0.0001450367352163,197,True,4.144023800999996e-06
2015/12/09,0.0001491807590173,208,True,-4.787585843699988e-06
2015/12/10,0.0001443931731736,194,True,1.318866492149999e-05
2015/12/11,0.0001575818380951,214,True,-2.8087105293999963e-06
2015/12/12,0.0001547731275657,138,True,-1.9732846276999927e-06
2015/12/13,0.000152799842938,158,True,-1.1679617008000201e-06
2015/12/14,0.0001516318812372,174,True,9.042246030199996e-06
2015/12/15,0.0001606741272674,167,True,1.0277475479000082e-06
2015/12/16,0.0001617018748153,157,True,-3.620101026499987e-06
2015/12/17,0.0001580817737888,164,True,2.4583458563000023e-06
2015/12/18,0.0001605401196451,202,True,1.004741428599999e-06
2015/12/19,0.0001615448610737,166,True,-9.677524956000011e-06
2015/12/20,0.0001518673361177,128,True,-2.0499256258000003e-06
2015/12/21,0.0001498174104919,142,True,-1.8401128219000117e-06
2015/12/22,0.00014797729767,201,True,4.209755903200005e-06
2015/12/23,0.0001521870535732,130,True,3.5724659411000195e-06
2015/12/24,0.0001557595195143,161,True,-1.0932889222000188e-06
2015/12/25,0.0001546662305921,129,True,-7.979118880999987e-06
2015/12/26,0.0001466871117111,116,True,5.311804450899995e-06
2015/12/27,0.000151998916162,121,True,-1.3756890272899992e-05
2015/12/28,0.0001382420258891,146,True,2.3633232278199993e-05
2015/12/29,0.0001618752581673,169,True,-1.2092834520100002e-05
2015/12/30,0.0001497824236472,179,True,2.3198564475999895e-06
2015/12/31,0.0001521022800948,121,True,-1.6494358024299994e-05
2016/01/01,0.0001356079220705,104,True,2.1220897491700007e-05
2016/01/02,0.0001568288195622,101,True,-6.360763469000002e-06
2016/01/03,0.0001504680560932,98,True,-1.720963676500012e-06
2016/01/04,0.0001487470924167,121,True,7.533448364400021e-06
2016/01/05,0.0001562805407811,137,True,5.931887364299995e-06
2016/01/06,0.0001622124281454,121,True,-7.088894645799999e-06
2016/01/07,0.0001551235334996,163,True,5.927807526999993e-06
2016/01/08,0.0001610513410266,143,True,2.4047734765399994e-05
2016/01/09,0.000185099075792,146,True,-3.945170091099995e-06
2016/01/10,0.0001811539057009,121,True,2.552466961299989e-06
2016/01/11,0.0001837063726622,103,True,6.3037658778000195e-06
2016/01/12,0.00019001013854,125,True,-3.1122250295000185e-06
2016/01/13,0.0001868979135105,107,True,-4.488324752399995e-06
2016/01/14,0.0001824095887581,94,True,-3.3546298420299994e-05
2016/01/15,0.0001488632903378,151,True,7.199717797600001e-06
2016/01/16,0.0001560630081354,105,True,-3.4357928186999967e-06
2016/01/17,0.0001526272153167,105,True,-3.187679500500011e-06
2016/01/18,0.0001494395358162,150,True,-1.4934677999999977e-06
2016/01/19,0.0001479460680162,119,True,1.7185593839700008e-05
2016/01/20,0.0001651316618559,110,True,-5.408451078500005e-06
2016/01/21,0.0001597232107774,132,True,4.398216456399999e-06
2016/01/22,0.0001641214272338,120,True,7.380812547000008e-06
2016/01/23,0.0001715022397808,91,True,1.7503378716099996e-05
2016/01/24,0.0001890056184969,222,True,2.2069568293899998e-05
2016/01/25,0.0002110751867908,277,True,0.0001301216950984
2016/01/26,0.0003411968818892,331,True,0.00010817796830490001
2016/01/27,0.0004493748501941,392,True,-0.00010812404795840002
2016/01/28,0.0003412508022357,249,True,-2.5260224675599996e-05
2016/01/29,0.0003159905775601,244,True,-5.9804974942999974e-05
2016/01/30,0.0002561856026171,184,True,6.7196497481999875e-06
2016/01/31,0.0002629052523653,265,True,-6.773824432000273e-07
2016/02/01,0.0002622278699221,199,True,-2.06169927339996e-06
2016/02/02,0.0002601661706487,285,True,2.153619333999956e-07
2016/02/03,0.0002603815325821,318,True,2.5603483102700007e-05
2016/02/04,0.0002859850156848,207,True,1.1215277914099957e-05
2016/02/05,0.0002972002935989,182,True,-6.114999886999901e-07
2016/02/06,0.0002965887936102,224,True,-1.5285098362599993e-05
2016/02/07,0.0002813036952476,251,True,-2.8278820840001943e-07
2016/02/08,0.0002810209070392,188,True,6.28452355460002e-06
2016/02/09,0.0002873054305938,156,True,1.7495692157000193e-06
2016/02/10,0.0002890549998095,218,True,-9.410107071500002e-06
2016/02/11,0.000279644892738,189,True,1.4703923392400003e-05
2016/02/12,0.0002943488161304,163,True,-5.9785576691000425e-06
2016/02/13,0.0002883702584613,158,True,3.285036418300023e-06
2016/02/14,0.0002916552948796,151,True,-1.1053586869000029e-06
2016/02/15,0.0002905499361927,148,True,-6.7487573456000215e-06
2016/02/16,0.0002838011788471,178,True,-1.0830616175299995e-05
2016/02/17,0.0002729705626718,172,True,-1.7960578022999823e-06
2016/02/18,0.0002711745048695,177,True,1.9084390551600008e-05
2016/02/19,0.0002902588954211,250,True,-2.537818974200027e-06
2016/02/20,0.0002877210764469,167,True,-4.871596770399957e-06
2016/02/21,0.0002828494796765,164,True,-3.834191166800032e-06
2016/02/22,0.0002790152885097,168,True,-2.638605570500006e-06
2016/02/23,0.0002763766829392,158,True,-2.3262631647999877e-06
2016/02/24,0.0002740504197744,160,True,-1.0024983207599996e-05
2016/02/25,0.0002640254365668,216,True,-6.204215894599992e-06
2016/02/26,0.0002578212206722,190,True,-3.988965502099999e-06
2016/02/27,0.0002538322551701,153,True,-1.1609698225999903e-06
2016/02/28,0.0002526712853475,189,True,-4.388638086900022e-06
2016/02/29,0.0002482826472606,190,True,-1.2823708530999844e-06
2016/03/01,0.0002470002764075,135,True,-5.4431664717e-06
2016/03/02,0.0002415571099358,146,True,-5.330291830000274e-08
2016/03/03,0.0002415038070175,171,True,-5.278984183100006e-06
2016/03/04,0.0002362248228344,156,True,-1.656472578019999e-05
2016/03/05,0.0002196600970542,160,True,-8.5265823610001e-07
2016/03/06,0.0002188074388181,161,True,9.795627867499986e-06
2016/03/07,0.0002286030666856,203,True,-9.142980343599988e-06
2016/03/08,0.000219460086342,150,True,6.529388660800014e-06
2016/03/09,0.0002259894750028,151,True,1.7556783888899978e-05
2016/03/10,0.0002435462588917,203,True,-3.878329787099992e-06
2016/03/11,0.0002396679291046,161,True,-5.268457791899987e-06
2016/03/12,0.0002343994713127,155,True,8.034328154199992e-06
2016/03/13,0.0002424337994669,183,True,-7.545355279600007e-06
2016/03/14,0.0002348884441873,173,True,-4.751467842399989e-06
2016/03/15,0.0002301369763449,129,True,-2.832828173000016e-06
2016/03/16,0.0002273041481719,126,True,-5.95110006189998e-06
2016/03/17,0.00022135304811,172,True,-9.755013807500001e-06
2016/03/18,0.0002115980343025,154,True,6.407744132999978e-06
2016/03/19,0.0002180057784355,167,True,-7.558112551499978e-06
2016/03/20,0.000210447665884,170,True,1.7869221647999923e-06
2016/03/21,0.0002122345880488,159,True,2.6960832819999513e-07
2016/03/22,0.000212504196377,167,True,7.419646645000124e-07
2016/03/23,0.0002132461610415,145,True,-7.37267896800016e-07
2016/03/24,0.0002125088931447,139,True,7.570170820999961e-07
2016/03/25,0.0002132659102268,131,True,-1.2664828782000018e-06
2016/03/26,0.0002119994273486,141,True,2.293579984800014e-06
2016/03/27,0.0002142930073334,181,True,-6.779796283000092e-07
2016/03/28,0.0002136150277051,140,True,4.2283964034800015e-05
2016/03/29,0.0002558989917399,175,True,-2.4893950331800023e-05
2016/03/30,0.0002310050414081,140,True,1.3182098022000168e-06
2016/03/31,0.0002323232512103,152,True,-9.243728811800006e-06
2016/04/01,0.0002230795223985,170,True,2.682673842900016e-06
2016/04/02,0.0002257621962414,147,True,-4.417904225300018e-06
2016/04/03,0.0002213442920161,170,True,-1.4306908880000403e-07
2016/04/04,0.0002212012229273,130,True,-8.006724364099997e-06
2016/04/05,0.0002131944985632,120,True,1.3548732600009465e-08
2016/04/06,0.0002132080472958,162,True,-5.4396325253e-06
2016/04/07,0.0002077684147705,145,True,2.5069202677999993e-06
2016/04/08,0.0002102753350383,148,True,5.281641618000042e-07
2016/04/09,0.0002108034992001,135,True,-8.168608787899995e-06
2016/04/10,0.0002026348904122,169,True,8.635637262599977e-06
