run,train_acc,test_acc
0,0.479862,0.44207935498700807
1,0.480394,0.43950113116545664
2,0.480711,0.44100397487374365
3,0.480395,0.42895971760518226
4,0.479573,0.43142905919026564
5,0.480867,0.4287164128545562
6,0.479763,0.4394554275106429
7,0.480016,0.44017862063681323
8,0.479935,0.43709093548660277
9,0.479816,0.44103220360171685
