run,train_acc,test_acc
0,0.284501,0.24171964019695918
1,0.285407,0.24181288877264406
2,0.285867,0.24080193775088984
3,0.284905,0.24110670138849405
4,0.28574,0.24130798185064306
5,0.285365,0.24181516312814857
6,0.284867,0.24115332567633646
7,0.285662,0.24195844752493262
8,0.285228,0.23955786528992346
9,0.284496,0.24106917452266963
