run,train_acc,test_acc
0,0.483872,0.3917717290633574
1,0.484415,0.391465245731077
2,0.483874,0.39121925253016776
3,0.483332,0.39257960837344724
4,0.484425,0.3922166675852205
5,0.483828,0.39201368958884186
6,0.483179,0.39263606582939364
7,0.48324,0.391965297483745
8,0.484284,0.39232554982168855
9,0.484344,0.3923900726284844
