run,train_acc,test_acc
0,0.28244,0.2347628549925083
1,0.282656,0.23503806018806675
2,0.282545,0.23597316601383522
3,0.282942,0.23418482544198052
4,0.283509,0.23526394545610577
5,0.281702,0.2346671743331206
6,0.2821,0.23569894721682716
7,0.282769,0.2357936414776645
8,0.282484,0.23403390646377106
9,0.282606,0.23367781658708076
