run,train_acc,test_acc
0,0.5826648845363013,0.5290713943076432
1,0.5826652443203589,0.5290699666499155
2,0.5826652443203589,0.5290713943076432
3,0.5826652443203589,0.5290713943076432
4,0.5826648845363013,0.5290699666499155
5,0.5826652443203589,0.5290713943076432
6,0.5826645247522437,0.5290699666499155
7,0.5826641649681861,0.5290699666499155
8,0.5826652443203589,0.5290713943076432
9,0.5826645247522437,0.5290699666499155
