run,train_acc,test_acc
0,0.5792343435470031,0.5266086847274887
1,0.5792357826832335,0.5266172506738545
2,0.5792350631151183,0.5266101123852163
3,0.5792350631151183,0.526611540042944
4,0.5792339837629454,0.5266172506738545
5,0.5792347033310608,0.5266143953583992
6,0.5792361424672912,0.5266086847274887
7,0.5792343435470031,0.5266143953583992
8,0.5792311054904846,0.5266158230161269
9,0.5792343435470031,0.5266172506738545
