filename,date,start_time,finish_time,isCompleteData,normal_tweet_count,spammer_tweet_count,robot_tweet_count,tweet_total
DOGE_20131215.json,2013-12-15,23:59:40,00:01:32,True,242,44,0,286
DOGE_20131216.json,2013-12-16,23:59:09,00:07:12,True,523,19,0,542
DOGE_20131217.json,2013-12-17,23:56:45,00:00:27,True,498,65,0,563
DOGE_20131218.json,2013-12-18,23:57:28,00:01:50,True,645,92,0,737
DOGE_20131219.json,2013-12-19,23:55:46,00:00:22,True,959,110,0,1069
DOGE_20131220.json,2013-12-20,23:59:31,00:00:25,True,825,81,0,906
DOGE_20131221.json,2013-12-21,23:59:04,00:01:30,True,495,112,63,670
DOGE_20131222.json,2013-12-22,23:58:43,00:00:04,True,623,70,89,782
DOGE_20131223.json,2013-12-23,23:59:36,00:04:06,True,724,104,87,915
DOGE_20131224_Latest523.json,2013-12-24,23:57:25,05:19:46,False,371,81,71,523
DOGE_20131225.json,2013-12-25,23:57:14,00:00:26,True,310,59,96,465
DOGE_20131226.json,2013-12-26,23:57:16,00:00:40,True,1960,88,119,2167
DOGE_20131227.json,2013-12-27,23:59:55,00:00:57,True,847,94,56,997
DOGE_20131228.json,2013-12-28,23:57:14,00:00:44,True,414,52,83,549
DOGE_20131229.json,2013-12-29,23:58:11,00:01:07,True,497,120,90,707
DOGE_20131230.json,2013-12-30,23:57:18,00:01:12,True,412,43,82,537
DOGE_20131231.json,2013-12-31,23:57:13,00:00:07,True,259,83,89,431
