filename,date,start_time,finish_time,isCompleteData,normal_tweet_count,spammer_tweet_count,robot_tweet_count,tweet_total
DOGE_20220101_Latest30.json,2022-01-01,23:59:00,23:48:38,False,24,5,1,30
DOGE_20220102_Latest514.json,2022-01-02,23:58:40,21:07:01,False,429,72,13,514
DOGE_20220103_Latest38.json,2022-01-03,23:59:59,23:46:44,False,26,11,1,38
DOGE_20220104_Latest881.json,2022-01-04,23:59:59,20:29:35,False,777,84,20,881
DOGE_20220105_Latest532.json,2022-01-05,23:59:59,22:15:00,False,440,81,11,532
DOGE_20220106_Latest17.json,2022-01-06,23:59:59,23:54:17,False,14,3,0,17
DOGE_20220107_Latest426.json,2022-01-07,23:59:59,21:37:12,False,350,76,0,426
DOGE_20220108_Latest358.json,2022-01-08,23:59:59,21:51:26,False,291,54,13,358
DOGE_20220109_Latest325.json,2022-01-09,23:59:59,21:46:54,False,250,62,13,325
DOGE_20220110_Latest1578.json,2022-01-10,23:59:59,15:43:03,False,1326,201,51,1578
DOGE_20220111_Latest670.json,2022-01-11,23:59:59,20:53:49,False,534,110,26,670
DOGE_20220112_Latest611.json,2022-01-12,23:59:59,20:34:53,False,512,76,23,611
DOGE_20220113_Latest427.json,2022-01-13,23:59:59,22:56:54,False,374,47,6,427
DOGE_20220114_Latest36.json,2022-01-14,23:59:59,23:51:52,False,31,4,1,36
DOGE_20220115_Latest105.json,2022-01-15,23:59:59,23:31:02,False,83,10,12,105
DOGE_20220116_Latest1563.json,2022-01-16,23:59:59,16:22:00,False,1161,196,206,1563
DOGE_20220117_Latest86.json,2022-01-17,23:59:59,23:30:00,False,77,9,0,86
DOGE_20220118_Latest376.json,2022-01-18,23:59:59,21:57:58,False,245,62,69,376
DOGE_20220119_Latest643.json,2022-01-19,23:59:59,20:45:56,False,516,64,63,643
DOGE_20220120_Latest967.json,2022-01-20,23:59:59,19:48:50,False,733,83,151,967
DOGE_20220121_Latest694.json,2022-01-21,23:59:40,20:47:04,False,592,47,55,694
DOGE_20220122_Latest955.json,2022-01-22,23:59:58,19:20:55,False,668,107,180,955
DOGE_20220123_Latest1078.json,2022-01-23,23:59:59,19:18:49,False,863,141,74,1078
DOGE_20220124_Latest68.json,2022-01-24,23:59:59,23:28:15,False,58,10,0,68
DOGE_20220125_Latest4167.json,2022-01-25,23:59:55,12:41:43,False,3761,305,101,4167
DOGE_20220126_Latest284.json,2022-01-26,23:59:57,22:29:22,False,248,28,8,284
DOGE_20220127_Latest141.json,2022-01-27,23:59:50,23:12:27,False,96,9,36,141
DOGE_20220128_Latest205.json,2022-01-28,23:59:15,22:29:14,False,190,15,0,205
DOGE_20220129_Latest246.json,2022-01-29,23:59:30,22:18:07,False,187,59,0,246
DOGE_20220130_Latest74.json,2022-01-30,23:59:39,23:24:54,False,52,7,15,74
DOGE_20220131_Latest275.json,2022-01-31,23:59:00,22:00:00,False,242,33,0,275
