filename,date,start_time,finish_time,isCompleteData,normal_tweet_count,spammer_tweet_count,robot_tweet_count,tweet_total
DOGE_20140801.json,2014-08-01,23:57:17,00:00:09,True,244,900,0,1144
DOGE_20140802.json,2014-08-02,23:58:07,00:01:56,True,215,553,0,768
DOGE_20140803.json,2014-08-03,23:59:25,00:00:10,True,315,555,27,897
DOGE_20140804.json,2014-08-04,23:58:55,00:00:10,True,458,1085,22,1565
DOGE_20140805.json,2014-08-05,23:59:54,00:00:11,True,374,989,4,1367
DOGE_20140806.json,2014-08-06,23:58:20,00:00:13,True,303,1150,1,1454
DOGE_20140807.json,2014-08-07,23:57:58,00:00:14,True,327,1150,0,1477
DOGE_20140808.json,2014-08-08,23:57:54,00:00:15,True,300,1104,2,1406
DOGE_20140809.json,2014-08-09,23:57:18,00:00:10,True,224,565,0,789
DOGE_20140810.json,2014-08-10,23:56:01,00:00:10,True,264,551,19,834
DOGE_20140811.json,2014-08-11,23:57:43,00:00:09,True,380,1095,22,1497
DOGE_20140812.json,2014-08-12,23:57:53,00:00:10,True,288,1205,4,1497
DOGE_20140813.json,2014-08-13,23:59:17,00:00:11,True,311,1174,23,1508
DOGE_20140814.json,2014-08-14,23:58:10,00:00:10,True,375,1393,48,1816
DOGE_20140815.json,2014-08-15,23:56:47,00:00:10,True,257,1214,85,1556
DOGE_20140816.json,2014-08-16,23:59:03,00:00:08,True,236,569,2,807
DOGE_20140817.json,2014-08-17,23:54:42,00:00:09,True,208,482,0,690
DOGE_20140818.json,2014-08-18,23:49:57,00:00:09,True,285,1130,0,1415
DOGE_20140819.json,2014-08-19,23:57:46,00:00:11,True,406,1287,0,1693
DOGE_20140820.json,2014-08-20,23:59:53,00:00:09,True,326,1261,101,1688
DOGE_20140821.json,2014-08-21,23:55:47,00:00:09,True,339,1291,0,1630
DOGE_20140822.json,2014-08-22,23:56:09,00:00:09,True,453,1138,0,1591
DOGE_20140823.json,2014-08-23,23:56:13,00:00:08,True,288,433,0,721
DOGE_20140824.json,2014-08-24,23:57:16,00:00:13,True,262,463,123,848
DOGE_20140825.json,2014-08-25,23:58:00,00:00:09,True,336,1271,16,1623
DOGE_20140826.json,2014-08-26,23:55:12,00:00:08,True,371,1411,0,1782
DOGE_20140827.json,2014-08-27,23:57:13,00:00:10,True,304,413,7,724
DOGE_20140828.json,2014-08-28,23:59:30,00:00:09,True,266,217,163,646
DOGE_20140829.json,2014-08-29,23:56:49,00:00:12,True,276,219,2,497
DOGE_20140830.json,2014-08-30,23:58:58,00:00:19,True,214,189,61,464
DOGE_20140831.json,2014-08-31,23:59:22,00:00:10,True,316,229,43,588
