filename,date,start_time,finish_time,isCompleteData,normal_tweet_count,spammer_tweet_count,robot_tweet_count,tweet_total
DOGE_20210401.json,2021-04-01,23:59:55,00:00:03,True,7963,1913,294,10170
DOGE_20210402.json,2021-04-02,23:59:36,00:00:03,True,3797,1113,167,5077
DOGE_20210403_Latest898.json,2021-04-03,23:59:59,18:41:29,False,636,227,35,898
DOGE_20210404.json,2021-04-04,23:59:59,00:00:02,True,2601,794,122,3517
DOGE_20210405.json,2021-04-05,23:59:59,00:00:05,True,2754,967,185,3906
DOGE_20210406.json,2021-04-06,23:59:59,00:00:11,True,3838,1488,123,5449
DOGE_20210407.json,2021-04-07,23:59:59,00:00:02,True,3862,1480,135,5477
DOGE_20210408.json,2021-04-08,23:59:59,00:00:01,True,2662,1045,114,3821
DOGE_20210409.json,2021-04-09,23:59:59,00:00:02,True,3063,1130,252,4445
DOGE_20210410.json,2021-04-10,23:59:59,00:00:00,True,3491,1369,192,5052
DOGE_20210411.json,2021-04-11,23:59:59,00:00:03,True,8579,2753,290,11622
DOGE_20210412.json,2021-04-12,23:59:59,00:00:02,True,2836,2086,63,4985
DOGE_20210413.json,2021-04-13,23:59:59,00:00:16,True,11790,4375,63,16228
DOGE_20210414_Laetst23795.json,2021-04-14,23:59:59,03:15:45,False,18598,5049,148,23795
DOGE_20210415_Latest25940.json,2021-04-15,23:59:59,03:56:38,False,20520,5247,173,25940
DOGE_20210416_Latest11037.json,2021-04-16,23:59:59,19:17:19,False,9252,1727,58,11037
DOGE_20210417_Latest463.json,2021-04-17,23:59:57,23:26:56,False,348,110,5,463
DOGE_20210418_Latest21553.json,2021-04-18,23:59:55,01:59:58,False,16031,5314,208,21553
DOGE_20210419_Latest5173.json,2021-04-19,23:59:58,21:07:07,False,3969,1180,24,5173
DOGE_20210420_Latest37310.json,2021-04-20,23:59:59,02:20:48,False,28639,8097,574,37310
DOGE_20210421_Latest3160.json,2021-04-21,23:59:59,20:15:39,False,2160,919,81,3160
DOGE_20210422_Latest4137.json,2021-04-22,23:59:59,19:08:02,False,2993,1057,87,4137
DOGE_20210423_Latest5088.json,2021-04-23,23:59:59,16:40:03,False,3542,1514,32,5088
DOGE_20210424_Latest6266.json,2021-04-24,23:59:52,14:35:46,False,4589,1632,45,6266
DOGE_20210425.json,2021-04-25,23:59:57,00:00:00,True,8496,3796,117,12409
DOGE_20210426_Latest8792.json,2021-04-26,23:59:58,05:40:30,False,5898,2772,122,8792
DOGE_20210427.json,2021-04-27,23:59:59,00:00:03,True,8332,3825,119,12276
DOGE_20210428_Latest654.json,2021-04-28,23:59:59,23:10:27,False,474,173,7,654
DOGE_20210429_Latest11097.json,2021-04-29,23:59:59,02:37:07,False,7558,3334,205,11097
DOGE_20210430.json,2021-04-30,23:59:59,00:00:01,True,9370,3040,268,12678
