filename,date,start_time,finish_time,isCompleteData,normal_tweet_count,spammer_tweet_count,robot_tweet_count,tweet_total
DOGE_20180801.json,2018-08-01,23:54:16,00:00:32,True,314,6,73,393
DOGE_20180802.json,2018-08-02,23:56:01,00:00:03,True,303,8,72,383
DOGE_20180803.json,2018-08-03,23:52:06,00:00:09,True,306,8,72,386
DOGE_20180804.json,2018-08-04,23:57:26,00:00:32,True,256,2,67,325
DOGE_20180805.json,2018-08-05,23:58:27,00:00:31,True,253,1,74,328
DOGE_20180806.json,2018-08-06,23:59:50,00:00:12,True,333,10,74,417
DOGE_20180807.json,2018-08-07,23:56:37,00:00:32,True,290,2,73,365
DOGE_20180808.json,2018-08-08,23:53:37,00:00:08,True,274,30,69,373
DOGE_20180809.json,2018-08-09,23:54:51,00:00:32,True,284,2,74,360
DOGE_20180810.json,2018-08-10,23:56:10,00:00:32,True,311,8,70,389
DOGE_20180811.json,2018-08-11,23:58:55,00:00:19,True,296,9,70,375
DOGE_20180812.json,2018-08-12,23:45:58,00:00:14,True,253,4,72,329
DOGE_20180813.json,2018-08-13,23:44:16,00:00:08,True,304,8,71,383
DOGE_20180814.json,2018-08-14,23:47:04,00:00:17,True,353,8,75,436
DOGE_20180815_Latest160.json,2018-08-15,23:55:59,13:14:57,False,128,0,32,160
DOGE_20180816_Latest141.json,2018-08-16,23:59:34,15:15:14,False,115,0,26,141
DOGE_20180817_Latest62.json,2018-08-17,23:58:39,19:37:02,False,49,0,13,62
DOGE_20180818_Latest66.json,2018-08-18,23:56:59,19:15:02,False,51,0,15,66
DOGE_20180819.json,2018-08-19,23:58:45,00:00:31,True,312,1,68,381
DOGE_20180820.json,2018-08-20,23:56:56,00:00:31,True,319,1,76,396
DOGE_20180821_Latest30.json,2018-08-21,23:57:12,21:47:02,False,23,0,7,30
DOGE_20180822.json,2018-08-22,23:53:00,00:00:29,True,298,9,72,379
DOGE_20180823_Latest296.json,2018-08-23,23:59:55,05:38:02,False,239,0,57,296
DOGE_20180824_Latest396.json,2018-08-24,23:52:10,01:04:00,False,332,0,64,396
DOGE_20180825.json,2018-08-25,23:50:24,00:00:23,True,293,2,71,366
DOGE_20180826.json,2018-08-26,23:58:11,00:00:32,True,307,4,71,382
DOGE_20180827.json,2018-08-27,23:59:56,00:00:15,True,340,39,72,451
DOGE_20180828.json,2018-08-28,23:56:22,00:00:09,True,331,7,71,409
DOGE_20180829.json,2018-08-29,23:55:01,00:00:17,True,336,2,73,411
DOGE_20180830.json,2018-08-30,23:58:17,00:00:06,True,726,0,72,798
DOGE_20180831.json,2018-08-31,23:59:27,00:00:12,True,1405,1,68,1474
