filename,date,start_time,finish_time,isCompleteData,normal_tweet_count,spammer_tweet_count,robot_tweet_count,tweet_total
DOGE_20240701_Latest94.json,2024-07-01,23:59:48,22:47:36,False,75,19,0,94
DOGE_20240702_Latest760.json,2024-07-02,23:59:24,15:51:36,False,690,70,0,760
DOGE_20240703_Latest168.json,2024-07-03,23:59:30,22:20:46,False,118,49,1,168
DOGE_20240704_Latest290.json,2024-07-04,23:59:43,20:31:26,False,210,74,6,290
DOGE_20240705_Latest247.json,2024-07-05,23:59:18,20:50:29,False,208,38,1,247
DOGE_20240706_Latest206.json,2024-07-06,23:58:45,21:31:42,False,176,30,0,206
DOGE_20240707_Latest45.json,2024-07-07,23:59:56,23:16:22,False,32,13,0,45
DOGE_20240708_Latest290.json,2024-07-08,23:57:56,20:35:13,False,242,29,19,290
DOGE_20240709_Latest4.json,2024-07-09,23:58:38,23:54:56,False,4,0,0,4
DOGE_20240710_Latest149.json,2024-07-10,23:59:48,22:00:51,False,109,39,1,149
DOGE_20240711_Latest433.json,2024-07-11,23:58:17,19:01:38,False,279,154,0,433
DOGE_20240712_Latest100.json,2024-07-12,23:57:43,22:11:33,False,78,22,0,100
DOGE_20240713_Latest3.json,2024-07-13,23:58:42,23:49:38,False,1,2,0,3
DOGE_20240714_Latest15.json,2024-07-14,23:59:45,23:47:29,False,13,2,0,15
DOGE_20240715_Latest9.json,2024-07-15,23:59:57,23:56:59,False,6,3,0,9
DOGE_20240716_Latest1165.json,2024-07-16,23:59:07,14:06:36,False,912,253,0,1165
DOGE_20240717_Latest1888.json,2024-07-17,23:58:23,02:07:57,False,1597,281,10,1888
DOGE_20240718_Latest479.json,2024-07-18,23:59:44,17:47:05,False,402,77,0,479
DOGE_20240719_Latest185.json,2024-07-19,23:58:26,21:20:13,False,161,24,0,185
DOGE_20240720_Latest414.json,2024-07-20,23:58:52,19:47:49,False,347,67,0,414
DOGE_20240721.json,2024-07-21,23:59:46,00:00:00,True,2320,406,18,2744
DOGE_20240722_Latest1152.json,2024-07-22,23:59:38,14:49:58,False,997,155,0,1152
DOGE_20240723_Latest1236.json,2024-07-23,23:59:15,12:16:41,False,1004,219,13,1236
DOGE_20240724_Latest1167.json,2024-07-24,23:57:50,11:27:42,False,947,220,0,1167
DOGE_20240725_Latest1116.json,2024-07-25,23:59:31,11:50:32,False,887,228,1,1116
DOGE_20240726_Latest1356.json,2024-07-26,23:59:03,09:48:47,False,1158,198,0,1356
DOGE_20240727_Latest1406.json,2024-07-27,23:59:34,11:41:37,False,1213,161,32,1406
DOGE_20240728_Latest1114.json,2024-07-28,23:59:55,14:24:03,False,983,131,0,1114
DOGE_20240729_Latest8.json,2024-07-29,23:59:41,23:54:41,False,6,2,0,8
DOGE_20240730_Latest745.json,2024-07-30,23:59:42,16:50:13,False,646,99,0,745
DOGE_20240731_Latest1246.json,2024-07-31,23:58:44,12:08:09,False,1054,189,3,1246
