filename,date,start_time,finish_time,isCompleteData,normal_tweet_count,spammer_tweet_count,robot_tweet_count,tweet_total
DOGE_20180201.json,2018-02-01,23:57:17,00:00:32,True,654,319,82,1055
DOGE_20180202.json,2018-02-02,23:59:00,00:00:02,True,689,168,72,929
DOGE_20180203.json,2018-02-03,23:59:38,00:00:32,True,568,301,73,942
DOGE_20180204.json,2018-02-04,23:59:41,00:00:04,True,603,240,71,914
DOGE_20180205.json,2018-02-05,23:58:06,00:00:00,True,662,149,81,892
DOGE_20180206.json,2018-02-06,23:59:19,00:00:00,True,641,149,88,878
DOGE_20180207.json,2018-02-07,23:54:20,00:00:12,True,563,262,127,952
DOGE_20180208.json,2018-02-08,23:55:09,00:00:02,True,578,126,73,777
DOGE_20180209.json,2018-02-09,23:59:45,00:00:02,True,592,152,78,822
DOGE_20180210.json,2018-02-10,23:59:20,00:00:03,True,550,106,87,743
DOGE_20180211.json,2018-02-11,23:58:55,00:00:02,True,585,152,79,816
DOGE_20180212.json,2018-02-12,23:58:56,00:00:04,True,597,148,73,818
DOGE_20180213.json,2018-02-13,23:54:24,00:00:02,True,630,147,74,851
DOGE_20180214.json,2018-02-14,23:56:41,00:00:08,True,696,299,80,1075
DOGE_20180215.json,2018-02-15,23:59:42,00:00:03,True,691,152,76,919
DOGE_20180216.json,2018-02-16,23:57:13,00:00:32,True,739,117,73,929
DOGE_20180217.json,2018-02-17,23:57:33,00:00:01,True,582,194,74,850
DOGE_20180218.json,2018-02-18,23:59:46,00:00:08,True,906,182,97,1185
DOGE_20180219.json,2018-02-19,23:58:20,00:00:03,True,700,209,78,987
DOGE_20180220.json,2018-02-20,23:54:35,00:00:32,True,729,185,81,995
DOGE_20180221.json,2018-02-21,23:58:41,00:00:00,True,747,194,75,1016
DOGE_20180222.json,2018-02-22,23:59:41,00:00:16,True,649,144,82,875
DOGE_20180223.json,2018-02-23,23:55:17,00:00:32,True,534,142,73,749
DOGE_20180224.json,2018-02-24,23:59:22,00:00:03,True,481,147,91,719
DOGE_20180225.json,2018-02-25,23:59:12,00:00:31,True,484,119,76,679
DOGE_20180226.json,2018-02-26,23:56:20,00:00:03,True,463,109,77,649
DOGE_20180227.json,2018-02-27,23:56:12,00:00:32,True,463,144,80,687
DOGE_20180228.json,2018-02-28,23:59:33,00:00:00,True,479,89,79,647
