Date,EMA_12,EMA_26,MACD,Signal,RSI
2015-12-02,5.940438346688882e-07,5.923232627502955e-07,1.720571918592724e-09,3.900932578224484e-09,42.21748311298341
2015-12-03,5.91702702216262e-07,5.913235006004082e-07,3.792016158538009e-10,3.1965863857503475e-09,44.57888865006686
2015-12-04,5.911740690609169e-07,5.910970625341942e-07,7.700652672270336e-11,2.572670413944819e-09,51.718436751323416
2015-12-05,5.924916189030225e-07,5.917371425712616e-07,7.544763317608761e-10,2.20903159750803e-09,51.002907567937896
2015-12-06,5.912129521261349e-07,5.911773753328905e-07,3.557679324432847e-11,1.7743406366552899e-09,52.52360362736378
2015-12-07,5.900939356390211e-07,5.90641224934891e-07,-5.472892958698271e-10,1.3100146501502666e-09,48.48793935987488
2015-12-08,6.009873921677967e-07,5.958456825749778e-07,5.1417095928189414e-09,2.0763536386840014e-09,68.75756065844733
2015-12-09,6.131100754985631e-07,6.02063397481852e-07,1.1046678016711116e-08,3.870418514289425e-09,67.60897057634685
2015-12-10,6.200114220985796e-07,6.062045405127274e-07,1.3806881585852195e-08,5.857711128601979e-09,61.275584069649135
2015-12-11,6.350968580184508e-07,6.144906305175433e-07,2.060622750090754e-08,8.807414403063092e-09,69.57266379682218
2015-12-12,6.45892427863712e-07,6.212148847023659e-07,2.4677543161346026e-08,1.198144015471968e-08,68.83231550839024
2015-12-13,6.536437813804564e-07,6.267749840371945e-07,2.6868797343261907e-08,1.4958911592428128e-08,65.91063047809985
2015-12-14,6.593838263812041e-07,6.315289906926108e-07,2.7854835688593255e-08,1.7538096411661154e-08,68.71069997625712
2015-12-15,6.705798002314938e-07,6.389829659307942e-07,3.159683430069955e-08,2.0349843989468836e-08,75.44669034756264
2015-12-16,6.807738128603578e-07,6.462317004780769e-07,3.4542112382280926e-08,2.3188297668031256e-08,75.11520300874841
2015-12-17,6.868616656019333e-07,6.517215638264117e-07,3.5140101775521534e-08,2.5578658489529312e-08,73.27869871785333
2015-12-18,6.937363343270624e-07,6.576345600107719e-07,3.610177431629051e-08,2.7683281654881555e-08,73.43270549575658
2015-12-19,7.00257729701028e-07,6.634486966216658e-07,3.6809033079362285e-08,2.9508431939777705e-08,72.81988180862777
2015-12-20,6.989914622779475e-07,6.655656073497648e-07,3.342585492818267e-08,3.02919165374587e-08,66.47144092732506
2015-12-21,6.964829170833959e-07,6.668337785470683e-07,2.964913853632755e-08,3.016336093723247e-08,64.67368773482733
2015-12-22,6.930703017904012e-07,6.673868999642433e-07,2.5683401826157878e-08,2.9267369115017557e-08,52.50086205221581
2015-12-23,6.931339285243666e-07,6.693200092677198e-07,2.3813919256646723e-08,2.817667914334339e-08,52.55390983984476
2015-12-24,6.95692222489351e-07,6.723157744550565e-07,2.3376448034294426e-08,2.72166329215336e-08,59.85950123363746
2015-12-25,6.970904890835259e-07,6.74720602669607e-07,2.2369886413918867e-08,2.6247283620010655e-08,46.799286574852246
2015-12-26,6.926799239969888e-07,6.742540258808238e-07,1.8425898116164993e-08,2.4683006519241525e-08,42.02823881772404
2015-12-27,6.926717162420257e-07,6.756149553407427e-07,1.7056760901283046e-08,2.315775739564983e-08,49.25915763069517
2015-12-28,6.830205852714827e-07,6.722315782735392e-07,1.0789006997943514e-08,2.068400731610857e-08,39.95420341561728
2015-12-29,6.914221803368283e-07,6.770759764159607e-07,1.4346203920867655e-08,1.9416446637060388e-08,50.73929345305909
2015-12-30,6.900536127373084e-07,6.774797182325524e-07,1.2573894504756095e-08,1.804793621059953e-08,43.54310253723573
2015-12-31,6.905219155375833e-07,6.786365969515555e-07,1.1885318586027837e-08,1.681541268568519e-08,46.714560232855284
2016-01-01,6.793549003518166e-07,6.741402799055217e-07,5.214620446294945e-09,1.449525423780714e-08,38.13158401629744
2016-01-02,6.847826712313985e-07,6.771399192509718e-07,7.642751980426668e-09,1.3124753786331047e-08,48.117379759913725
2016-01-03,6.849162251116905e-07,6.777703527474403e-07,7.145872364250176e-09,1.1928977501914873e-08,49.42622031251434
2016-01-04,6.83822760911155e-07,6.777731938630528e-07,6.0495670481022025e-09,1.075309541115234e-08,49.559925063154566
2016-01-05,6.881788010555206e-07,6.80318662602792e-07,7.860138452728618e-09,1.0174504019467596e-08,53.261297750161326
2016-01-06,6.960231954657004e-07,6.846778257227102e-07,1.1345369742990132e-08,1.0408677164172103e-08,53.88514723367443
2016-01-07,6.976911326186255e-07,6.863213043328586e-07,1.1369828285766827e-08,1.060090738849105e-08,49.76007451871418
2016-01-08,7.032581181981132e-07,6.898439142997059e-07,1.3414203898407307e-08,1.1163566690474301e-08,52.324008979186154
2016-01-09,7.248271656120742e-07,7.012226559359395e-07,2.360450967613465e-08,1.3651755287606371e-08,62.516821003118466
2016-01-10,7.403121600565748e-07,7.104268762000424e-07,2.988528385653242e-08,1.689846100139158e-08,59.585743741019606
2016-01-11,7.5520423941627e-07,7.198108613626017e-07,3.539337805366835e-08,2.0597444411846935e-08,66.13695070208348
2016-01-12,7.722244471475562e-07,7.30627507903863e-07,4.159693924369314e-08,2.479734337821618e-08,61.38687347096141
2016-01-13,7.844443545708548e-07,7.395924217923915e-07,4.48519327784633e-08,2.8808261258265606e-08,66.19911495861413
2016-01-14,7.91637762915435e-07,7.463782800900386e-07,4.525948282539644e-08,3.209850557169178e-08,62.98194299074424
2016-01-15,7.742070604513985e-07,7.413382739277542e-07,3.286878652364434e-08,3.225256176208229e-08,54.954142629078284
2016-01-16,7.645053237784499e-07,7.39101792309197e-07,2.540353146925297e-08,3.088275570351643e-08,49.68027103207713
2016-01-17,7.538875198969508e-07,7.358712594380495e-07,1.801626045890126e-08,2.8309456654593393e-08,50.92402469251759
2016-01-18,7.426685205867928e-07,7.318040568412254e-07,1.0864463745567422e-08,2.4820458072788202e-08,50.29266115561211
2016-01-19,7.321285344690413e-07,7.275340238027204e-07,4.5945106663209215e-09,2.077526859149475e-08,46.28791145613501
2016-01-20,7.352579428277236e-07,7.293811100988505e-07,5.876832728873168e-09,1.7795581418970436e-08,51.18173304160065
2016-01-21,7.341143413475344e-07,7.292658081068241e-07,4.848533240710266e-09,1.5206171783318403e-08,51.887674434994025
2016-01-22,7.362300219939465e-07,7.306436197692233e-07,5.586402224723145e-09,1.3282217871599354e-08,51.275960528114695
2016-01-23,7.431944879632055e-07,7.344106887340312e-07,8.783799229174313e-09,1.2382534143114345e-08,43.440225474558446
2016-01-24,7.613581369740154e-07,7.438068011636192e-07,1.7551335810396146e-08,1.3416294476570705e-08,53.34981567621238
2016-01-25,7.921991177823445e-07,7.599562612424736e-07,3.224285653987086e-08,1.7181606889230737e-08,60.009565837512845
2016-01-26,9.095163712528304e-07,8.188307059904758e-07,9.068566526235461e-08,3.1882418563855514e-08,79.01509118602587
2016-01-27,1.0846223365337581e-06,9.09858442256282e-07,1.7476389427747614e-07,6.045871370657964e-08,85.8970343721133
2016-01-28,1.1569892030416234e-06,9.57647222002845e-07,1.9934198103877851e-07,8.823536717301943e-08,66.92563384077386
2016-01-29,1.2005141754907659e-06,9.933697628886378e-07,2.0714441260212804e-07,1.1201717625884115e-07,68.12870317571833
2016-01-30,1.1954170770324662e-06,1.0062596349347992e-06,1.8915744209766694e-07,1.2744522942660632e-07,59.74805077486278
2016-01-31,1.1958149179806525e-06,1.020462850361531e-06,1.753520676191215e-07,1.3702659706510935e-07,60.66857715800516
2016-02-01,1.1956766777039033e-06,1.033385332274142e-06,1.6229134542976119e-07,1.4207954673803972e-07,60.96468569408655
2016-02-02,1.1941143631722965e-06,1.0446546879018692e-06,1.494596752704273e-07,1.4355557244451723e-07,60.89740567951008
2016-02-03,1.1929433829225217e-06,1.0551619696534909e-06,1.377814132690308e-07,1.4240074060941995e-07,59.564710626784624
2016-02-04,1.2099017227358012e-06,1.0735331268427758e-06,1.3636859589302534e-07,1.4119431166614102e-07,62.184646350546046
2016-02-05,1.2321134909418933e-06,1.0943290593785258e-06,1.3778443156336748e-07,1.405123356455863e-07,62.675734451120704
2016-02-06,1.250479375616268e-06,1.1133781469301408e-06,1.3710122868612732e-07,1.398301142536945e-07,62.07011870298168
2016-02-07,1.2553042124498582e-06,1.125856863086027e-06,1.2944734936383125e-07,1.3775356127572185e-07,58.944514651476005
2016-02-08,1.25918851970533e-06,1.1373157776433898e-06,1.218727420619402e-07,1.345773974329655e-07,57.07721762138532
2016-02-09,1.26688096901703e-06,1.1500471600573149e-06,1.1683380895971513e-07,1.3102867973831542e-07,42.723742702867895
2016-02-10,1.2746164896612746e-06,1.1624260262163746e-06,1.1219046344490002e-07,1.2726103647963234e-07,19.62437764560731
2016-02-11,1.2745650307197119e-06,1.1707116543885778e-06,1.0385337633113402e-07,1.2257950444993268e-07,31.352071169826843
2016-02-12,1.2848295864104613e-06,1.183346690560504e-06,1.0148289584995722e-07,1.183601827299376e-07,43.00187099074373
2016-02-13,1.289323747460158e-06,1.1930277974251697e-06,9.629595003498835e-08,1.1394733619094776e-07,65.96478178762368
2016-02-14,1.2954294543227778e-06,1.2031006155468006e-06,9.23288387759772e-08,1.0962363670795365e-07,64.7641589320674
2016-02-15,1.2998209165475648e-06,1.212054196527326e-06,8.77667200202388e-08,1.0525225337041068e-07,64.4807263328072
2016-02-16,1.2988055930787038e-06,1.2180665755993734e-06,8.073901747933033e-08,1.0034960619219462e-07,61.53159628949119
2016-02-17,1.2903537342914825e-06,1.2199778300706616e-06,7.03759042208209e-08,9.435486579791989e-08,55.565708005445984
2016-02-18,1.2819430458521142e-06,1.2211412692828784e-06,6.080177656923579e-08,8.764424795218307e-08,41.7062493324558
2016-02-19,1.2882053077507222e-06,1.22866026772067e-06,5.9545040030052234e-08,8.20244063677569e-08,46.42771529520955
2016-02-20,1.2917250218731096e-06,1.234765688596638e-06,5.695933327647157e-08,7.701139174949983e-08,45.52508873583489
2016-02-21,1.2912880376295798e-06,1.2387744986480104e-06,5.251353898156942e-08,7.211182119591376e-08,50.87165900910661
2016-02-22,1.2882303448620572e-06,1.2411921679808008e-06,4.703817688125639e-08,6.70970923329823e-08,48.912596209506304
2016-02-23,1.2837932876549803e-06,1.2425401165019308e-06,4.125317115304953e-08,6.192830809699574e-08,43.830765658569184
2016-02-24,1.2784080417043625e-06,1.2430030107592667e-06,3.54050309450958e-08,5.6623652666615756e-08,41.584764735156405
2016-02-25,1.266823340392966e-06,1.2400477864941568e-06,2.6775553898809154e-08,5.0654032913054436e-08,41.29991930626427
2016-02-26,1.2526714722404264e-06,1.2352172984132162e-06,1.745417382721019e-08,4.401406109588559e-08,27.526029666125083
2016-02-27,1.2379003740782956e-06,1.2293981899519836e-06,8.502184126311973e-09,3.691168570197087e-08,28.216843794298157
2016-02-28,1.2245878615806957e-06,1.2236182531291624e-06,9.696084515333015e-10,2.9723270251883353e-08,24.735839617016083
2016-02-29,1.2102467993503984e-06,1.2167851200887624e-06,-6.538320738364071e-09,2.2470952053833868e-08,23.72615984747226
2016-03-01,1.1972130559415129e-06,1.210025293948309e-06,-1.2812238006796208e-08,1.5414314041707852e-08,25.456143936775163
2016-03-02,1.1823686044076976e-06,1.2019289107648575e-06,-1.956030635715991e-08,8.419389961934299e-09,27.42710243494453
2016-03-03,1.1697705469550787e-06,1.1944142678167699e-06,-2.4643720861691205e-08,1.8067677972091982e-09,28.131687986877097
2016-03-04,1.1554098517839178e-06,1.1856743982260856e-06,-3.02645464421678e-08,-4.607495050666202e-09,0.0
2016-03-05,1.131645892034068e-06,1.1719906734248862e-06,-4.034478139081823e-08,-1.175495231869661e-08,0.0
2016-03-06,1.1109401751165464e-06,1.1590327518430559e-06,-4.809257672650945e-08,-1.902247720025918e-08,0.0
2016-03-07,1.100287119652784e-06,1.1503410898252065e-06,-5.0053970172422506e-08,-2.5228775794691845e-08,13.993058929436884
2016-03-08,1.0848633639128971e-06,1.1392071355673037e-06,-5.4343771654406554e-08,-3.105177496663479e-08,12.803428104303592
2016-03-09,1.0763898826828192e-06,1.131101846704347e-06,-5.471196402152784e-08,-3.57838127776134e-08,20.226513130653842
2016-03-10,1.081528092672335e-06,1.1295230615865932e-06,-4.7994968914258316e-08,-3.8226044004942386e-08,38.39611692819982
2016-03-11,1.0831569288314235e-06,1.1267521331510243e-06,-4.3595204319600844e-08,-3.929987606787408e-08,39.43555157776083
2016-03-12,1.0808417538724535e-06,1.1224081448878461e-06,-4.1566391015392606e-08,-3.975317905737779e-08,38.85688671262796
2016-03-13,1.0845151775515278e-06,1.1210978384358899e-06,-3.65826608843621e-08,-3.911907542277465e-08,44.55856604282772
2016-03-14,1.0823338327709026e-06,1.1173377345871177e-06,-3.500390181621508e-08,-3.8296040701462746e-08,43.111852964959624
2016-03-15,1.077157091278553e-06,1.1122523478081185e-06,-3.509525652956546e-08,-3.765588386708329e-08,41.626591812684445
2016-03-16,1.0707908342446858e-06,1.1065874643081406e-06,-3.579663006345483e-08,-3.72840331063576e-08,42.734398759176145
2016-03-17,1.0612320181346886e-06,1.0993334691393674e-06,-3.810145100467877e-08,-3.7447516686021834e-08,40.31055278404678
2016-03-18,1.0463050948199055e-06,1.0893241022837548e-06,-4.301900746384929e-08,-3.856181484158733e-08,38.64696421644589
2016-03-19,1.038166732085901e-06,1.0822190381922822e-06,-4.405230610638112e-08,-3.965991309454609e-08,49.15855346728162
2016-03-20,1.0259818553924578e-06,1.0730891119245961e-06,-4.7107256532138286e-08,-4.114938178206453e-08,46.019440766707156
2016-03-21,1.0169242862485732e-06,1.0652386337047895e-06,-4.8314347456216266e-08,-4.2582374916894885e-08,41.56253659644475
2016-03-22,1.0094491965925321e-06,1.0580606759106795e-06,-4.861147931814735e-08,-4.378819579714538e-08,46.05341549745256
2016-03-23,1.0036442706363332e-06,1.0516648612415358e-06,-4.802059060520266e-08,-4.463467475875684e-08,42.26158554510948
2016-03-24,9.982155529462596e-07,1.045493953420004e-06,-4.727840047374442e-08,-4.5163419901754356e-08,26.314044548085533
2016-03-25,9.94152724907385e-07,1.0400356732180463e-06,-4.588294831066123e-08,-4.530732558353573e-08,28.843582737393035
2016-03-26,9.898270870613675e-07,1.0345542217876926e-06,-4.472713472632518e-08,-4.5191287412093625e-08,30.820308029948933
2016-03-27,9.877748325415595e-07,1.0302529781502795e-06,-4.247814560872006e-08,-4.464865905141891e-08,23.277867114806853
2016-03-28,9.855630159080669e-07,1.0260415000964707e-06,-4.04784841884038e-08,-4.381462407881589e-08,26.769197545326932
2016-03-29,1.0133343997688184e-06,1.0364145009043583e-06,-2.3080101135539844e-08,-3.966771949016068e-08,65.45975971591756
2016-03-30,1.0193815075010734e-06,1.0376164341728116e-06,-1.8234926671738156e-08,-3.538116092647618e-08,51.75596336478725
2016-03-31,1.0254224140933142e-06,1.0391742835193173e-06,-1.3751869426003128e-08,-3.105530262638157e-08,55.44438747932664
2016-04-01,1.0240536894413994e-06,1.0374966109516544e-06,-1.3442921510255084e-08,-2.7532826403156276e-08,55.72719737673161
2016-04-02,1.0247762103240958e-06,1.036848719412934e-06,-1.2072509088838269e-08,-2.4440762940292675e-08,54.018392036006574
2016-04-03,1.0222904287175084e-06,1.0347576016698485e-06,-1.2467172952340124e-08,-2.2046044942702167e-08,55.835107542763176
2016-04-04,1.020086777318256e-06,1.032773090036702e-06,-1.268631271844594e-08,-2.0174098497850924e-08,54.88765342732885
2016-04-05,1.0126090828086263e-06,1.0282329917381065e-06,-1.5623908929480188e-08,-1.926406058417678e-08,50.34700927001106
2016-04-06,1.0062913010971906e-06,1.024033770252639e-06,-1.7742469155448395e-08,-1.8959742298431104e-08,49.98069918427604
2016-04-07,9.971320638363587e-07,1.0183095101525757e-06,-2.1177446316216916e-08,-1.9403283101988265e-08,47.708551476020574
2016-04-08,9.911394015150196e-07,1.013855454492952e-06,-2.2716052977932367e-08,-2.0065837077177086e-08,48.578466787433655
2016-04-09,9.864389535813631e-07,1.0099096052672705e-06,-2.3470651685907392e-08,-2.074679999892315e-08,49.427511929978195
2016-04-10,9.767350969704644e-07,1.0034988112186224e-06,-2.6763714248157978e-08,-2.1950182848770116e-08,44.716470149594194
2016-04-11,9.74578103418935e-07,1.0004777614161707e-06,-2.5899657997235778e-08,-2.2740077878463248e-08,49.00894242691983
2016-04-12,9.85135686480031e-07,1.0036425489643106e-06,-1.8506862484279676e-08,-2.1893434799626534e-08,35.605058843057975
2016-04-13,9.982560034491922e-07,1.0085888599135897e-06,-1.0332856464397564e-08,-1.958131913258074e-08,52.6098582914006
2016-04-14,1.005797625425335e-06,1.0114546144602958e-06,-5.656989034960804e-09,-1.6796453113056756e-08,48.41060998406736
2016-04-15,1.0144752659779306e-06,1.0152137014645115e-06,-7.384354865808619e-10,-1.3584849587761579e-08,56.90990470179412
2016-04-16,1.0192805499319457e-06,1.0174726577766979e-06,1.8078921552477628e-09,-1.0506301239159711e-08,52.53291020774607
2016-04-17,1.0218393703720404e-06,1.0188386003704655e-06,3.0007700015749e-09,-7.804886991012788e-09,54.206248409099175
2016-04-18,1.019201454271309e-06,1.0177907718776374e-06,1.4106823936715818e-09,-5.9617731140759145e-09,49.538926363213555
2016-04-19,1.0179671744287124e-06,1.017300983982585e-06,6.661904461273979e-10,-4.636180402035252e-09,56.106878266493844
2016-04-20,1.0198194880636373e-06,1.0182421861361508e-06,1.5773019274865137e-09,-3.393483936130899e-09,58.50295785992548
2016-04-21,1.0222696049617909e-06,1.0195387092298903e-06,2.7308957319005657e-09,-2.168608002524606e-09,63.70177135068484
2016-04-22,1.0232432811808167e-06,1.0202098048710436e-06,3.033476309773188e-09,-1.1281911400650471e-09,60.987182618170564
2016-04-23,1.022774255550778e-06,1.0202086796647117e-06,2.5655758860662816e-09,-3.8943773483878135e-10,59.129587255438736
2016-04-24,1.0258731663067456e-06,1.021890790464701e-06,3.982375842044558e-09,4.849249805378865e-10,69.16190156154713
2016-04-25,1.030230256310673e-06,1.0242836394178546e-06,5.94661689281839e-09,1.5772633629939873e-09,66.11225858966569
2016-04-26,1.0356264836334599e-06,1.0273223130838495e-06,8.304170549610325e-09,2.9226448003172552e-09,55.15215561787312
2016-04-27,1.0340207417723025e-06,1.0271643018580781e-06,6.8564399142244145e-09,3.7094038230986877e-09,40.055585256078515
2016-04-28,1.0353895593433677e-06,1.0283312466081631e-06,7.0583127352045635e-09,4.3791856055198626e-09,49.01833445918225
2016-04-29,1.0375936075455996e-06,1.0299152929822159e-06,7.678314563383688e-09,5.039011397092628e-09,47.0807952033948
2016-04-30,1.0376644365550884e-06,1.0305181598803686e-06,7.146276674719816e-09,5.460464452618066e-09,48.168827919895975
2016-05-01,1.0363947308614174e-06,1.0304361739296912e-06,5.958556931726115e-09,5.560082948439677e-09,48.436243236163016
2016-05-02,1.0379484647768585e-06,1.031625642624661e-06,6.32282215219746e-09,5.712630789191234e-09,60.78768075348797
2016-05-03,1.0374548713317103e-06,1.0318563437179006e-06,5.598527613809679e-09,5.689810154114923e-09,55.91958955673617
2016-05-04,1.0365732558734665e-06,1.0318465679501396e-06,4.726687923326968e-09,5.497185707957333e-09,50.46865692049964
2016-05-05,1.0334052493901627e-06,1.0306713565265729e-06,2.733892863589803e-09,4.944527139083827e-09,44.885216657495896
2016-05-06,1.0308917590248365e-06,1.0296636680442742e-06,1.2280909805623164e-09,4.201239907379525e-09,46.91924361978775
2016-05-07,1.0297624495428318e-06,1.0292108961440913e-06,5.515533987405055e-10,3.4713026056517213e-09,50.906098987375316
2016-05-08,1.0278722184011308e-06,1.0283416406609568e-06,-4.694222598259516e-10,2.6831576325561867e-09,42.45412853858728
2016-05-09,1.0269771404116906e-06,1.0278759051653132e-06,-8.987647536226083e-10,1.9667731553204278e-09,40.07277858110246
2016-05-10,1.0246209337084875e-06,1.0266748601042434e-06,-2.0539263957559177e-09,1.1626332451051589e-09,33.35685537155301
2016-05-11,1.0240461411274122e-06,1.0262459654247809e-06,-2.199824297368654e-09,4.901417366103963e-10,48.347845770742055
2016-05-12,1.0314189045959857e-06,1.0296328645542889e-06,1.7860400416967848e-09,7.49321397627674e-10,58.87753715431795
2016-05-13,1.0374658861598162e-06,1.0326766734584812e-06,4.789212701335001e-09,1.5572996583691395e-09,56.645367394089455
2016-05-14,1.0414864889329121e-06,1.0349672757345152e-06,6.519213198396913e-09,2.5496823663746943e-09,58.31944595559341
2016-05-15,1.0440241575012927e-06,1.0366720208376907e-06,7.352136663601969e-09,3.5101732258201495e-09,59.49127769941706
2016-05-16,1.0438415995567087e-06,1.0371287252838987e-06,6.712874272810024e-09,4.150713435218124e-09,48.76942601275128
2016-05-17,1.0413038489272513e-06,1.0364040952973309e-06,4.899753629920405e-09,4.300521474158581e-09,47.57267252268632
2016-05-18,1.039723521069844e-06,1.0360061414126474e-06,3.7173796571966687e-09,4.183893110766199e-09,49.773605607308
2016-05-19,1.037231633008408e-06,1.0350817049132298e-06,2.149928095178134e-09,3.777100107648586e-09,52.606460718961706
2016-05-20,1.0364859629874465e-06,1.034881932539817e-06,1.6040304476295117e-09,3.3424861756447713e-09,55.02173008168993
2016-05-21,1.0355779344864568e-06,1.034563550702128e-06,1.0143837843288432e-09,2.8768656973815855e-09,52.37864066323278
2016-05-22,1.0324585802713548e-06,1.0331367789529552e-06,-6.781986816003764e-10,2.1658528215851933e-09,49.30784774948894
2016-05-23,1.0298374101802245e-06,1.031824497154885e-06,-1.987086974660587e-09,1.3352648623360374e-09,47.82621722338704
2016-05-24,1.027870706438622e-06,1.0307303740959904e-06,-2.8596676573684236e-09,4.962783583951452e-10,51.874656741630545
2016-05-25,1.0248401437013775e-06,1.0290593870256604e-06,-4.2192433242828855e-09,-4.468259781404609e-10,45.56963760278109
2016-05-26,1.026142489149592e-06,1.029373905698928e-06,-3.2314165493358705e-09,-1.003744092379543e-09,33.55041530047467
2016-05-27,1.02356773541476e-06,1.0278948452673911e-06,-4.327109852631075e-09,-1.6684172444298496e-09,28.128293578402165
2016-05-28,1.0191212056603317e-06,1.0254333968780271e-06,-6.3121912176954235e-09,-2.597172039082965e-09,26.67864051918474
2016-05-29,1.0176786915427297e-06,1.0242712833237968e-06,-6.592591781067064e-09,-3.396255987479785e-09,34.66285578520383
2016-05-30,1.021523216173123e-06,1.0256340106064996e-06,-4.1107944333766486e-09,-3.539163676659158e-09,49.95160083036971
2016-05-31,1.0235133878116344e-06,1.0262877381040512e-06,-2.7743502924168645e-09,-3.3862009998106998e-09,52.120144207140044
2016-06-01,1.0293012900477996e-06,1.028868998418322e-06,4.322916294775742e-10,-2.6225024739530453e-09,57.891093663823106
2016-06-02,1.0324170720973818e-06,1.0304012113777119e-06,2.015860719669981e-09,-1.6948298352284402e-09,56.68005375306634
2016-06-03,1.0404737384817689e-06,1.0344296700605405e-06,6.044068421228432e-09,-1.470501839370658e-10,61.84521599846551
2016-06-04,1.0470608175505438e-06,1.0380489354211526e-06,9.011882129391215e-09,1.6847362787285904e-09,61.93071066761395
2016-06-05,1.050974054151819e-06,1.0406006332017216e-06,1.0373420950097452e-08,3.422473213002363e-09,63.2153593052163
2016-06-06,1.0527217167802894e-06,1.0422105019450665e-06,1.0511214835222942e-08,4.840221537446479e-09,60.3588336791299
2016-06-07,1.058294679208016e-06,1.0456723886573217e-06,1.26222905506943e-08,6.396635340096044e-09,64.29731651098078
2016-06-08,1.0674206773141671e-06,1.0510013722307052e-06,1.6419305083461972e-08,8.40116928876923e-09,70.17697741487571
2016-06-09,1.0878870057825112e-06,1.0620717752031271e-06,2.58152305793841e-08,1.1883981546892204e-08,75.4092200832954
2016-06-10,1.1023358003683393e-06,1.0709408415281096e-06,3.139495884022974e-08,1.5786177005559713e-08,76.63269017388347
2016-06-11,1.1083439790968576e-06,1.0761592208300057e-06,3.218475826685187e-08,1.9065893257818144e-08,71.00062030887798
2016-06-12,1.1205264200822175e-06,1.0844088967316122e-06,3.611752335060525e-08,2.2476219276375567e-08,73.3685887355477
2016-06-13,1.1533418040058912e-06,1.1028842684986112e-06,5.045753550727998e-08,2.8072482522556452e-08,79.48340711885578
2016-06-14,1.1955493629920415e-06,1.1269440217517414e-06,6.860534124030014e-08,3.6179054266105194e-08,83.93308371323647
2016-06-15,1.2289287006789724e-06,1.1480974318410266e-06,8.083126883794583e-08,4.5109497180473326e-08,80.93558002806833
2016-06-16,1.272049726599713e-06,1.1748469086797495e-06,9.720281791996338e-08,5.5528161328371335e-08,85.19386713884886
2016-06-17,1.2996547471550099e-06,1.1953384236078526e-06,1.0431632354715726e-07,6.528579377212852e-08,77.14088333913253
2016-06-18,1.3257871590397514e-06,1.2156478310743693e-06,1.1013932796538214e-07,7.425650061077925e-08,77.9032158153763
2016-06-19,1.3537862518207896e-06,1.2372873444848976e-06,1.16498907335892e-07,8.270498195580181e-08,80.24682538243778
2016-06-20,1.3681825899369052e-06,1.2528484633805008e-06,1.153341265564044e-07,8.923081087592233e-08,75.00803724360345
2016-06-21,1.3704732800346582e-06,1.2624946568761896e-06,1.0797862315846856e-07,9.298037333243159e-08,68.21241430042883
2016-06-22,1.3381541023388529e-06,1.254931987849207e-06,8.322211448964589e-08,9.102872156387446e-08,52.13605725633964
2016-06-23,1.3316648673825074e-06,1.2579721424620514e-06,7.369272492045599e-08,8.756152223519077e-08,54.53042366747107
2016-06-24,1.3235735719633245e-06,1.2595350539209973e-06,6.40385180423272e-08,8.285692139661806e-08,54.62083469616843
2016-06-25,1.3192004938469866e-06,1.26217309171997e-06,5.7027402127016535e-08,7.769101754269775e-08,57.4775040024471
2016-06-26,1.314576184779659e-06,1.2641708245488136e-06,5.0405360230845425e-08,7.223388608032729e-08,55.14227184318941
2016-06-27,1.3146016487110004e-06,1.2679168153476703e-06,4.668483336333018e-08,6.712407553692788e-08,48.89978273506891
2016-06-28,1.3214722529941015e-06,1.2746830198812617e-06,4.678923311283975e-08,6.305710705211026e-08,45.81706223297051
2016-06-29,1.3245367001241968e-06,1.2796243635448512e-06,4.49123365793456e-08,5.942815295755733e-08,45.66668395317707
2016-06-30,1.3286309854627031e-06,1.2849225258618614e-06,4.370845960084174e-08,5.628421428621422e-08,39.2284902721654
2016-07-01,1.3342046882659405e-06,1.2908438242190382e-06,4.336086404690233e-08,5.3699544238351847e-08,43.72028382543121
2016-07-02,1.3406179914906738e-06,1.2971436268121988e-06,4.347436467847493e-08,5.165450832637647e-08,43.14306128484998
2016-07-03,1.332101351639712e-06,1.29626334574903e-06,3.5838005890681877e-08,4.849120783923755e-08,34.86377995927782
2016-07-04,1.3282906829265413e-06,1.297083246434591e-06,3.1207436491950267e-08,4.50344535697801e-08,39.95068126337076
2016-07-05,1.322186333554727e-06,1.296455777217936e-06,2.5730556336791005e-08,4.1173674123182285e-08,42.74665272201633
2016-07-06,1.3159422718934367e-06,1.295355344294855e-06,2.0586927598581638e-08,3.705632481826215e-08,63.915690245823974
2016-07-07,1.3066250387466872e-06,1.2923942266759447e-06,1.4230812070742468e-08,3.2491222268758215e-08,43.77640889868358
2016-07-08,1.297923199973341e-06,1.2892585866792035e-06,8.664613294137568e-09,2.772590047383409e-08,45.38881025431339
2016-07-09,1.2882462174978405e-06,1.2852411220276023e-06,3.0050954702381426e-09,2.2781739473114903e-08,40.41075818039628
2016-07-10,1.2801077115677801e-06,1.2815451817998132e-06,-1.4374702320331078e-09,1.79378975320853e-08,41.26178014015818
2016-07-11,1.2707029852102032e-06,1.2769105009437923e-06,-6.2075157335890696e-09,1.3108814878950428e-08,33.964008189454006
2016-07-12,1.2622223229920393e-06,1.2723674031547808e-06,-1.014508016274146e-08,8.45803587061205e-09,22.0976197311995
2016-07-13,1.2510190898229434e-06,1.2662217664316798e-06,-1.520267660873637e-08,3.7258933747423656e-09,21.406876403377964
2016-07-14,1.2408625457429843e-06,1.2602054543480894e-06,-1.9342908605105065e-08,-8.878670212271205e-10,18.100210747091992
