date,tweet_count,weekday_name,weekday_num
2024-03-31,846,Sunday,6
2024-04-01,154,Monday,0
2024-04-02,80,Tuesday,1
2024-04-03,308,Wednesday,2
2024-04-04,105,Thursday,3
2024-04-05,5,Friday,4
2024-04-06,22,Saturday,5
2024-04-07,31,Sunday,6
2024-04-08,30,Monday,0
2024-04-09,84,Tuesday,1
2024-04-10,75,Wednesday,2
2024-04-11,45,Thursday,3
2024-04-12,51,Friday,4
2024-04-13,36,Saturday,5
2024-04-14,39,Sunday,6
2024-04-16,2151,Tuesday,1
2024-04-17,418,Wednesday,2
2024-04-18,1227,Thursday,3
2024-04-19,78,Friday,4
2024-04-20,1564,Saturday,5
2024-04-21,9,Sunday,6
2024-04-22,1839,Monday,0
2024-04-23,119,Tuesday,1
2024-04-24,589,Wednesday,2
2024-04-25,2626,Thursday,3
2024-04-26,153,Friday,4
2024-04-27,111,Saturday,5
2024-04-28,1370,Sunday,6
2024-04-29,14,Monday,0
2024-04-30,940,Tuesday,1
2024-05-01,38,Wednesday,2
2024-05-02,531,Thursday,3
2024-05-03,213,Friday,4
2024-05-04,386,Saturday,5
2024-05-05,112,Sunday,6
2024-05-06,590,Monday,0
2024-05-07,490,Tuesday,1
2024-05-08,497,Wednesday,2
2024-05-09,110,Thursday,3
2024-05-10,7,Friday,4
2024-05-11,36,Saturday,5
2024-05-12,123,Sunday,6
2024-05-13,646,Monday,0
2024-05-14,3480,Tuesday,1
2024-05-15,441,Wednesday,2
2024-05-16,3,Thursday,3
2024-05-17,199,Friday,4
2024-05-18,566,Saturday,5
2024-05-19,149,Sunday,6
2024-05-20,15,Monday,0
2024-05-22,31,Wednesday,2
2024-05-24,41,Friday,4
2024-05-25,22,Saturday,5
2024-05-26,21,Sunday,6
2024-05-27,117,Monday,0
2024-05-28,30,Tuesday,1
2024-05-29,168,Wednesday,2
2024-05-30,202,Thursday,3
2024-05-31,133,Friday,4
2024-06-01,1221,Saturday,5
2024-06-03,234,Monday,0
2024-06-04,3,Tuesday,1
2024-06-05,199,Wednesday,2
2024-06-06,1,Thursday,3
2024-06-07,76,Friday,4
2024-06-08,338,Saturday,5
2024-06-09,270,Sunday,6
2024-06-10,907,Monday,0
2024-06-11,1730,Tuesday,1
2024-06-12,2921,Wednesday,2
2024-06-13,125,Thursday,3
2024-06-14,519,Friday,4
2024-06-15,845,Saturday,5
2024-06-16,161,Sunday,6
2024-06-18,59,Tuesday,1
2024-06-19,2,Wednesday,2
2024-06-20,333,Thursday,3
2024-06-21,34,Friday,4
2024-06-23,197,Sunday,6
2024-06-24,1073,Monday,0
2024-06-25,172,Tuesday,1
2024-06-26,12,Wednesday,2
2024-06-27,2263,Thursday,3
2024-06-28,1280,Friday,4
2024-06-29,1268,Saturday,5
2024-06-30,1287,Sunday,6
2024-07-01,94,Monday,0
2024-07-02,760,Tuesday,1
2024-07-03,168,Wednesday,2
2024-07-04,290,Thursday,3
2024-07-05,247,Friday,4
2024-07-06,206,Saturday,5
2024-07-07,45,Sunday,6
2024-07-08,290,Monday,0
2024-07-09,4,Tuesday,1
2024-07-10,149,Wednesday,2
2024-07-11,433,Thursday,3
2024-07-12,100,Friday,4
2024-07-13,3,Saturday,5
2024-07-14,15,Sunday,6
2024-07-15,9,Monday,0
2024-07-16,1165,Tuesday,1
2024-07-17,1888,Wednesday,2
2024-07-18,479,Thursday,3
2024-07-19,185,Friday,4
2024-07-20,414,Saturday,5
2024-07-21,2744,Sunday,6
2024-07-22,1152,Monday,0
2024-07-23,1236,Tuesday,1
2024-07-24,1167,Wednesday,2
2024-07-25,1116,Thursday,3
2024-07-26,1356,Friday,4
2024-07-27,1406,Saturday,5
2024-07-28,1114,Sunday,6
2024-07-29,8,Monday,0
2024-07-30,745,Tuesday,1
2024-07-31,1246,Wednesday,2
2024-08-01,12,Thursday,3
2024-08-02,18,Friday,4
2024-08-03,37,Saturday,5
2024-08-04,67,Sunday,6
2024-08-05,54,Monday,0
2024-08-06,34,Tuesday,1
2024-08-07,15,Wednesday,2
2024-08-08,22,Thursday,3
2024-08-09,28,Friday,4
2024-08-10,19,Saturday,5
2024-08-12,18,Monday,0
2024-08-14,16,Wednesday,2
2024-08-16,816,Friday,4
2024-08-17,105,Saturday,5
2024-08-18,512,Sunday,6
2024-08-19,725,Monday,0
2024-08-20,419,Tuesday,1
2024-08-21,19,Wednesday,2
2024-08-22,561,Thursday,3
2024-08-23,88,Friday,4
2024-08-24,33,Saturday,5
2024-08-25,39,Sunday,6
2024-08-26,28,Monday,0
2024-08-27,223,Tuesday,1
2024-08-28,635,Wednesday,2
2024-08-29,284,Thursday,3
2024-08-31,91,Saturday,5
2024-09-01,189,Sunday,6
2024-09-02,26,Monday,0
2024-09-03,13,Tuesday,1
2024-09-04,57,Wednesday,2
2024-09-05,308,Thursday,3
2024-09-06,29,Friday,4
2024-09-07,14,Saturday,5
2024-09-08,8,Sunday,6
2024-09-09,23,Monday,0
2024-09-10,28,Tuesday,1
2024-09-12,31,Thursday,3
2024-09-13,8,Friday,4
2024-09-14,40,Saturday,5
2024-09-16,57,Monday,0
2024-09-18,9,Wednesday,2
2024-09-19,135,Thursday,3
2024-09-20,120,Friday,4
2024-09-21,73,Saturday,5
2024-09-22,25,Sunday,6
2024-09-23,204,Monday,0
2024-09-25,10,Wednesday,2
2024-09-26,20,Thursday,3
2024-09-27,7,Friday,4
2024-09-28,15,Saturday,5
2024-09-29,17,Sunday,6
2024-09-30,80,Monday,0
2024-10-01,3191,Tuesday,1
2024-10-02,1849,Wednesday,2
2024-10-03,55,Thursday,3
2024-10-04,48,Friday,4
2024-10-05,138,Saturday,5
2024-10-06,70,Sunday,6
2024-10-07,200,Monday,0
2024-10-08,638,Tuesday,1
2024-10-09,154,Wednesday,2
2024-10-10,518,Thursday,3
2024-10-11,12,Friday,4
2024-10-12,76,Saturday,5
2024-10-13,105,Sunday,6
2024-10-14,87,Monday,0
2024-10-15,41,Tuesday,1
2024-10-16,339,Wednesday,2
2024-10-17,55,Thursday,3
2024-10-19,72,Saturday,5
2024-10-20,9,Sunday,6
2024-10-22,59,Tuesday,1
2024-10-23,58,Wednesday,2
2024-10-24,78,Thursday,3
2024-10-25,50,Friday,4
2024-10-26,69,Saturday,5
2024-10-27,191,Sunday,6
2024-10-28,33,Monday,0
2024-10-29,76,Tuesday,1
2024-10-31,17,Thursday,3
2024-11-01,54,Friday,4
2024-11-02,530,Saturday,5
2024-11-03,28,Sunday,6
2024-11-05,142,Tuesday,1
2024-11-06,8261,Wednesday,2
2024-11-07,6633,Thursday,3
2024-11-08,5384,Friday,4
2024-11-09,6275,Saturday,5
2024-11-10,7969,Sunday,6
2024-11-11,9605,Monday,0
2024-11-12,12745,Tuesday,1
2024-11-13,14830,Wednesday,2
2024-11-14,10458,Thursday,3
2024-11-15,15629,Friday,4
2024-11-16,6282,Saturday,5
2024-11-17,650,Sunday,6
2024-11-18,10800,Monday,0
2024-11-19,1531,Tuesday,1
2024-11-20,622,Wednesday,2
2024-11-21,336,Thursday,3
2024-11-22,337,Friday,4
2024-11-23,170,Saturday,5
2024-11-24,31,Sunday,6
2024-11-25,294,Monday,0
2024-11-26,233,Tuesday,1
2024-11-28,8,Thursday,3
2024-11-29,17,Friday,4
2024-11-30,381,Saturday,5
2024-12-01,5681,Sunday,6
2024-12-02,8864,Monday,0
2024-12-03,3643,Tuesday,1
2024-12-04,823,Wednesday,2
2024-12-05,195,Thursday,3
2024-12-06,280,Friday,4
2024-12-07,249,Saturday,5
2024-12-08,110,Sunday,6
2024-12-09,286,Monday,0
2024-12-10,128,Tuesday,1
2024-12-11,118,Wednesday,2
2024-12-12,343,Thursday,3
2024-12-13,128,Friday,4
2024-12-14,17,Saturday,5
2024-12-15,641,Sunday,6
2024-12-16,55,Monday,0
2024-12-17,359,Tuesday,1
2024-12-18,519,Wednesday,2
2024-12-19,183,Thursday,3
2024-12-20,65,Friday,4
2024-12-21,453,Saturday,5
2024-12-22,626,Sunday,6
2024-12-23,329,Monday,0
2024-12-24,679,Tuesday,1
2024-12-25,635,Wednesday,2
2024-12-26,472,Thursday,3
2024-12-27,195,Friday,4
2024-12-28,345,Saturday,5
2024-12-29,1173,Sunday,6
2024-12-30,5510,Monday,0
2024-12-31,6734,Tuesday,1
2025-01-01,6719,Wednesday,2
2025-01-02,7025,Thursday,3
2025-01-03,8166,Friday,4
2025-01-04,8524,Saturday,5
2025-01-05,6680,Sunday,6
2025-01-06,7422,Monday,0
2025-01-07,6982,Tuesday,1
2025-01-08,6221,Wednesday,2
2025-01-09,6714,Thursday,3
2025-01-10,2726,Friday,4
2025-01-11,6413,Saturday,5
2025-01-12,7865,Sunday,6
2025-01-13,6310,Monday,0
2025-01-14,7187,Tuesday,1
2025-01-15,1198,Wednesday,2
2025-01-16,5574,Thursday,3
2025-01-17,7358,Friday,4
2025-01-18,7876,Saturday,5
2025-01-19,8918,Sunday,6
2025-01-20,7916,Monday,0
2025-01-21,11966,Tuesday,1
2025-01-22,8215,Wednesday,2
2025-01-23,1918,Thursday,3
2025-01-24,6030,Friday,4
2025-01-25,5067,Saturday,5
2025-01-26,5985,Sunday,6
2025-01-27,5326,Monday,0
2025-01-28,2537,Tuesday,1
2025-01-29,29,Wednesday,2
2025-01-30,203,Thursday,3
2025-01-31,712,Friday,4
2025-02-01,4736,Saturday,5
2025-02-02,3271,Sunday,6
2025-02-03,4439,Monday,0
2025-02-04,4284,Tuesday,1
2025-02-05,3969,Wednesday,2
2025-02-06,3909,Thursday,3
2025-02-07,4219,Friday,4
2025-02-08,3190,Saturday,5
2025-02-09,3623,Sunday,6
2025-02-10,2597,Monday,0
2025-02-11,3274,Tuesday,1
2025-02-12,3721,Wednesday,2
2025-02-13,3606,Thursday,3
2025-02-14,3289,Friday,4
2025-02-15,3112,Saturday,5
2025-02-16,2731,Sunday,6
2025-02-17,3127,Monday,0
2025-02-18,3409,Tuesday,1
2025-02-19,4425,Wednesday,2
2025-02-20,1907,Thursday,3
2025-02-21,3440,Friday,4
2025-02-22,3228,Saturday,5
2025-02-23,2828,Sunday,6
2025-02-24,3494,Monday,0
2025-02-25,3626,Tuesday,1
2025-02-26,616,Wednesday,2
2025-02-27,2906,Thursday,3
2025-02-28,3354,Friday,4
2025-03-01,571,Saturday,5
2025-03-02,4269,Sunday,6
2025-03-03,4534,Monday,0
2025-03-04,865,Tuesday,1
2025-03-05,3410,Wednesday,2
2025-03-06,3657,Thursday,3
2025-03-07,4270,Friday,4
2025-03-08,2833,Saturday,5
2025-03-09,3469,Sunday,6
2025-03-10,3133,Monday,0
2025-03-11,2976,Tuesday,1
2025-03-12,2938,Wednesday,2
2025-03-13,460,Thursday,3
2025-03-14,1570,Friday,4
2025-03-15,3936,Saturday,5
2025-03-16,2709,Sunday,6
2025-03-17,3108,Monday,0
2025-03-18,2478,Tuesday,1
2025-03-19,2002,Wednesday,2
2025-03-20,2846,Thursday,3
2025-03-21,1518,Friday,4
2025-03-22,61,Saturday,5
2025-03-23,1601,Sunday,6
2025-03-24,4260,Monday,0
2025-03-25,4608,Tuesday,1
2025-03-26,2775,Wednesday,2
2025-03-27,4548,Thursday,3
2025-03-28,3097,Friday,4
2025-03-29,2763,Saturday,5
2025-03-30,1162,Sunday,6
2025-03-31,4047,Monday,0
2025-04-01,4415,Tuesday,1
2025-04-02,3644,Wednesday,2
2025-04-03,3561,Thursday,3
2025-04-04,3856,Friday,4
2025-04-05,3379,Saturday,5
2025-04-06,3303,Sunday,6
2025-04-07,3650,Monday,0
2025-04-08,3873,Tuesday,1
2025-04-09,4154,Wednesday,2
2025-04-10,4350,Thursday,3
2025-04-11,3921,Friday,4
2025-04-12,3286,Saturday,5
2025-04-13,3180,Sunday,6
2025-04-14,3912,Monday,0
2025-04-15,4360,Tuesday,1
2025-04-16,3256,Wednesday,2
2025-04-17,3058,Thursday,3
2025-04-18,3258,Friday,4
2025-04-19,2870,Saturday,5
2025-04-20,3682,Sunday,6
2025-04-21,4379,Monday,0
2025-04-22,4298,Tuesday,1
2025-04-23,4635,Wednesday,2
2025-04-24,3613,Thursday,3
2025-04-25,3701,Friday,4
2025-04-26,3180,Saturday,5
2025-04-27,3251,Sunday,6
2025-04-28,2455,Monday,0
2025-04-29,4481,Tuesday,1
2025-04-30,4072,Wednesday,2
2025-05-01,4301,Thursday,3
2025-05-02,3598,Friday,4
2025-05-03,2260,Saturday,5
2025-05-04,3770,Sunday,6
2025-05-05,982,Monday,0
2025-05-06,1208,Tuesday,1
2025-05-07,3933,Wednesday,2
2025-05-08,4316,Thursday,3
2025-05-09,5117,Friday,4
2025-05-10,6344,Saturday,5
2025-05-11,1418,Sunday,6
2025-05-12,1430,Monday,0
2025-05-13,6451,Tuesday,1
2025-05-14,5483,Wednesday,2
2025-05-15,4605,Thursday,3
2025-05-16,4272,Friday,4
2025-05-17,1008,Saturday,5
2025-05-18,4446,Sunday,6
2025-05-19,1168,Monday,0
2025-05-20,1443,Tuesday,1
2025-05-21,4538,Wednesday,2
2025-05-22,5332,Thursday,3
2025-05-23,5132,Friday,4
2025-05-24,3294,Saturday,5
2025-05-25,1151,Sunday,6
2025-05-26,4905,Monday,0
2025-05-27,3675,Tuesday,1
2025-05-28,1941,Wednesday,2
2025-05-29,4130,Thursday,3
2025-05-30,4193,Friday,4
2025-05-31,2325,Saturday,5
2025-06-01,1749,Sunday,6
2025-06-02,2214,Monday,0
2025-06-03,4881,Tuesday,1
2025-06-04,5879,Wednesday,2
2025-06-05,2483,Thursday,3
2025-06-06,1705,Friday,4
2025-06-07,4644,Saturday,5
2025-06-08,2211,Sunday,6
2025-06-09,3907,Monday,0
2025-06-10,4134,Tuesday,1
2025-06-11,6,Wednesday,2
2025-06-12,700,Thursday,3
2025-06-13,2706,Friday,4
2025-06-14,1223,Saturday,5
2025-06-15,3636,Sunday,6
2025-06-16,4061,Monday,0
2025-06-17,733,Tuesday,1
2025-06-18,1209,Wednesday,2
2025-06-19,614,Thursday,3
2025-06-20,2750,Friday,4
2025-06-21,372,Saturday,5
2025-06-22,676,Sunday,6
2025-06-23,1758,Monday,0
2025-06-24,3352,Tuesday,1
2025-06-25,1394,Wednesday,2
2025-06-26,2212,Thursday,3
2025-06-27,884,Friday,4
2025-06-28,779,Saturday,5
2025-06-29,949,Sunday,6
2025-06-30,2288,Monday,0
2025-07-01,1923,Tuesday,1
2025-07-02,1193,Wednesday,2
2025-07-03,743,Thursday,3
2025-07-04,270,Friday,4
2025-07-05,484,Saturday,5
2025-07-06,1413,Sunday,6
2025-07-07,324,Monday,0
2025-07-08,613,Tuesday,1
2025-07-09,4324,Wednesday,2
2025-07-10,181,Thursday,3
2025-07-11,260,Friday,4
2025-07-12,1789,Saturday,5
2025-07-13,3662,Sunday,6
2025-07-14,5818,Monday,0
2025-07-15,5815,Tuesday,1
2025-07-16,7644,Wednesday,2
2025-07-17,7920,Thursday,3
2025-07-18,6020,Friday,4
2025-07-19,8189,Saturday,5
2025-07-20,8722,Sunday,6
2025-07-21,8356,Monday,0
2025-07-22,3581,Tuesday,1
2025-07-23,4182,Wednesday,2
2025-07-24,7379,Thursday,3
2025-07-25,6556,Friday,4
2025-07-26,3911,Saturday,5
2025-07-27,756,Sunday,6
2025-07-28,8965,Monday,0
2025-07-29,1956,Tuesday,1
2025-07-30,4431,Wednesday,2
2025-07-31,3239,Thursday,3
