date,tweet_count,price_diff_rate,category,weekday_name,weekday_num
2024-02-01,379,0.00223810447851647,2,Thursday,3
2024-02-02,1316,0.012988025435021033,3,Friday,4
2024-02-03,550,-0.0024054579472391935,2,Saturday,5
2024-02-04,351,-0.0393246351744408,1,Sunday,6
2024-02-05,6,0.008508710058865006,3,Monday,0
2024-02-06,15,0.007019946781536628,3,Tuesday,1
2024-02-07,465,0.06688306223259562,4,Wednesday,2
2024-02-08,333,-0.005819333081490023,2,Thursday,3
2024-02-09,129,0.0611961066602735,3,Friday,4
2024-02-12,368,0.07283568220639808,4,Monday,0
2024-02-13,101,0.007191514944872176,3,Tuesday,1
2024-02-14,35,0.14504565207024522,4,Wednesday,2
2024-02-15,168,0.0014365535081362394,2,Thursday,3
2024-02-16,8,-0.06173523419840965,0,Friday,4
2024-02-17,98,0.017516218263153697,3,Saturday,5
2024-02-18,15,0.030980645777828393,3,Sunday,6
2024-02-20,6,-0.03122369547708352,1,Tuesday,1
2024-02-22,2,0.060640528027610066,3,Thursday,3
2024-02-23,44,-0.0161967000280669,1,Friday,4
2024-02-24,149,0.09049490879053798,4,Saturday,5
2024-02-25,6,0.052877871077133244,3,Sunday,6
2024-02-26,58,0.3070800042192333,4,Monday,0
2024-02-27,133,0.4661067441506055,4,Tuesday,1
2024-02-28,17,0.1926203606388088,4,Wednesday,2
2024-03-01,18,0.44816395965793093,4,Friday,4
2024-03-02,312,0.10800752941625559,4,Saturday,5
2024-03-03,78,0.3412173281441681,4,Sunday,6
2024-03-04,16,0.19921578042138072,4,Monday,0
2024-03-05,20,-0.09033939375590944,0,Tuesday,1
2024-03-09,76,-0.03127196456497565,1,Saturday,5
2024-11-01,138,-0.025145836248166128,1,Friday,4
2024-11-02,3795,-0.02138178537789782,1,Saturday,5
2024-11-03,2972,-0.05827259055246343,1,Sunday,6
2024-11-04,2528,-0.035429588896620394,1,Monday,0
2024-11-05,4644,0.08078529590714086,4,Tuesday,1
2024-11-06,8330,0.162547919062808,4,Wednesday,2
2024-11-07,6993,0.09700837187711187,4,Thursday,3
2024-11-08,6450,-0.006785938215838185,2,Friday,4
2024-11-09,3379,0.033759290532484935,3,Saturday,5
2024-11-10,9187,0.09718163950525263,4,Sunday,6
2024-11-11,7935,0.059283453649393775,3,Monday,0
2024-11-12,1210,0.10495044751652931,4,Tuesday,1
2024-11-13,21218,0.45284857705756326,4,Wednesday,2
2024-11-14,21045,-0.010873171131361123,1,Thursday,3
2024-11-15,12146,0.1357467261621823,4,Friday,4
2024-11-16,9482,-0.09357415455771678,0,Saturday,5
2024-11-17,9798,-0.0018946846202341603,2,Sunday,6
2024-11-18,3967,-0.038515292219186675,1,Monday,0
2024-11-19,587,-0.03412111381956671,1,Tuesday,1
2024-11-20,286,-0.04427464649621179,1,Wednesday,2
2024-11-21,3171,0.10543649444008912,4,Thursday,3
2024-11-22,234,-0.012529048008206325,1,Friday,4
2024-11-23,110,-0.003421945228373724,2,Saturday,5
2024-12-01,9664,0.10233925672102355,4,Sunday,6
2024-12-02,1214,-0.08546229728922725,0,Monday,0
2024-12-03,2983,-0.0008899240860854123,2,Tuesday,1
2024-12-04,2369,0.05979438619304581,3,Wednesday,2
2024-12-05,527,-0.011846730655338209,1,Thursday,3
2024-12-06,6201,0.013877118221311548,3,Friday,4
2024-12-07,13737,0.15898733786433109,4,Saturday,5
2024-12-08,504,0.051828657762324995,3,Sunday,6
2024-12-09,39,-0.010939696386784872,1,Monday,0
2024-12-10,4531,-0.09839715704157002,0,Tuesday,1
2024-12-11,7935,0.06770081116048801,4,Wednesday,2
2024-12-12,6399,-0.0594805751723213,0,Thursday,3
2024-12-13,10780,0.04428507415054799,3,Friday,4
2024-12-14,47,-0.05767745327270846,1,Saturday,5
2024-12-15,737,0.03977477163539692,3,Sunday,6
2024-12-16,1741,-0.027396565792435053,1,Monday,0
2024-12-17,68,-0.05099935844645296,1,Tuesday,1
2024-12-18,4308,-0.13048284020938727,0,Wednesday,2
2024-12-19,5160,-0.11460619399584462,0,Thursday,3
2024-12-20,406,0.027427545014856485,3,Friday,4
2024-12-21,98,-0.016162511413590187,1,Saturday,5
2024-12-22,364,0.023549900379111532,3,Sunday,6
2024-12-23,546,0.03640667147681232,3,Monday,0
2024-12-24,7153,0.04616240079497861,3,Tuesday,1
2024-12-25,6178,-0.04035087573487914,1,Wednesday,2
2024-12-26,4193,-0.06253260777210055,0,Thursday,3
2024-12-27,6248,0.027087249708158862,3,Friday,4
2024-12-28,920,0.050129994644108666,3,Saturday,5
2024-12-29,2378,-0.04546978769487164,1,Sunday,6
2024-12-30,6554,0.024242283571447285,3,Monday,0
2024-12-31,7127,0.09096114177205063,4,Tuesday,1
2025-01-01,3634,-0.02987566982647595,1,Wednesday,2
2025-01-02,840,0.05609550721811151,3,Thursday,3
2025-01-03,257,0.05168184467533062,3,Friday,4
2025-01-04,6234,-0.016735369953493555,1,Saturday,5
2025-01-05,4563,-0.021043659742286627,1,Sunday,6
2025-01-06,3482,0.001553222894671697,2,Monday,0
2025-01-07,340,-0.10127034689706998,0,Tuesday,1
2025-01-08,655,-0.04400449411927761,1,Wednesday,2
2025-01-09,145,-0.045312184485098425,1,Thursday,3
2025-01-10,285,0.037373038784038914,3,Friday,4
2025-01-11,164,0.0209703646708326,3,Saturday,5
2025-01-12,2386,-0.016512314528096202,1,Sunday,6
2025-01-13,5194,-0.04931563491080462,1,Monday,0
2025-01-14,3216,0.03625780781706767,3,Tuesday,1
2025-01-15,8347,0.0968874608629276,4,Wednesday,2
2025-01-16,117,-0.05319473047705182,1,Thursday,3
2025-01-17,1021,0.12147335953594232,4,Friday,4
2025-01-18,157,-0.0957458480203972,0,Saturday,5
2025-01-19,26,-0.12512751813915776,0,Sunday,6
2025-01-20,488,-0.022886791284352843,1,Monday,0
2025-01-21,8026,0.012692175221272077,3,Tuesday,1
2025-01-22,322,-0.049620056608899926,1,Wednesday,2
2025-01-23,23,0.012592399021370932,3,Thursday,3
2025-01-24,122,-0.027212308512329086,1,Friday,4
2025-01-25,39,0.010502464816401871,3,Saturday,5
2025-01-26,59,-0.06781787955060166,0,Sunday,6
2025-01-27,250,-0.06953055301969478,0,Monday,0
2025-01-28,849,-0.1235258498047065,0,Tuesday,1
2025-01-29,167,0.08699508834450453,4,Wednesday,2
2025-01-30,682,0.04019987224156213,3,Thursday,3
2025-01-31,53,0.06988858809244888,4,Friday,4
2025-02-01,1407,-0.11518783360703479,0,Saturday,5
2025-02-02,408,-0.12224091051745585,0,Sunday,6
2025-02-03,2802,0.022988221244973194,3,Monday,0
2025-02-04,461,-0.07360456111618424,0,Tuesday,1
2025-02-05,2451,-0.017856090120588305,1,Wednesday,2
2025-02-06,405,-0.07884040082409512,0,Thursday,3
2025-02-07,892,-0.032645991068444194,1,Friday,4
2025-02-08,2710,0.07525856431668079,4,Saturday,5
2025-02-09,2312,-0.003238096222616611,2,Sunday,6
2025-02-10,2299,0.0010587428588379713,2,Monday,0
2025-02-11,93,0.00016034784696460747,2,Tuesday,1
2025-02-12,1888,0.051210537714807554,3,Wednesday,2
2025-02-13,214,-0.03759758959278417,1,Thursday,3
2025-02-14,3204,0.05882911540927097,3,Friday,4
2025-02-15,1636,-0.032036271916846125,1,Saturday,5
2025-02-16,1260,-0.025616069898545837,1,Sunday,6
2025-02-17,2379,0.04648538105448396,3,Monday,0
2025-02-18,427,-0.08712183972472037,0,Tuesday,1
2025-02-19,776,0.01157772818490677,3,Wednesday,2
2025-02-20,783,0.031694691721084696,3,Thursday,3
2025-02-21,1412,-0.05570297488952931,1,Friday,4
2025-02-22,494,0.058009804478904685,3,Saturday,5
2025-02-23,790,-0.027900177681183642,1,Sunday,6
2025-02-24,2273,-0.16006039589288998,0,Monday,0
2025-02-25,2292,0.04727805916235411,3,Tuesday,1
2025-02-26,2251,0.006008270889196208,3,Wednesday,2
2025-02-27,1954,-0.009060146506451186,2,Thursday,3
2025-02-28,2256,-0.03695892536734953,1,Friday,4
2025-03-01,1433,-0.041044965799859764,1,Saturday,5
2025-03-02,1384,0.1610906300239337,4,Sunday,6
2025-03-03,2362,-0.18042996494225755,0,Monday,0
2025-03-04,2202,-0.0314201782631033,1,Tuesday,1
2025-03-05,622,0.012470352474136134,3,Wednesday,2
2025-03-06,506,-0.03329054510154714,1,Thursday,3
2025-03-07,2437,0.019337205003296602,3,Friday,4
2025-03-08,2130,-0.04467240369209735,1,Saturday,5
2025-03-09,1753,-0.12128894891160608,0,Sunday,6
2025-03-10,1853,-0.016930251738320624,1,Monday,0
2025-03-11,4884,0.10023403772855563,4,Tuesday,1
2025-03-12,3451,0.09540976334327546,4,Wednesday,2
2025-03-13,11437,-0.03469083559264836,1,Thursday,3
2025-03-14,747,0.054451342598280106,3,Friday,4
2025-03-15,8866,0.010914085668697348,3,Saturday,5
2025-03-16,11237,-0.07762217705540418,0,Sunday,6
2025-03-17,13670,0.12023329895807142,4,Monday,0
2025-03-18,909,-0.02009079376225419,1,Tuesday,1
2025-03-19,3254,0.03589471386892337,3,Wednesday,2
2025-03-20,6410,0.01860064602483706,3,Thursday,3
2025-03-21,5475,-0.057483872037595134,1,Friday,4
2025-03-22,1119,-0.019410025765836243,1,Saturday,5
2025-03-23,4797,0.03734436021051618,3,Sunday,6
2025-03-24,944,0.08690201061578422,4,Monday,0
2025-03-25,4083,0.010338553793570083,3,Tuesday,1
2025-03-26,11534,0.06133198067379476,3,Wednesday,2
